simulation,permutation,lambda_pairs,threshold,predicted_changepoints
5,1,"22.06807649071391,0.13433919426473387;22.045407685048602,0.1344773322901915;21.95449840010015,0.13503417662785222;22.0,0.13475489157886464;22.22611077089287,0.13338400250472288;22.11334438749598,0.13406419050803384;22.045407685048602,0.1344773322901915;22.360679774997898,0.13258128306322034;22.181073012818835,0.13365483324552077;21.817424229271428,0.13588256723529926",0.12167985231194878,573
12,1,"21.61018278497431,0.13718567974336301;21.354156504062622,0.13883047144339355;21.61018278497431,0.13718567974336301;21.330729007701542,0.13898294866831037;21.540659228538015,0.13762845339512075;20.952326839756964,0.1414930015844202;21.470910553583888,0.13807554213112658;21.071307505705477,0.14069405108972452;21.93171219946131,0.13517447191413717;21.283796653792763,0.13928941640244108",0.005671854657800145,69
46,1,"22.67156809750927,0.13076323622540773;22.781571499789035,0.13013183110578985;22.93468988235943,0.12926303472781187;22.978250586152114,0.1290179861003713;22.715633383201094,0.13050957306466482;22.60530911091463,0.13114651961576612;23.130067012440755,0.12817116410170692;22.360679774997898,0.13258128306322034;23.08679276123039,0.12841141016839214;22.693611435820433,0.13063621993877872",0.055526285619569196,829
27,1,"23.2379000772445,0.12757639911009372;22.80350850198276,0.13000664413010177;22.715633383201094,0.13050957306466482;22.781571499789035,0.13013183110578985;23.40939982143925,0.12664176088871437;22.847319317591726,0.12975735023987547;23.065125189341593,0.12853204092319295;23.108440016582687,0.12829111842286242;22.60530911091463,0.13114651961576612;23.108440016582687,0.12829111842286242",0.029522679446682538,56
28,1,"22.045407685048602,0.1344773322901915;22.60530911091463,0.13114651961576612;22.561028345356956,0.13140392225716682;22.44994432064365,0.13205411881618537;22.315913604421397,0.13284724377798504;21.95449840010015,0.13503417662785222;22.67156809750927,0.13076323622540773;22.538855339169288,0.13153319323998502;22.11334438749598,0.13406419050803384;22.293496809607955,0.13298082575620657",0.05388378435826151,245
23,1,"23.979157616563597,0.12363268393912304;23.958297101421877,0.12374033105045176;23.57965224510319,0.1257273679831595;23.895606290697042,0.12406496736972075;23.874672772626646,0.12417374859830851;23.769728648009426,0.12472197973464416;23.2163735324878,0.12769468972346187;23.49468024894146,0.12618207965901518;23.811761799581316,0.12450181719805165;23.916521486202797,0.1239564715314171",0.06174991447001783,842
19,1,"21.071307505705477,0.14069405108972452;20.445048300260872,0.14500369826454237;20.760539492026695,0.14280012404656495;20.760539492026695,0.14280012404656495;20.952326839756964,0.1414930015844202;20.85665361461421,0.14214205545695635;20.8806130178211,0.14197895493799925;20.149441679609886,0.14713100550746477;20.808652046684813,0.1424699499075596;19.849433241279208,0.14935477394738786",0.15047148029900573,805
34,1,"22.47220505424423,0.13192330737366198;22.759613353482084,0.1302573804172932;22.693611435820433,0.13063621993877872;22.869193252058544,0.12963323988126108;22.67156809750927,0.13076323622540773;22.38302928559939,0.1324489003212075;22.494443758403985,0.13179288390393903;22.781571499789035,0.13013183110578985;22.869193252058544,0.12963323988126108;22.67156809750927,0.13076323622540773",0.0006917465660743216,147;221;380;490;544;750;811
49,1,"24.124676163629637,0.1228869392744208;23.874672772626646,0.12417374859830851;23.706539182259394,0.12505442451733162;23.706539182259394,0.12505442451733162;23.62202362203543,0.12550184785902654;23.706539182259394,0.12505442451733162;23.93741840717165,0.12384825983769521;23.664319132398465,0.12527753695969315;24.0,0.12352531728062592;23.895606290697042,0.12406496736972075",0.009468835136761795,852
41,1,"20.808652046684813,0.1424699499075596;21.37755832643195,0.1386784949649502;21.42428528562855,0.13837603332904116;21.02379604162864,0.1410120041530504;21.42428528562855,0.13837603332904116;20.85665361461421,0.14214205545695635;21.095023109728988,0.14053587897553668;21.071307505705477,0.14069405108972452;20.97617696340303,0.1413321226221227;21.166010488516726,0.1400645443478081",0.05450435692867089,112
16,1,"24.819347291981714,0.11944744476389942;24.596747752497688,0.12052843914838213;24.55605831561735,0.12072815500888302;24.596747752497688,0.12052843914838213;24.454038521274967,0.12123182075450724;24.269322199023193,0.1221545286853682;24.43358344574123,0.12133331245981246;24.331050121192877,0.12184462240504712;23.916521486202797,0.1239564715314171;24.879710609249457,0.11915764058898977",0.005973204380606648,815
1,1,"21.400934559032695,0.13852701649815333;20.83266665599966,0.14230571936316355;21.517434791350013,0.13777700006911564;21.118712081942874,0.1403782391289784;21.142374511865974,0.14022112857149333;22.090722034374522,0.1342014810616833;21.79449471770337,0.13602552631453815;21.18962010041709,0.13990848352569887;21.42428528562855,0.13837603332904116;21.702534414210707,0.1366019082450487",0.24992192851677641,363
42,1,"21.494185260204677,0.13792602877690058;21.633307652783937,0.13703903546869378;22.11334438749598,0.13406419050803384;21.236760581595302,0.13959792047117958;21.633307652783937,0.13703903546869378;21.77154105707724,0.13616893755765266;21.6794833886788,0.13674715220765657;21.447610589527216,0.1382255427643128;21.587033144922902,0.13733279579608532;21.118712081942874,0.1403782391289784",0.12080670022311528,266
30,1,"22.58317958127243,0.13127503166974258;22.44994432064365,0.13205411881618537;22.737634001804146,0.13038329381587335;22.60530911091463,0.13114651961576612;22.627416997969522,0.13101838424602563;22.67156809750927,0.13076323622540773;22.38302928559939,0.1324489003212075;22.561028345356956,0.13140392225716682;22.516660498395403,0.13166284649299073;22.427661492005804,0.1321853201588466",0.16728205290673748,408
37,1,"22.561028345356956,0.13140392225716682;22.627416997969522,0.13101838424602563;22.80350850198276,0.13000664413010177;22.737634001804146,0.13038329381587335;22.67156809750927,0.13076323622540773;22.315913604421397,0.13284724377798504;22.737634001804146,0.13038329381587335;22.090722034374522,0.1342014810616833;22.516660498395403,0.13166284649299073;22.737634001804146,0.13038329381587335",0.09970583619693023,785
6,1,"22.781571499789035,0.13013183110578985;22.58317958127243,0.13127503166974258;22.93468988235943,0.12926303472781187;22.60530911091463,0.13114651961576612;22.781571499789035,0.13013183110578985;22.40535650240808,0.13231691334241402;22.60530911091463,0.13114651961576612;22.759613353482084,0.1302573804172932;22.538855339169288,0.13153319323998502;22.693611435820433,0.13063621993877872",0.10625313295632169,152
45,1,"20.445048300260872,0.14500369826454237;21.071307505705477,0.14069405108972452;20.73644135332772,0.1429660742757711;20.688160865577203,0.14329971784334875;20.518284528683193,0.1444861343349976;20.518284528683193,0.1444861343349976;20.92844953645635,0.1416544311880734;20.049937655763422,0.14786118867969825;20.42057785666214,0.14517745949916055;20.223748416156685,0.14659041211008178",0.22662029711666576,557
24,1,"22.80350850198276,0.13000664413010177;22.825424421026653,0.12988181775073773;22.759613353482084,0.1302573804172932;22.693611435820433,0.13063621993877872;22.847319317591726,0.12975735023987547;22.360679774997898,0.13258128306322034;22.869193252058544,0.12963323988126108;22.781571499789035,0.13013183110578985;22.44994432064365,0.13205411881618537;21.908902300206645,0.13531520539516304",0.11941018075532549,531
20,1,"20.97617696340303,0.1413321226221227;20.518284528683193,0.1444861343349976;20.566963801203133,0.14414415483930584;21.166010488516726,0.1400645443478081;20.248456731316587,0.14641153417632627;20.248456731316587,0.14641153417632627;20.808652046684813,0.1424699499075596;20.71231517720798,0.1431326044129197;20.639767440550294,0.14363570826435534;20.8806130178211,0.14197895493799925",0.27515814085799556,326
39,1,"21.587033144922902,0.13733279579608532;21.633307652783937,0.13703903546869378;21.330729007701542,0.13898294866831037;21.307275752662516,0.13913592939559957;21.702534414210707,0.1366019082450487;21.95449840010015,0.13503417662785222;21.18962010041709,0.13990848352569887;22.20360331117452,0.13351921186787774;22.06807649071391,0.13433919426473387;21.447610589527216,0.1382255427643128",0.04678180833110479,918
11,1,"21.517434791350013,0.13777700006911564;21.213203435596427,0.13975294319576068;21.42428528562855,0.13837603332904116;21.2602916254693,0.13944341248750775;21.307275752662516,0.13913592939559957;21.517434791350013,0.13777700006911564;21.587033144922902,0.13733279579608532;21.330729007701542,0.13898294866831037;21.047565179849187,0.14085275847361764;20.71231517720798,0.1431326044129197",0.01762208467529808,180;872
15,1,"23.62202362203543,0.12550184785902654;23.15167380558045,0.12805154563038276;23.83275057562597,0.12439217224750217;23.40939982143925,0.12664176088871437;23.0,0.12889598324934878;23.280893453645632,0.12734080075740326;23.323807579381203,0.12710650285744104;23.259406699226016,0.1274584366261446;23.643180835073778,0.12538954193240942;23.62202362203543,0.12550184785902654",0.05999040063636435,322
38,1,"22.58317958127243,0.13127503166974258;22.80350850198276,0.13000664413010177;22.427661492005804,0.1321853201588466;22.93468988235943,0.12926303472781187;22.847319317591726,0.12975735023987547;22.44994432064365,0.13205411881618537;22.315913604421397,0.13284724377798504;22.715633383201094,0.13050957306466482;22.516660498395403,0.13166284649299073;22.538855339169288,0.13153319323998502",0.0043018542125036405,846;927
2,1,"21.118712081942874,0.1403782391289784;20.223748416156685,0.14659041211008178;20.445048300260872,0.14500369826454237;20.493901531919196,0.14465803937418426;20.322401432901575,0.14587880396533157;20.12461179749811,0.14731253673691147;20.42057785666214,0.14517745949916055;20.54263858417414,0.144314840695242;20.493901531919196,0.14465803937418426;20.174241001832016,0.14695014372366264",0.20080317612036833,341
33,1,"23.53720459187964,0.1259541082358529;23.40939982143925,0.12664176088871437;23.558437978779494,0.12584058490658095;23.895606290697042,0.12406496736972075;23.40939982143925,0.12664176088871437;23.769728648009426,0.12472197973464416;23.366642891095847,0.12687349349036028;23.600847442411894,0.1256144560897197;24.0,0.12352531728062592;23.748684174075834,0.12483249989787648",0.11188237713497469,808
