"original_index","V2","V3"
1,-0.925372215721391,-0.0438336055623885
3,-0.529790925001438,-0.582078665402538
5,0.210376836911317,0.33571283175048
6,-1.04267269474096,-1.48602821575876
7,-0.491441828694316,-1.55044148769936
8,0.581657304913401,-0.925750072000775
10,-0.0514612056831896,-1.82290020663384
11,0.175208165724757,-0.959192179711863
13,0.567328905890297,-0.211977989385032
15,1.28858261451902,2.69768329756295
16,-2.06033358657956,0.156851953015162
17,0.555140052786498,0.017875644934197
18,-1.04333366357188,-0.467048732678308
20,0.772241798152955,-2.66917933401054
22,1.84744594171697,-2.46054310324694
23,-0.037456208025662,-0.954661956738205
24,0.234602138755823,-0.255430237022251
26,-0.464313071158237,1.5844388583459
30,-1.65640885165045,0.414164211693739
31,0.0619960260561488,-0.882196516994585
33,-0.699557806516776,0.998343488132521
34,0.75597969911825,-0.952200640985264
36,0.458766305302232,-1.0923264620741
38,1.54456171077625,1.25316976659557
39,1.73118402219531,-0.183458647367335
40,-0.0574044613925609,-0.860801313469503
42,-0.441146989929232,-1.2147065605173
45,-1.30603338280793,-1.60163504517581
48,-0.760821878398038,-0.329346050846559
49,-0.68304235343567,-1.749630064347
50,-0.587969125881626,0.827310761582726
51,-0.798671557972943,0.436603660425899
53,-0.459516819886331,-3.19472367076526
54,0.33450585005218,-0.844193708845545
55,-0.595545049363752,-0.523934528655156
56,-0.915741625874394,0.0970499693259664
58,0.568296995011299,0.786526919224972
61,-1.02169740475585,-1.08310111206471
63,-1.66934252510359,-1.20352177068857
64,-1.46383835329097,-2.27342242380019
66,0.64993375856248,0.529037951901632
67,-0.230611311191536,-1.49609446150942
68,-1.72197234119424,-1.4854617258514
69,-0.608404964802905,-0.116345264295994
70,-0.43472582907089,-0.538503928202701
72,0.79552827901615,0.238631143452062
74,0.268041496672991,1.06828392455736
75,-1.24897917311456,0.518968109763822
76,-0.526715756476474,-0.814965543761544
78,-0.692260845944985,0.971069440184531
79,-0.512985089681105,-0.0450978959261251
80,0.00542666467768979,-0.220663719418838
81,-0.440661437028116,-1.64581000891804
82,0.203979919503153,1.36221560404125
83,-0.825116859837521,-1.38902720330315
84,-0.551534901502793,1.78277936296321
86,0.341542203053821,-1.18880789203838
87,0.369505324340547,-0.76691671652544
90,0.554596913981042,-1.61920443711359
92,-0.0258052420819203,-1.5248141632061
93,-0.67305540835912,-2.60085207205837
94,-0.973948908925446,0.256785121826559
98,-1.03109593183106,-2.52871249883987
100,0.343964738310361,1.17053639793894
101,-1.32669660193261,-0.90162350474471
102,0.845806743950663,-2.2937342360368
103,-0.451245073669031,-1.80185470885353
105,-0.13327451328372,-0.271796801212693
106,-2.06843827636537,-2.90477755958112
108,0.947548675227086,-0.31441208658747
109,-0.367618602502147,-0.856172497246321
111,-1.22911964354192,-1.16400529380292
112,-1.7902716888185,-2.31163885674487
113,0.736914438730894,-0.594200042456899
114,-0.0551394369053093,-1.69801859445345
115,-0.668943834545344,-0.654763515290706
116,-0.818076298218708,-1.94937748299982
117,0.162127119804382,-0.50750807336782
118,0.368841405476489,0.574681489604663
119,-0.119855353986859,-0.971395918758439
120,-1.09738888298519,-1.49769623153653
121,-0.508018599280203,-0.606390227813733
122,-0.798817239495037,0.941410370901967
123,-1.06499957658562,0.894727859224788
124,-0.521401325760477,-0.446935016663795
125,-0.398039738912688,-2.00012347913411
127,1.32733905655331,-1.37175439338982
128,0.324145179659649,2.47652091432129
130,0.346140685941521,-1.26281496494601
131,-0.155306326311121,-0.625849509508569
132,0.60698273534017,0.598884986885275
133,-0.94777653960975,-0.105936596679262
136,0.321313295954201,1.42769464531725
137,-0.875054111473359,1.11857205947709
141,-0.0488466106002817,0.524736636313095
143,-0.835700890302897,-0.726832333293973
149,-1.55115321810521,-1.50181134126081
151,0.555041297282445,-1.24233166949475
153,-0.8755895759767,-0.331352238381115
157,1.84962077253854,-2.1880606303914
159,-0.350171512432883,-1.85383454716935
160,-0.360207286095597,-0.0469803657611048
161,-0.340929749243949,-0.283248884804212
162,-0.965038454059799,0.413791954429871
163,-0.810525834985491,-2.13562102204016
167,0.167692877929719,0.231556708117098
168,1.29088399224773,-0.402206767445112
169,-1.20703146722157,-0.24274304290944
170,-0.318291627511509,-0.385883625827836
171,-0.42178168708526,-1.98581545066756
172,1.36740225475867,1.53599052578678
174,-0.348151561626309,-0.613343005336885
175,-0.303549117806001,-1.08378682414808
177,0.35141953368969,-0.117639413094724
178,-0.0183098284636681,-0.180946012345732
179,0.485986422883157,-0.0567979558283791
183,-0.215509374174302,0.102973095487142
186,-0.836028849095676,-2.0914924543188
188,-0.0219852155850329,-0.899430565435999
190,-0.661827882976211,-1.32218822959589
192,-1.11771057851555,-0.989729119433006
193,0.993398960688981,-1.14515117999645
197,0.559597947460687,-0.475641308760209
199,0.648912293106874,0.569389929159678
200,0.267972483569662,-0.938525572050209
201,0.195861853848529,-1.28241184792263
202,-0.12725407257747,-0.953865348139995
204,1.28346558282256,-0.1618874035322
205,-0.72590942695085,0.532329478825342
206,-0.543013850854021,-1.01580186929538
207,-1.78207628988341,0.59266329527869
208,0.401443347420924,-0.562676256899515
211,0.162065961978114,-0.857362375309845
213,-0.664062798768347,-0.420042080188648
215,-1.70431609364986,-1.82120956525172
216,-0.474913976966304,0.0655393447769523
219,-0.727027514848924,-2.84530477925553
222,-1.63489420113066,-1.27240565522614
223,0.576542734460893,-0.0853708164195544
224,-1.16801935530997,0.256663782334799
226,-0.631358401642477,1.0301936237698
227,-1.84143038255096,-0.234697546556722
228,0.751050159117202,-0.615593437536168
230,0.158767451559262,-0.308269227569143
231,0.310417820541324,0.857376123820583
236,-0.388187091046385,-1.09478480497669
238,-1.01018419468119,0.10994554200708
239,-0.60381582380905,-2.35673298047802
240,-1.56930135001679,-1.0426557418285
243,1.28964852218425,-1.53438645715798
247,-0.458348411650835,1.36590137369149
248,-0.219053724396546,-2.9028185100427
250,-0.871436688927108,-1.5691115757709
251,-0.191311705046627,-0.0418563652224778
254,-0.519385416216052,-1.31883486356462
