simulation,permutation,lambda_pairs,threshold,predicted_changepoints
48,1,"17.0,0.19111971391402294;16.673332000533065,0.19486417810396353;16.73320053068151,0.19416698739616808;16.583123951777,0.19592419051961754;16.55294535724685,0.19628139079888693;16.34013463836819,0.1988377212577763;16.822603841260722,0.1931350917608543;16.852299546352718,0.19279476534355616;16.401219466856727,0.19809716851262058;16.881943016134134,0.19245623169283746;16.278820596099706,0.19958664187974626;16.1245154965971,0.20149660541577594;16.73320053068151,0.19416698739616808;16.822603841260722,0.1931350917608543;16.3707055437449,0.1984664086625037",0.21361096567739357,266
30,1,"15.264337522473747,0.21285136886909253;15.0996688705415,0.21517260837931698;15.033296378372908,0.21612260243950843;14.966629547095765,0.21708529140208835;15.198684153570664,0.2137708175069278;15.459624833740307,0.2101626120607687;15.362291495737216,0.21149417308218268;15.588457268119896,0.20842570118744352;14.730919862656235,0.22055887662350868;15.165750888103101,0.2142350326410229;14.89966442575134,0.21806096054908644;15.459624833740307,0.2101626120607687;15.297058540778355,0.2123960713020237;15.132745950421556,0.21470228517567103;15.0,0.21660234243589266",1.1176135460672683,147
4,1,"14.142135623730951,0.2297414777359656;13.820274961085254,0.23509193165019748;13.45362404707371,0.24149887979403478;13.856406460551018,0.234478913835874;13.92838827718412,0.23326712839134336;14.38749456993816,0.22582355258205009;14.38749456993816,0.22582355258205009;13.92838827718412,0.23326712839134336;13.638181696985855,0.23823081468818177;14.212670403551895,0.22860131448108598;14.071247279470288,0.23089887285817776;14.035668847618199,0.2314841687854255;14.035668847618199,0.2314841687854255;13.820274961085254,0.23509193165019748;13.527749258468683,0.24017558830079724",0.5711905626699275,104
34,1,"14.106735979665885,0.2303179942703757;15.132745950421556,0.21470228517567103;14.628738838327793,0.22209946957462987;14.422205101855956,0.22528005347256363;14.212670403551895,0.22860131448108598;14.247806848775006,0.22803756192257296;14.594519519326424,0.22262021933890574;14.352700094407323,0.226371004421977;15.0,0.21660234243589266;14.0,0.2320739383241707;14.352700094407323,0.226371004421977;14.035668847618199,0.2314841687854255;14.38749456993816,0.22582355258205009;14.45683229480096,0.2247404597552691;14.247806848775006,0.22803756192257296",0.3218897993820069,380
46,1,"16.217274740226856,0.2003440891630933;16.24807680927192,0.19996428960037516;15.716233645501712,0.20673115517523033;15.84297951775486,0.20507727936511383;15.7797338380595,0.20589923568304858;16.278820596099706,0.19958664187974626;15.968719422671311,0.2034624725089495;16.186414056238647,0.20072606108121466;15.968719422671311,0.2034624725089495;15.937377450509228,0.20386259575188626;16.1245154965971,0.20149660541577594;15.684387141358123,0.2071509142981441;16.06237840420901,0.20227609229321902;16.0312195418814,0.20266924347522774;16.1245154965971,0.20149660541577594",0.4467797354118381,140
42,1,"14.106735979665885,0.2303179942703757;13.711309200802088,0.23696024128376644;13.92838827718412,0.23326712839134336;13.490737563232042,0.2408345074766989;13.74772708486752,0.23633253093267229;13.490737563232042,0.2408345074766989;14.106735979665885,0.2303179942703757;13.490737563232042,0.2408345074766989;14.142135623730951,0.2297414777359656;13.527749258468683,0.24017558830079724;13.564659966250536,0.23952204807360675;13.674794331177344,0.2375929800370651;13.892443989449804,0.23387066660162684;13.379088160259652,0.242844287863287;13.74772708486752,0.23633253093267229",0.5305473851693919,344
19,1,"15.937377450509228,0.20386259575188626;16.401219466856727,0.19809716851262058;15.874507866387544,0.20466997552836586;16.0312195418814,0.20266924347522774;16.278820596099706,0.19958664187974626;16.431676725154983,0.19772998160099484;16.3707055437449,0.1984664086625037;15.937377450509228,0.20386259575188626;16.24807680927192,0.19996428960037516;16.0312195418814,0.20266924347522774;16.30950643030009,0.1992111257580594;16.0,0.20306469603364938;16.186414056238647,0.20072606108121466;16.09347693943108,0.20188522025205363;16.0,0.20306469603364938",0.1938456980047029,244
16,1,"12.806248474865697,0.2537070198907306;13.416407864998739,0.2421687808861717;13.0,0.2499257797337223;12.922847983320086,0.25141788719731273;13.19090595827292,0.24630871805288687;12.84523257866513,0.2529370423338826;12.767145334803704,0.25448407230717435;13.379088160259652,0.242844287863287;12.84523257866513,0.2529370423338826;13.152946437965905,0.24701956720207333;12.922847983320086,0.25141788719731273;12.922847983320086,0.25141788719731273;13.076696830622021,0.24845992674006517;12.806248474865697,0.2537070198907306;13.0,0.2499257797337223",0.7184898532646622,202
1,1,"15.652475842498529,0.20757324075957573;16.0,0.20306469603364938;15.652475842498529,0.20757324075957573;15.874507866387544,0.20466997552836586;15.684387141358123,0.2071509142981441;15.7797338380595,0.20589923568304858;16.217274740226856,0.2003440891630933;16.186414056238647,0.20072606108121466;15.652475842498529,0.20757324075957573;15.716233645501712,0.20673115517523033;16.217274740226856,0.2003440891630933;15.652475842498529,0.20757324075957573;15.329709716755891,0.21194368299010152;15.84297951775486,0.20507727936511383;15.748015748023622,0.20631393748422838",0.19496149474516417,105
49,1,"13.96424004376894,0.23266823875518808;14.38749456993816,0.22582355258205009;13.74772708486752,0.23633253093267229;14.0,0.2320739383241707;13.711309200802088,0.23696024128376644;14.2828568570857,0.22747795970009665;14.730919862656235,0.22055887662350868;13.856406460551018,0.234478913835874;13.74772708486752,0.23633253093267229;14.212670403551895,0.22860131448108598;14.106735979665885,0.2303179942703757;14.352700094407323,0.226371004421977;14.491376746189438,0.22420472488183263;14.352700094407323,0.226371004421977;14.106735979665885,0.2303179942703757",0.32177086171351493,366
