"original_index","V2","V3"
1,-0.766457592048724,0.117782869876857
2,0.774962274228199,0.521556579346997
3,-0.552851806234821,-0.547393898869113
9,-0.51303630000305,-1.00892318498517
10,0.154254701728846,-0.475106115735845
11,-1.69274037186248,-1.99005233846254
14,-2.6246901196058,-2.64472313218464
17,-0.594127364044518,-0.666758936051541
18,0.358323045501549,-0.219834088568985
19,-1.92348255418867,-1.34593034243983
20,-0.620010859073769,-0.00458984819466252
21,-1.25694508287271,-1.40768719128138
22,-0.347618743443312,-0.61076018584109
24,0.637818005130448,1.33375101549916
27,-1.57878252841673,-0.443507449962714
28,1.53589639299693,1.44078605538816
31,-0.0846418493955071,0.221306817644683
32,-0.207233016945157,-0.72845365052312
33,0.483689216210593,0.43311144276443
34,0.599499983913002,1.04363251792641
35,-1.75234834197394,-2.01342714905124
37,1.05526228478444,0.0858355821918508
38,-0.624566959842634,-1.53591570889615
39,-1.14967480286099,-1.79831616358539
42,-0.167148154462705,-0.62853819421369
44,-1.1076438800351,-0.589087129216994
45,-0.304381813455068,0.0152006350148366
46,-0.904022163682717,-0.642181975998794
48,-0.690616892148105,-1.15828767621092
50,-0.904621188274682,-1.40796980779842
51,0.205509149014284,0.304803963514995
52,-0.680737054935766,-1.18423850961538
55,-0.283372892445565,-0.232973677089865
56,0.31972927720206,0.40135732234443
57,-0.465080309586316,-0.494609743510938
58,-1.30642981756603,-0.423797511286755
60,-0.998571052758929,-0.272493418219347
62,-0.757241405841232,-0.414216950889883
63,-0.0501248025303221,-0.276267203802758
64,0.617164139632103,-0.00302675167460863
65,-2.08639477748535,-2.53066955407012
67,-0.701091092029482,-1.77381394321541
68,-0.154551899579504,-1.43860494771898
71,-0.112578978111726,-0.447916980651018
73,-1.00253526730837,-1.25772835814123
75,-1.88726584082665,-2.34676020047466
76,0.580415689497102,1.07597070017966
77,-1.16798300768745,-1.87877281726245
81,-1.75585960734936,-2.35123351546468
82,-0.792838483695141,-1.94033903699898
83,1.04193750092897,1.20048666598465
85,0.860736315897426,1.23114216961644
87,-1.9391620081162,-2.36789862108408
89,-0.0603610941416944,-0.364073887416353
90,-0.167487527789046,0.161248123353637
92,-2.00960372869107,-2.25309794599155
94,-0.571009384436926,-0.670686542609334
95,-1.28591699330719,-1.36000521900817
96,-1.23310477892897,-1.1961865729365
100,2.46539162972296,2.41579905081273
101,-0.11316259006883,0.244665338768273
102,-0.118388689648361,0.309523054078056
104,-1.46609798755486,-1.9562484281146
105,-1.13596724167653,-2.01490084567317
106,-0.898231059622708,-0.677254096532499
107,-0.469084186435634,0.361993431206106
109,-2.29063913950717,-2.16749726751263
112,-0.412968908466649,-1.24649455899048
114,-0.858933586612486,-2.24322363956843
116,-0.706353308055186,-1.17682164823795
117,-0.218487477578189,-0.234359364562777
118,-1.40719081917984,-2.09421481827619
119,-0.607516362811075,0.190931355126866
124,-0.416096960483756,-0.350244026105671
125,-1.41613035021154,-1.81791325743167
126,-0.211805049061732,0.240502704760743
127,-0.326013668672765,-0.397744718503505
128,0.646305730792947,0.326480177593173
130,0.324622405249399,-0.0359068488167576
131,-0.317038370810175,-0.124982585994741
133,0.209010021352836,0.102925494459627
134,-0.388967669693355,-0.670492895411171
135,-1.20877398205441,-0.962779822767758
136,0.100106732355042,0.125389389122297
137,-0.0953662433660809,-0.209105270236914
138,-0.273463163979492,-0.151886346669589
140,-0.957162421287209,-2.01075583151884
141,-0.110618885276387,-0.388787883047915
142,-0.43123782388111,-0.391212144173
143,-1.65550418033005,-2.03518967746489
144,0.100542002904864,0.472038382368084
145,-0.843200133704453,-0.74892688432815
146,-2.1434419280294,-3.25599748212328
150,-1.15305027118153,-0.725784752829216
152,-0.992190428180034,-1.82162733129501
153,-1.15803108834686,-1.04824249576888
155,-1.17879429457341,-1.50810631619935
156,0.408374816359215,-0.199857898485557
157,-0.815302049573864,-0.146979979506971
158,-1.02319131340759,-1.61693515866048
160,-0.556881809156254,-1.22469753226659
162,-1.02901508253765,-1.30244099715616
164,-1.42396151149389,-0.547303986619312
165,-0.780537154128252,-0.0386966251818288
166,-1.11256002629406,-0.944231371589677
167,-1.11475605138991,-0.742997748062369
168,0.195208401980455,0.185003265741444
170,0.704586923382135,0.76747014360811
171,0.104273418814369,-0.308317930674237
172,0.669590489182203,0.458508946885083
173,0.198309653806702,-0.00906716326069312
174,-1.34794746765307,-0.980122379240958
175,-0.983148574165076,-0.588533361114435
176,-0.327371498950157,0.181547344719946
177,1.29890201338634,1.3778205386773
178,0.733653344002952,0.419552935488401
180,1.19959804821581,-0.873154429678138
181,0.0784709328514041,0.0651000187669808
182,0.361329931106578,-0.242409728358747
183,-0.867074405328228,-0.384056303509198
185,-0.504000728841496,0.139671506706204
186,0.100205606127206,0.356728658445714
187,0.0733650983408032,-0.349533943190881
189,0.0019299543548843,-0.802712380250849
190,-0.121338900218806,-0.432113604976789
191,0.267644544094365,0.0157147481786347
192,-0.337050309139211,0.120017279049304
193,-0.930278826837417,-0.93282881017688
