"original_index","V2","V3"
2,0.351859891658448,0.191157145968986
4,-0.237902682062066,-0.537413400579762
6,0.826702949522156,-0.534128537645553
7,0.264612929132258,0.785613109404179
10,0.182772167558907,-0.966510227090757
11,-0.407599104020414,-0.422129991186971
12,-0.343224531365503,0.0185053080999457
15,0.793241829624484,-1.28061583648007
16,0.116570337274801,-0.198676207265344
17,-0.42341426860036,-0.466827054395865
18,0.560004351229047,-1.54982433298748
20,0.0701571368265274,-0.618852083145321
21,-0.16559003451811,0.435295416020484
24,-0.217448014967299,-0.863323452509156
25,-0.347938976269873,-0.760489072356922
26,-0.466218706257174,2.01270531801054
28,-1.03870228850799,-0.0517816681223089
30,0.708742885760227,1.05082672495115
32,0.221854447108738,0.424990668241438
33,-0.340439635414024,1.99211759044409
34,0.70632079341191,-0.583842171425711
35,0.146160769102504,-0.926180035147046
36,-0.107467592331555,-0.433770038259813
39,-0.430680809154428,-1.52168278241459
40,0.821228482700518,-0.711127844132644
41,0.180133453449142,0.21828706140575
43,0.423678714563521,0.63478171975022
44,-0.283628165600228,1.3448276835849
45,0.24555597082783,-0.125539158092422
46,-0.474953561705027,-0.248905092893184
47,-0.0348088391606578,-0.922529626861156
50,-0.10030876788851,0.155073140326006
51,0.316641593787909,-0.449924948615892
52,-0.0532416618155437,-1.04477326083025
54,-0.897995908490954,-0.46414354649605
55,-0.629609580932295,-0.102306667937606
56,0.531492922438014,1.91039780829624
57,-0.353326444689895,-0.720047662257326
59,-0.133903043599763,-0.387424577324617
61,0.631263167219952,-0.549052432826023
64,0.0116015917750113,0.727783999700564
65,-0.232095960202469,0.305275523728381
66,-0.354013515489512,0.663112721918683
68,-0.175908306798123,0.461814571571084
69,-0.0107858874748024,-2.30414086659772
70,-0.25703479003264,-0.92716556258783
71,0.474688915964948,0.940778515079534
72,-0.40082655762488,0.44320209494903
74,-0.53405104179277,-0.941526065697839
77,-0.143609212547294,-0.93168877195643
78,0.480819296178614,-0.333597211199301
80,0.494067699766753,0.752714425457886
81,0.587564738119346,-0.268409778680918
82,-0.400745926444509,0.128913509732495
83,0.254493308377905,0.148070957552877
85,0.20160066212891,0.354127447877038
86,-0.0589764838349135,-1.49043312500599
87,0.273863592740385,-0.77639308273826
88,-0.483471524816365,-0.522357888918167
89,-0.381972148563373,-0.0748076539765851
91,-0.216856263228031,-1.95662734104722
93,0.829782959270291,-1.32938351289132
94,-0.40505653604849,-1.12298322465497
96,-0.305672483055892,0.173800613591779
97,0.64239014727894,-0.716825107800294
99,-0.421298862327769,0.609366326308731
100,0.182197031645139,0.86088463224826
101,0.166034467139214,-0.213963013813428
102,0.643211119453113,-0.242409564510253
103,0.197437298573895,0.132984852435558
104,-0.29488589477157,-0.481143610146786
105,0.0690819244708721,-1.43438760270497
106,0.722162693298082,0.889032183376227
107,0.519341699604619,-0.765146520023156
110,-0.237714867512957,1.91244674726387
112,0.903815488651359,-0.876199175578703
113,0.491727104258144,0.906197336663247
115,-0.358229636545575,-0.327687596664565
116,0.22628785641664,-0.625481227584674
117,-0.350483293099252,-0.43505950882909
118,-0.452844963395659,-0.169859456421925
119,0.320656095151519,-0.117890917811242
120,-0.295352920595943,-0.0285631919476448
122,0.277475030348615,0.849636895304776
123,-0.519860860943567,-1.01567692573152
125,0.353540919714498,-0.462535345375178
126,0.0381705483793351,-0.452201444782132
130,-0.477615441955711,-0.876810630899183
131,-0.28991947606144,-0.0411303565159295
132,0.447709376222747,-0.108075150321087
133,-0.162743450449291,0.502356846127884
134,-0.127783902507772,-0.571895561464638
135,-0.104398901529013,0.774558608245893
137,-0.0689244376882116,-0.622497431703908
140,-0.153221747620102,1.15314043332066
141,0.0451392375736098,1.40954607636321
144,-0.129754753944318,0.503939988058215
145,-0.237072895356138,-0.422749038837863
147,0.0361065342756075,-0.32318284130881
148,0.0349910945143269,0.919603981281722
149,0.744595229115078,-2.39261839966226
150,-0.198721921941152,-1.80651663367934
152,0.15080495105918,-0.354470641604705
153,-1.30746068446612,-0.812179836106804
155,-0.230145005224907,-0.55042668760429
156,0.00807321046495608,-0.888516549433014
157,-0.478055805375866,-2.33846957384187
158,-0.0799912179932884,-0.0402835516189551
161,-0.268059013684294,-1.55502297290417
162,0.167948650910099,-0.932995976211401
163,0.349479810225641,-0.760023282303204
164,0.187424779948984,1.30262553508471
167,-0.0695599131241744,-1.04135713747128
168,0.629973342382235,-0.441976157636566
169,-0.00977924906688365,-0.480519583688856
172,0.49037046180707,-0.372328731086545
173,0.449747802996618,-1.45874898202623
174,-0.517453128208408,1.56304152954115
175,-0.281635807184967,0.233773736241682
176,-0.263893143736869,0.271672247311914
177,0.322102213964254,0.206119281476927
178,-0.359052661404769,-0.267742746470053
179,-0.389527687503686,0.212868916804663
180,0.022776408278345,-0.204879753304166
181,-0.326946789500998,-0.297823071939433
183,-0.594035996136087,-0.66813520986997
185,-1.02390792729407,0.265401141954829
186,-0.915950528497946,-0.482584769483129
187,0.580456031456451,0.441166204720878
188,-0.782015780704491,-1.01182688764465
190,0.736262626422765,-0.00605680869219175
191,0.225530359302926,-0.142022755364885
192,0.596871870065707,1.2970734246518
193,0.117358815197794,0.135590052498993
194,-1.07310378340563,-0.820740168698543
195,-1.05671562001438,-0.807407919514198
197,0.0966752340291096,-0.130380960091643
198,-1.03169390973428,-0.797550442336662
199,0.20379880354822,0.0131882753068535
201,-1.38880658261222,-0.900216884661503
203,0.19830230981845,0.33879421151137
204,0.13059594622295,0.452325817174065
205,0.0925405229784738,0.911206466687395
206,-0.734954007516117,-0.310903140788544
208,-0.892791280527875,-0.4851303626974
211,-0.72451367249338,0.366633794717823
212,0.147714006595465,0.0234995451523849
213,1.88929557978049,0.888210123446254
214,0.193654045922139,-0.139481602238096
215,-1.32289967131122,-0.807659530594146
216,-0.814053689571818,-0.312851477036485
217,-0.564145656131978,-0.0995329858750299
218,-0.83038107568388,-1.08684720708472
219,1.00596581604908,0.671410355963068
221,0.451079462901559,0.740523302534964
222,-0.75276516865345,-0.536088361557135
223,-0.826847718671663,-0.231944326231111
224,-1.1199948924435,-0.619619581796486
226,-1.06117136060852,-1.02921420058091
227,-0.0701084568760606,0.336973146059158
228,0.278423272399827,0.867569378532414
230,0.622240001055859,-0.00164898590072218
231,-0.181204460240156,-0.617145896645577
232,0.771987176655863,0.886099264565936
233,-0.628141833687641,-0.635929233350606
235,-0.1604360825491,0.416039113176793
236,-0.023573009608887,0.304662451681112
239,0.166329333733585,-0.639017624135261
240,-0.897814910247042,-0.996346467492029
241,1.36207588542531,1.01866588959056
242,-1.24628266160051,-0.523177381186723
244,-0.343104616227354,-0.929674018113366
245,0.399832448626665,-0.160058055223257
246,-0.588465603170712,-0.26501749377527
247,-0.537342305094742,-0.397612138111365
248,0.630464632344974,0.913130203171815
249,-0.319438664413439,-0.31301734526942
250,-0.878755322816811,-0.841911049825348
