"original_index","V2","V3","V4","V5","V6"
1,-1.19847553063269,-1.00272416320253,0.215736028204649,-0.879230836931827,-0.711781972768209
4,-1.34954067117116,-3.76078664037625,-0.68020439767226,-3.50555908738562,-2.07816445814027
5,-0.635448530544572,-2.01017785691693,-0.423800222849431,-1.03932261254595,-0.632275058544638
6,0.0202832391785609,-1.28849191141273,-0.133705467274584,-0.879903229127361,-0.138023975027479
7,-0.978277820053681,-0.876134180761883,-0.361926181242268,-0.591145797095102,-0.322442359566372
8,-0.279902482075401,-0.569571159345173,-0.152643847803647,-0.285064335274697,-0.294555976221584
10,-0.571764028533497,0.653701809610481,0.126323246812747,1.14465442542778,-0.0297402487162249
11,-0.0950255254160569,-0.649678912005285,-0.124789628502956,-0.291298292120065,-0.0363754533042234
12,-0.0167761309570016,-1.58960555578248,0.145623624522499,-1.75427148713364,0.0107238003133301
14,0.325687344233726,-1.26130500915988,0.105618792775756,-0.859546213368179,-0.340460496472436
15,-0.336125797453144,-2.39036699941526,-0.501645552402363,-1.21707299129426,-1.09384852920521
16,-0.117428591807231,-0.228966061214879,0.476190383640893,0.986593727765077,0.977697663184682
20,-0.599315330156011,-3.79864832942389,-0.386878404913436,-2.61233327829361,-0.7546514910401
21,-0.439091826857086,-0.304654006290964,-0.154923918445842,0.653552063817511,-0.512580973384742
22,-1.10292299749079,-1.05041279670318,-0.376905812593128,-1.26126829152732,-0.0886284231525971
23,0.535157058748731,0.260184900011347,0.399797957833922,0.279223390671734,0.542579121653684
24,-1.64755441689115,-2.3252517168261,-0.182613642459375,-2.19946173145806,-1.61503850077357
25,-0.383175879507508,0.515759628480168,0.389879476745251,0.0925111141378893,0.0731817848552203
26,-2.66769395434121,-2.66704515824639,-1.29373285330961,-1.99152680737426,-2.55757418999502
30,-0.248006652399409,-1.09190605515106,-0.136112693343617,-0.297752559329242,0.215686053142259
33,-0.0848567647951839,-1.69295071453773,0.248687000591921,-0.83652658491727,-0.457410164908558
38,-0.962874485658066,-1.49082721448412,-0.429936578409019,-1.3062792021146,-0.89940295052925
40,-0.0108308215532096,-0.201669591498627,-0.322961280680697,0.622675488869817,0.379381107199022
41,-1.30257281360463,-2.98688821328194,-0.472045861296594,-3.39978276899756,-1.0938276668636
42,0.96095515992912,1.87488126583272,0.106002154779299,0.329630868803497,0.0377374225714151
45,-1.959574292638,-0.456086200790557,-0.133070775475499,-0.696698092181179,-0.751370001854506
47,-0.0229434062443754,-0.485129442531813,-0.095834647957576,-0.210981168125381,-0.283930532791335
49,-1.33495737382925,-3.2256408435829,-0.481068911584497,-2.76407366743167,-0.697389928479423
53,-1.88471893565252,-0.802417694090309,-0.296233241991921,-1.45832999859515,-0.315179169208465
55,-0.0883773550649528,-1.30966524897525,0.574393968657112,-1.56629040978694,0.194002386885441
56,-0.200680967065325,-1.1507239203294,0.110543930159,-0.536714478153545,0.205307863098979
61,0.125260001126449,1.2107732373461,0.688681931681852,1.22480748542484,0.888266742672982
66,1.20780404222743,-0.471795833092489,0.668121171944278,1.04209429270593,1.27793862881481
67,-0.0120050309112917,-0.258270047151993,-0.177550625994737,-1.63485391273024,-0.641672023474721
68,-0.776691468025043,-2.13639855817754,-0.919339817006435,-1.7767373806697,-0.610092610076078
70,-0.595351408504344,-1.02893344356852,0.0274115667601367,-1.15828723343241,-0.682504011962417
72,-0.389926434140195,0.791458479062072,0.537683561934767,0.972124478303322,0.159389598669108
74,-0.94130516340356,-1.51174079345548,-0.171897376462028,-1.48097529407436,-0.0660691090293489
75,0.141977720229891,-2.69779319371936,-0.351621065259759,-1.12421438173961,-0.569831106994959
76,1.60292609492937,-0.253282276677495,-0.0817717686259565,0.651479615279015,0.91815804733527
83,-1.13978631802093,-0.00174850836223583,-0.469891225294897,0.844978155134777,-0.954622975879642
84,-0.874304511147993,-0.778680703475762,0.240299258964121,-0.209772309792095,-0.105536840323152
90,-0.624185938271709,-0.140178211122905,0.128907086289866,-0.809962869403451,-0.25641444408149
92,0.73622363234717,0.535846115713031,0.0303425716141068,1.50137522311337,0.718178388114242
93,1.80443850362948,-0.179289900793623,0.500797221909199,0.414461862058548,1.63248191720331
95,0.0917241648126025,0.639441987208367,0.0414508636138701,0.196316958565729,-0.00915820904317774
96,-2.08126586717513,-3.24394535977584,-0.750479552567744,-1.8684497013426,-1.75361736594338
97,0.227006652145507,-1.18692407004404,-0.261057791181353,-0.944815787281734,-0.516924605016635
98,0.407482079369089,-0.860370363151222,0.148545789239883,-0.505065201272926,0.0525014167482918
101,-0.227168797274566,1.69070509361483,-0.0346585089716224,0.981140563248965,-0.0397616244393778
104,-0.173647650835855,1.36987035812129,-0.105259243539003,1.60064690989596,0.534662180151991
105,1.03745778309658,-0.161808754378584,0.294403511012492,-0.67665562596265,0.67355665603737
106,0.456295929145379,-1.14691929802266,0.377576976776512,-0.925035006378784,0.957092686865622
107,-0.618658358743131,-2.15728275984686,-0.466536940621916,0.140797896859258,-0.710744675260341
108,-0.170446649619838,-2.73475092291605,-0.0863537488870208,-1.87972033181818,-1.07324548031067
109,1.70077172060746,1.18465064654036,0.456633204266983,0.816541332838548,0.0323189976737566
111,-1.45459720287799,-0.323205521311975,0.448326373360273,0.32793193804964,0.139707357063594
114,0.171757619365614,-0.0686005563379615,-0.163734097059334,0.151010355466123,0.467443924509192
115,-0.381380104353403,0.259731202499688,-0.0527497186102022,1.31680637772832,1.00962955254481
120,-1.36136721842452,-0.367089730558956,0.31666066387878,-0.174358012930045,-0.0207684581212887
122,-0.933645561156675,-1.33294378863019,0.0837940700403341,-1.30299698839517,-0.458677123196292
124,-1.82146219351096,-2.39046916298737,-0.374603193766635,-2.12133066893767,-0.936178713293751
125,0.191304140409482,0.79802598915355,0.056627516334461,0.405967876543655,0.341109767245318
126,-2.01952258647135,-2.98411189085163,0.0703212086156553,-2.12108504007906,-0.895155564123769
127,0.776799811749186,1.81896484221976,0.288943600163867,1.30112002433338,1.50449865769157
129,-0.802912369626123,-1.17217291766082,-0.0197587674819545,-0.311126677394065,-0.890232488373615
130,-0.065410797160935,0.804481106774449,-0.37328759911241,0.550633293106264,-0.534047024232385
132,0.0657005083636787,-1.2916934303035,-0.186959489118152,-0.576108735129681,-0.225495651096296
133,-0.5234569555062,-0.485921309815078,0.0604456438398084,0.524796389436085,-0.0268296299620107
134,-1.77787085528863,0.361695188419929,-0.574822727376009,0.0547452321765943,-1.07169872876578
135,-2.05019945855236,-1.18914691287131,-0.744171216086771,-1.54111336932548,-1.29346956134883
140,0.172383525898367,-0.217130947080385,0.934405980897104,-0.129246994667326,0.0625488569772905
142,0.610123272842501,0.302329632935121,-0.233195917928825,-0.18050680150818,0.489937560101493
145,-1.71400381614876,-0.855274732682924,-0.0972563427863577,-0.909377221986481,-1.02864605546674
146,-0.348863206139412,-1.19360952479538,-0.327900798171256,-0.69818714797808,-0.040817498578271
147,-0.663564296705486,-1.11351666341736,-0.0396674291593557,-0.00101803830890206,-0.0492077930911651
148,-1.08513864296961,0.481461681431502,0.244098617203992,-0.0355691528903709,-0.281372825885694
150,-1.13207064874341,1.50901529894024,0.180837803879083,1.08522422253238,-0.0479533517004679
152,0.562818037869245,-0.73143194504333,0.541304416607897,-0.706350819521957,0.62372105311602
153,-0.995552033208879,-1.89954178840305,0.156529582153545,-0.931327424217072,-0.654759986381493
155,1.38925079554742,-0.141644581663344,0.629127915915585,-0.0281061029536239,0.508365141801826
156,-1.81007181226745,-2.23604372643585,-0.624409615539034,-1.0178792152819,-0.512452588020584
157,-0.961843207464551,-0.290149135389128,-0.115021641988143,-0.229271718586396,-0.538112362663404
160,-3.43169992255217,-2.94871461762175,0.277057027345689,-2.90867258137467,-3.35904321371507
161,-1.97801721413519,-2.16030560139139,-0.830619336885678,-2.21916719509134,-2.2806062405221
163,-5.18415082434325,-4.52113383730256,3.40090016999292,-5.06036310614087,-4.87699560974638
167,0.0338660817331765,-0.334334148241224,-0.803034494049786,-0.250013175692708,0.121534647330723
169,-0.615159396696882,-1.71381776250141,-0.889375619375684,-1.25763313879098,-1.48514009865362
171,-1.77607321458246,-1.26198871784479,-1.4492766214703,-1.25919246708093,-1.22677195808324
176,-0.488442162011221,-0.832005735564317,-2.12879759456186,-0.0762408776592388,-0.118296875900268
179,-1.23699646371136,-1.56514810546888,-1.29884906469886,-0.334946694622111,-0.672065298807323
181,-2.01693321026375,-1.38410827223271,-1.3452711839705,-1.26290239110872,-2.27657416236421
189,-0.455172139849594,0.00112488134779391,-4.46874806924964,0.515769022850929,-0.171128057301478
190,0.000911277519224141,0.38555153981105,-2.7715743665809,0.754329451383266,0.568034808255778
192,-1.18930217010257,-0.214483028715157,-1.19474795513202,-0.903941761424349,-1.36259774938316
195,0.733676754010143,0.808117521829759,-4.25638979610816,0.86691385404269,0.272631766188546
200,-1.43491425114184,-1.48923470373099,0.153209109565977,-1.84309817338003,-1.64366700709166
201,-0.917649245095636,-0.835013211782609,-2.82576576244175,-0.398013216291055,-0.505540920184401
202,-0.724358270763502,0.45429264466618,-3.01614203611674,0.697973239502635,1.06082981313182
205,-0.621751353425117,-0.022445203447161,-3.05655549189251,-0.0537639391484231,-0.734093909119028
206,-1.26685677830272,-1.80855855773596,-0.174045115474976,-1.4288900462966,-1.05589918093662
207,-0.377723021601252,-0.704122174190306,-2.42895596001299,-0.501707741786707,0.226249489858249
210,-1.20398222097575,-1.50630511386469,-2.05597364533853,-1.2284644654639,-1.00869522325082
211,-2.3044220405375,-2.96262288047072,1.09993132477705,-2.50636163564604,-1.56426405161961
216,-0.632714200371151,-0.390842346310936,-1.15557156967169,-0.909800976459435,-0.914912907725607
217,-2.06913493280064,-1.85341228127941,-0.776298614354799,-1.25802511135485,-2.0252701314561
224,-2.89249275194438,-2.19870956362958,0.65816619897144,-2.410120209786,-2.67426709893499
225,-1.6522821328371,-1.66366973049983,-1.47979923546223,-1.76725599704368,-1.44278532027084
227,0.463644537743981,1.42609121429009,-2.30788162048397,1.27147016199689,1.04472717363642
229,-0.530978770388397,-0.0176813125935574,-1.80479862744193,-0.424941683710877,-0.311418098079912
234,1.35274018409534,0.518719761891491,-3.50212183346167,1.10563468712645,1.08662112112576
235,0.435974038302116,0.127688988829682,-1.82060785489777,0.0172010182879776,-0.0307153122605815
240,-1.82012107382192,-2.9620546475571,-1.47506171981125,-2.82906355838365,-2.19042159649257
243,-1.34770874471209,-1.51584005107668,-2.09501602226233,-1.74932471534842,-2.96750065236456
244,-1.69355732554033,-3.36272802268564,-0.0730247034399144,-3.60949890674026,0.82752016220614
245,0.695130590002494,-1.09267469651899,0.421425304935524,-0.9202282862558,-0.297209391555879
246,-0.819896913459269,-0.817650752227289,-0.526276660999448,-0.864977142381597,-1.1648884135674
247,-1.10629958663059,-1.75005021304491,-0.544859736750237,-2.21098357130758,-0.334689940065397
248,0.641450181087459,0.861831375591623,-0.395377482433077,0.517237075021385,-2.07029814405509
251,-1.66194296601768,0.643275234353813,-0.705862632076909,0.223027138998073,-1.10099472914999
253,1.03012266133439,0.64283654078075,0.82878227668403,0.62996171865202,0.80615089673726
254,3.89963307031151,-1.37381086705315,1.94920164467687,-0.249175973755779,0.466652920721216
255,-1.21597383792355,-4.20595759797879,-0.825802260658017,-4.23786826590432,-0.733861506004615
261,-0.317972428840312,-1.6388573793912,-0.221202599071049,-1.33880977783056,-1.25227238996866
262,-0.331772513393566,-2.92465197053154,0.353492713817979,-2.68878608223491,-0.0281351276852468
263,-1.89900496874534,-3.3138082850438,-2.28510035954953,-3.54841436317621,-3.47208899807615
266,-2.94488946499447,-3.02249868699228,-2.30409019888588,-3.03875757706035,-2.90465349080262
267,-1.52457637970142,-2.17931369120564,-1.91241845176797,-1.95509130909506,-2.80128367136937
271,0.0474400115233586,-1.79501794848243,0.164638481529466,-1.67756738482334,0.0899173115565065
272,-0.248850101875704,-1.97909580205345,0.365382741595333,-2.00088672819425,1.1863019424476
273,0.653923907807208,0.0603481348513253,-0.119372968855748,0.0549664380650476,-1.64770483035507
277,-0.703635188898614,-0.941210469334489,0.542638353530695,-1.30916483716578,1.08764366229422
