simulation,permutation,lambda_pairs,threshold,predicted_changepoints
31,1,"19.493588689617926,0.16667198576262104;19.672315572906,0.16515773776083448;19.697715603592208,0.1649447683134319;19.77371993328519,0.16431076942023817;19.672315572906,0.16515773776083448;19.77371993328519,0.16431076942023817;19.672315572906,0.16515773776083448;19.544820285692065,0.16623509907209896;19.949937343260004,0.16285941557786704;19.8997487421324,0.16327015876634796;19.339079605813716,0.16800360734652875;19.849433241279208,0.1636840254855057;20.0,0.1624517568269195;19.849433241279208,0.1636840254855057;20.09975124224178,0.1616455396577344",0.13386115807889443,138
9,1,"21.908902300206645,0.14829748620074612;21.88606862823929,0.1484522045382881;21.93171219946131,0.1481432506039448;22.135943621178654,0.14677644613396387;21.72556098240043,0.14954896396785275;22.0,0.14768341529719956;21.863211109075447,0.14860740814004725;22.02271554554524,0.14753108579271484;21.93171219946131,0.1481432506039448;21.61018278497431,0.15034741579314467;21.88606862823929,0.1484522045382881;22.06807649071391,0.1472278355526618;21.93171219946131,0.1481432506039448;21.72556098240043,0.14954896396785275;21.118712081942874,0.15384627262930542",0.23742083911296968,395
50,1,"19.467922333931785,0.1668917247977436;19.078784028338912,0.17029571338049607;19.157244060668017,0.16959825360313832;19.026297590440446,0.1707654955513169;18.81488772222678,0.17268426920773888;19.235384061671343,0.16890929373292088;19.0,0.1710018492914942;18.867962264113206,0.17219851783984338;18.681541692269406,0.17391686350398322;19.0,0.1710018492914942;19.026297590440446,0.1707654955513169;19.467922333931785,0.1668917247977436;19.28730152198591,0.1684546245536091;18.894443627691185,0.1719571743185225;19.339079605813716,0.16800360734652875",0.5375143144743475,514
17,1,"18.65475810617763,0.1741665648005617;18.027756377319946,0.1802240427780509;18.275666882497067,0.1777792929488143;18.24828759089466,0.17804602872214484;18.0,0.18050195202991054;18.788294228055936,0.1729286915087115;18.05547008526779,0.17994741323237068;18.627936010197157,0.1744173447213813;18.411952639521967,0.17646336595306086;18.110770276274835,0.17939795419936588;19.05255888325765,0.17053011915336289;18.24828759089466,0.17804602872214484;18.841443681416774,0.17244088040572486;18.841443681416774,0.17244088040572486;18.110770276274835,0.17939795419936588",0.036566195005032776,409;821;931
33,1,"18.76166303929372,0.1731741546436333;18.867962264113206,0.17219851783984338;19.235384061671343,0.16890929373292088;19.364916731037084,0.16777945300074565;19.209372712298546,0.16913801326048705;19.078784028338912,0.17029571338049607;18.708286933869708,0.17366823312167068;18.81488772222678,0.17268426920773888;19.131126469708992,0.16982978716296218;19.261360284258224,0.1686814995716443;19.078784028338912,0.17029571338049607;19.519221295943137,0.1664531124104663;18.627936010197157,0.1744173447213813;19.235384061671343,0.16890929373292088;18.466185312619388,0.17594511706313648",0.2675858791457302,911
41,1,"22.181073012818835,0.14647781622921105;22.06807649071391,0.1472278355526618;22.338307903688676,0.14544678811602751;22.516660498395403,0.14429471620669168;22.58317958127243,0.14386969402805969;22.516660498395403,0.14429471620669168;22.627416997969522,0.14358842358497848;22.11334438749598,0.1469264476510193;22.427661492005804,0.14486731653661206;22.271057451320086,0.14588598424839533;22.271057451320086,0.14588598424839533;22.11334438749598,0.1469264476510193;22.538855339169288,0.14415262388645061;21.817424229271428,0.14891928132282956;22.40535650240808,0.14501153490636004",0.4481187942169081,116
7,1,"18.708286933869708,0.17366823312167068;18.708286933869708,0.17366823312167068;18.788294228055936,0.1729286915087115;18.303005217723125,0.17751375240784456;18.734993995195193,0.17342066602058387;18.520259177452136,0.17543140759574216;19.05255888325765,0.17053011915336289;18.708286933869708,0.17366823312167068;18.33030277982336,0.17724939819950422;18.303005217723125,0.17751375240784456;18.894443627691185,0.1719571743185225;18.49324200890693,0.1756876990510129;19.209372712298546,0.16913801326048705;18.81488772222678,0.17268426920773888;18.33030277982336,0.17724939819950422",0.27133767572301204,716
22,1,"23.2163735324878,0.1399458503711554;23.345235059857504,0.13917337427564208;23.323807579381203,0.13930123224865795;23.473389188611005,0.1384135503583258;23.15167380558045,0.1403369434029969;23.345235059857504,0.13917337427564208;23.280893453645632,0.1395580089315521;23.515952032609693,0.1381630278898739;23.366642891095847,0.13904586772182306;23.280893453645632,0.1395580089315521;23.40939982143925,0.13879190245461978;23.388031127053,0.13891871098034508;23.345235059857504,0.13917337427564208;23.53720459187964,0.13803827569478283;24.041630560342615,0.13514204572703858",0.0961015160128299,128
28,1,"19.924858845171276,0.16306439919024987;20.346989949375804,0.1596813653824045;20.322401432901575,0.15987456734705893;20.149441679609886,0.16124690640069858;20.199009876724155,0.1608512078744185;20.493901531919196,0.1585366813380081;20.149441679609886,0.16124690640069858;20.396078054371138,0.15929705347651776;20.396078054371138,0.15929705347651776;20.73644135332772,0.15668238735751033;20.322401432901575,0.15987456734705893;20.024984394500787,0.16224907208570072;20.46948949045872,0.1587257531778131;20.37154878746336,0.15948886215945662;20.42057785666214,0.15910593516717766",0.03507722043732816,907
19,1,"21.42428528562855,0.15165197313339776;21.79449471770337,0.14907595604403912;21.88606862823929,0.1484522045382881;21.748563170931547,0.14939079473907266;22.06807649071391,0.1472278355526618;21.354156504062622,0.1521500105106124;21.61018278497431,0.15034741579314467;21.748563170931547,0.14939079473907266;21.540659228538015,0.15083266960715505;21.470910553583888,0.1513226524990607;21.142374511865974,0.15367408872238533;21.18962010041709,0.1533314481874282;21.517434791350013,0.15099546800274252;21.656407827707714,0.15002650312031426;21.748563170931547,0.14939079473907266",0.32309142407649294,248
29,1,"19.82422760159901,0.16389214257590165;20.518284528683193,0.1583482835515053;19.544820285692065,0.16623509907209896;19.748417658131498,0.16452128939052416;19.8997487421324,0.16327015876634796;20.049937655763422,0.16204714410193907;20.09975124224178,0.1616455396577344;19.82422760159901,0.16389214257590165;19.77371993328519,0.16431076942023817;19.6468827043885,0.16537153427462856;19.72308292331602,0.1647326206136608;19.364916731037084,0.16777945300074565;20.12461179749811,0.16144585392411445;19.82422760159901,0.16389214257590165;19.77371993328519,0.16431076942023817",0.3371819060715153,130
43,1,"23.57965224510319,0.13778978174765577;23.62202362203543,0.1375426249894856;23.259406699226016,0.13968693090724904;23.62202362203543,0.1375426249894856;23.2379000772445,0.1398162108339547;23.68543856465402,0.13717437098196494;23.065125189341593,0.1408635379113299;23.130067012440755,0.14046803819421974;23.515952032609693,0.1381630278898739;23.2379000772445,0.1398162108339547;23.388031127053,0.13891871098034508;23.130067012440755,0.14046803819421974;23.40939982143925,0.13879190245461978;23.302360395462088,0.13942944325807904;23.706539182259394,0.13705227538947481",0.18200706697718388,741
48,1,"19.28730152198591,0.1684546245536091;19.82422760159901,0.16389214257590165;19.4164878389476,0.16733382285652812;19.28730152198591,0.1684546245536091;19.05255888325765,0.17053011915336289;19.467922333931785,0.1668917247977436;19.131126469708992,0.16982978716296218;19.313207915827967,0.16822866251419955;19.209372712298546,0.16913801326048705;19.974984355438178,0.16265520306421877;19.261360284258224,0.1686814995716443;19.261360284258224,0.1686814995716443;19.4164878389476,0.16733382285652812;19.261360284258224,0.1686814995716443;18.920887928424502,0.17171684272054824",0.38287882154982655,420
