simulation,permutation,lambda_pairs,threshold,predicted_changepoints
24,1,"23.473389188611005,0.1003187066899346;23.57965224510319,0.09986661467918709;23.664319132398465,0.0995093090088952;23.874672772626646,0.09863255791848395;23.2163735324878,0.10142927971656449",0.0005055203945735559,208;572;803
37,1,"24.919871588754223,0.09449567332817342;24.979991993593593,0.09426824658850452;25.15949125081825,0.09359569402876398;25.179356624028344,0.09352185126063842;24.939927826679853,0.09441968162040333",0.028294160847782048,97
8,1,"23.2163735324878,0.10142927971656449;23.40939982143925,0.10059292690085597;23.430749027719962,0.10050127045640145;23.49468024894146,0.1002277971047103;23.280893453645632,0.10114818186508218",0.03351769600383554,401
3,1,"23.727621035409346,0.09924383238912955;23.558437978779494,0.09995654411179883;22.978250586152114,0.10248038840911963;23.473389188611005,0.1003187066899346;23.515952032609693,0.10013713422129404",0.05891148747988381,524;630
45,1,"25.67099530598687,0.09173076528442078;25.219040425836983,0.0933746885396333;24.939927826679853,0.09441968162040333;25.199206336708304,0.0934481829929947;25.37715508089904,0.09279290911546594",0.015651578350869194,310
7,1,"21.817424229271428,0.1079329998025888;22.781571499789035,0.10336512760117343;23.2163735324878,0.10142927971656449;22.693611435820433,0.10376576913245349;22.338307903688676,0.10541622289314505",0.053172791802985134,237
38,1,"26.419689627245813,0.08913125317727033;26.5329983228432,0.08875061975199393;26.057628441590765,0.09036969923450149;26.514147167125703,0.08881372009395187;26.5329983228432,0.08875061975199393",0.014448944460028763,877
33,1,"22.956480566497994,0.10257757229858239;23.515952032609693,0.10013713422129404;23.811761799581316,0.09889314637240973;23.259406699226016,0.10124162131398257;23.53720459187964,0.10004671692590737",0.027831994500867714,819
41,1,"24.677925358506133,0.09542212365186833;24.879710609249457,0.09464820881620323;24.899799195977465,0.09457184881279557;24.758836806279895,0.09511028581252519;24.228082879171435,0.09719382490041575",0.017034546251777624,425
15,1,"23.790754506740637,0.09898046925597748;23.895606290697042,0.09854615180648169;23.366642891095847,0.10077699462460152;23.68543856465402,0.09942058022708801;24.041630560342615,0.09794760131267033",0.02773657231863056,294
20,1,"24.124676163629637,0.09761043128865192;24.351591323771842,0.09670086910222543;24.06241883103193,0.0978629813389364;24.698178070456937,0.0953438767148456;24.166091947189145,0.09744314679332534",0.08030160690769117,465
27,1,"24.43358344574123,0.09637636862641177;24.24871130596428,0.09711114192083894;24.454038521274967,0.09629575266196871;24.351591323771842,0.09670086910222543;24.269322199023193,0.09702866959859834",0.06927971780430403,364
12,1,"23.40939982143925,0.10059292690085597;23.323807579381203,0.10096207649700668;23.93741840717165,0.09837401865881433;23.345235059857504,0.10086940821084724;23.388031127053,0.10068483457366031",0.06124189160807297,625
19,1,"25.41653005427767,0.09264915549062634;25.317977802344327,0.0930097997326194;24.879710609249457,0.09464820881620323;25.13961017995307,0.09366971198736962;25.179356624028344,0.09352185126063842",0.025235418673270345,754
4,1,"24.289915602982237,0.0969464070406993;24.020824298928627,0.09803244117380179;24.372115213907882,0.09661943677695967;24.372115213907882,0.09661943677695967;24.372115213907882,0.09661943677695967",0.042215788639495294,681
30,1,"23.57965224510319,0.09986661467918709;22.869193252058544,0.10296909117329633;23.811761799581316,0.09889314637240973;23.473389188611005,0.1003187066899346;23.68543856465402,0.09942058022708801",0.06605473295805588,715
49,1,"22.11334438749598,0.10648864340766498;22.47220505424423,0.10478811666887154;21.77154105707724,0.10816046686164513;22.135943621178654,0.10637992603025812;21.863211109075447,0.10770696185856526",0.013795546541153255,78
42,1,"25.0,0.09419280180123797;24.372115213907882,0.09661943677695967;24.1039415863879,0.09769439726657715;24.779023386727733,0.09503280287843184;24.186773244895647,0.0973598264302539",0.0260824731071964,728
16,1,"25.612496949731394,0.09194027625079502;25.98076211353316,0.09063706579278302;26.210684844162312,0.08984198844981414;26.115129714401192,0.09017071983879076;25.96150997149434,0.09070427905066134",0.033384633934251715,655
43,1,"26.210684844162312,0.08984198844981414;26.70205984563738,0.08818870374210787;26.343879744638983,0.08938774652242172;26.1725046566048,0.08997304904239248;26.30589287593181,0.08951682636803623",0.0076164549044063475,241
17,1,"25.514701644346147,0.09229267415528485;25.0,0.09419280180123797;24.474476501040833,0.09621533865824689;25.219040425836983,0.0933746885396333;24.95996794869737,0.09434387295172166",0.026891598198365722,280
48,1,"25.03996805109783,0.09404245405687356;24.879710609249457,0.09464820881620323;24.779023386727733,0.09503280287843184;24.657656011875904,0.09550056355303171;24.55605831561735,0.09589568548684024",0.008809937247740256,793
31,1,"24.310491562286437,0.09686435335943801;24.55605831561735,0.09589568548684024;23.958297101421877,0.09828828965023542;24.228082879171435,0.09719382490041575;24.0,0.09811750187628955",0.025389892402134934,932
5,1,"26.851443164195103,0.08769808127747003;26.77685567799177,0.08794236609963153;26.77685567799177,0.08794236609963153;26.90724809414742,0.08751619774684967;26.962937525425527,0.08733544120741295",0.0156131615252177,62
18,1,"23.600847442411894,0.09977692753520456;23.173260452512935,0.10161798551638813;23.15167380558045,0.10171273424141569;23.643180835073778,0.09959827577589143;23.49468024894146,0.1002277971047103",0.019876770400856707,727
13,1,"25.709920264364882,0.09159188440949141;25.865034312755125,0.09104260278787604;26.19160170741759,0.08990744710217752;26.0,0.09057000173195959;25.942243542145693,0.09077164205961274",0.00017273968745549201,859
26,1,"22.60530911091463,0.10417110571135522;22.759613353482084,0.10346485278365575;22.80350850198276,0.1032656902259667;22.516660498395403,0.10458122976090348;22.693611435820433,0.10376576913245349",0.04859714350785106,286
21,1,"24.372115213907882,0.09661943677695967;24.186773244895647,0.0973598264302539;24.372115213907882,0.09661943677695967;23.790754506740637,0.09898046925597748;25.11971337416094,0.09374390583027925",0.06293882400269998,365
40,1,"22.627416997969522,0.10406932639471221;22.847319317591726,0.10306767337986174;23.08679276123039,0.10199857855463555;22.338307903688676,0.10541622289314505;22.47220505424423,0.10478811666887154",0.07352869080334144,706
14,1,"25.357444666211933,0.09286503731066717;25.25866188063018,0.09322821834979166;24.939927826679853,0.09441968162040333;25.25866188063018,0.09322821834979166;24.979991993593593,0.09426824658850452",0.008604819915483647,412
32,1,"26.43860813280457,0.08906747409706221;26.40075756488817,0.08919516946599876;26.038433132583073,0.09043631899971186;26.1725046566048,0.08997304904239248;26.248809496813376,0.08971149892785904",0.060611660094475134,239
39,1,"26.758176320519304,0.08800375693859128;26.70205984563738,0.08818870374210787;26.38181191654584,0.0892592234559174;26.739483914241877,0.08806527652453063;26.476404589747453,0.0889403256038327",0.0013171039552434221,285
6,1,"24.535688292770594,0.09597530001735446;24.819347291981714,0.09487840342166096;23.979157616563597,0.09820278437989656;24.879710609249457,0.09464820881620323;24.63736998950984,0.09557919721275407",0.024988524646523,387
36,1,"22.11334438749598,0.10648864340766498;22.627416997969522,0.10406932639471221;22.24859546128699,0.10584129003237011;22.693611435820433,0.10376576913245349;22.22611077089287,0.1059483626849733",0.022076280977721165,115
25,1,"24.979991993593593,0.09426824658850452;24.79919353527449,0.09495550900401024;24.758836806279895,0.09511028581252519;24.576411454889016,0.09581626875645842;25.37715508089904,0.09279290911546594",0.0023950553957200844,807
44,1,"25.278449319529077,0.09315524125966515;25.67099530598687,0.09173076528442078;25.534290669607408,0.09222187040558018;26.019223662515376,0.0905030863170381;25.573423705088842,0.09208075039879642",0.025283038722465543,317
2,1,"23.302360395462088,0.10105500065519235;23.45207879911715,0.10040986409782984;23.043437243605826,0.10219048573946464;23.0,0.10238348021873693;22.9128784747792,0.10277277242241567",0.04583637149154601,503
9,1,"23.727621035409346,0.09924383238912955;23.916521486202797,0.09845997238308345;24.24871130596428,0.09711114192083894;24.0,0.09811750187628955;23.706539182259394,0.09933208837134526",0.007996291357662545,913
28,1,"23.93741840717165,0.09837401865881433;24.331050121192877,0.09678250767236098;24.372115213907882,0.09661943677695967;23.790754506740637,0.09898046925597748;24.351591323771842,0.09670086910222543",0.014021724224287251,911
23,1,"23.0,0.10238348021873693;23.021728866442675,0.10228684642635255;22.67156809750927,0.10386665954921986;22.64950330581225,0.10396784482362853;22.64950330581225,0.10396784482362853",0.07488692700585747,463
46,1,"24.08318915758459,0.09777858030440038;24.06241883103193,0.0978629813389364;24.43358344574123,0.09637636862641177;24.596747752497688,0.09573704900851487;24.331050121192877,0.09678250767236098",0.0010610816796158924,172
34,1,"25.13961017995307,0.09366971198736962;25.11971337416094,0.09374390583027925;25.199206336708304,0.0934481829929947;24.979991993593593,0.09426824658850452;24.879710609249457,0.09464820881620323",0.08245018383278077,588
11,1,"24.73863375370596,0.09518795857827785;25.298221281347036,0.09308243527647585;25.079872407968907,0.09389282396359905;25.11971337416094,0.09374390583027925;25.41653005427767,0.09264915549062634",0.01406530914383521,673
10,1,"21.840329667841555,0.1078198031277095;22.0,0.10703727477413406;21.656407827707714,0.10873548668667651;21.307275752662516,0.11051718072108282;21.72556098240043,0.10838937815868394",0.005974039024211241,908
47,1,"22.627416997969522,0.10406932639471221;23.021728866442675,0.10228684642635255;22.781571499789035,0.10336512760117343;22.80350850198276,0.1032656902259667;23.043437243605826,0.10219048573946464",0.008774609705883072,855
1,1,"23.874672772626646,0.09863255791848395;24.310491562286437,0.09686435335943801;23.916521486202797,0.09845997238308345;24.474476501040833,0.09621533865824689;24.73863375370596,0.09518795857827785",0.029310970956737237,196
35,1,"24.289915602982237,0.0969464070406993;23.769728648009426,0.09906802386775045;24.166091947189145,0.09744314679332534;24.576411454889016,0.09581626875645842;23.558437978779494,0.09995654411179883",0.053424610424096644,680
