simulation,permutation,lambda_pairs,threshold,predicted_changepoints
24,1,"14.798648586948742,0.18090384283148148;14.352700094407323,0.18652465253801775;14.798648586948742,0.18090384283148148;14.66287829861518,0.1825789141511554;14.933184523068078,0.17927404526182564;14.730919862656235,0.18173558902308548;15.198684153570664,0.17614237989561454",0.07688965469380679,124
45,1,"16.492422502470642,0.1623249948690469;17.435595774162696,0.1535440734442161;17.05872210923198,0.15693628051088704;16.941074346097416,0.15802612888647236;16.76305461424021,0.15970432953296457;17.08800749063506,0.15666732353429036;17.146428199482248,0.15613353212376554",0.1046097659598953,279
11,1,"14.866068747318506,0.18008341301223926;14.866068747318506,0.18008341301223926;14.7648230602334,0.18131828516808388;15.264337522473747,0.1753847747503059;14.89966442575134,0.17967736195888867;14.696938456699069,0.18215578747772646;14.89966442575134,0.17967736195888867",0.16781279255581033,263
8,1,"17.832554500127006,0.1501261301667483;18.2208671582886,0.1469267282854803;17.86057109949175,0.149890638052883;18.027756377319946,0.14850058665423846;17.832554500127006,0.1501261301667483;18.138357147217054,0.14759508682970496;18.138357147217054,0.14759508682970496",0.029015666351715704,225
37,1,"16.941074346097416,0.15802612888647236;16.881943016134134,0.15857963716221266;17.146428199482248,0.15613353212376554;16.822603841260722,0.15913900269859002;16.492422502470642,0.1623249948690469;17.233687939614086,0.15534297751428647;16.881943016134134,0.15857963716221266",0.1812363056362895,247
3,1,"15.0,0.1784754932061134;15.198684153570664,0.17614237989561454;15.165750888103101,0.17652488279969042;15.165750888103101,0.17652488279969042;15.556349186104045,0.17209258843862232;15.198684153570664,0.17614237989561454;15.297058540778355,0.17500961972232087",0.16177044118760237,254
7,1,"15.588457268119896,0.17173812341050132;15.491933384829668,0.17280815322335802;15.716233645501712,0.17034185533745533;16.186414056238647,0.16539379190413503;15.7797338380595,0.16965637225354613;15.811388300841896,0.16931671951596772;15.968719422671311,0.16764853381360614",0.07481557492594025,77
33,1,"16.217274740226856,0.16507905557344288;16.09347693943108,0.16634891317564715;16.186414056238647,0.16539379190413503;16.0,0.1673207748807313;16.492422502470642,0.1623249948690469;16.34013463836819,0.1638378420582618;16.24807680927192,0.164766109215092",0.17459016178222664,277
38,1,"15.394804318340652,0.17389843629920582;14.628738838327793,0.1830050032117275;14.52583904633395,0.18430139488344108;15.362291495737216,0.17426647572951998;15.132745950421556,0.17690988845399358;14.45683229480096,0.18518112014444996;15.132745950421556,0.17690988845399358",0.10128974667227886,82
41,1,"15.033296378372908,0.17808019816219797;15.491933384829668,0.17280815322335802;15.459624833740307,0.17316929918305102;14.52583904633395,0.18430139488344108;14.798648586948742,0.18090384283148148;14.832396974191326,0.1804922294589314;14.832396974191326,0.1804922294589314",0.09908202767909324,53
15,1,"17.4928556845359,0.15304147283729946;17.635192088548397,0.1518062510830333;17.663521732655695,0.151562776586184;17.74823934929885,0.15083932244791717;17.60681686165901,0.15205090273424055;17.69180601295413,0.15132046983397146;17.74823934929885,0.15083932244791717",0.08424273255916306,147
20,1,"16.278820596099706,0.1644549359265697;16.941074346097416,0.15802612888647236;16.97056274847714,0.15775153940207046;16.217274740226856,0.16507905557344288;16.0,0.1673207748807313;16.941074346097416,0.15802612888647236;17.26267650163207,0.15508211590703191",0.07635970839849122,266
19,1,"14.7648230602334,0.18131828516808388;15.231546211727817,0.17576235274330795;14.866068747318506,0.18008341301223926;14.798648586948742,0.18090384283148148;14.933184523068078,0.17927404526182564;14.696938456699069,0.18215578747772646;14.832396974191326,0.1804922294589314",0.03379625741775862,81;188;425
