"DNK","EUR","NOR","POL","SWE","CHE","RUS","USA","AUS","CHN"
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1.54261887785218,1.50303866421305,0.75999356892166,0.705921248745521,0.916527121719017,1.34374647103399,0.524624400694199,1.17979389711407,0.741744760675754,1.21381566684353
1.2101582768579,1.23111928823908,0.984615491335358,1.6900399983676,0.746500871815228,0.705501840967265,0.888411830137111,1.30460924293645,0.96719616229155,1.29637737395935
0.256984266978122,0.255226072237889,0.185907266994445,0.752976781750157,0.393609114788979,0.157017197695922,0.337312432906346,0.644518552788256,0.825051975589139,0.81396777578776
0.169834681914195,0.159990446426745,0.864763972968439,0.287337924873412,0.0292714671193713,0.0588684072508978,0.222072625107384,0.582373137749547,0.519407784100022,0.616752743414718
0.0234813154386718,0.0132792964479965,0.441886961209176,0.365871965749033,0.120493823041489,0.0359876362245005,0.278818549778713,0.47437883120546,0.0716672373779024,0.50560392252285
1.23481626617312,1.23678518708646,1.31019349965975,2.13823226243637,2.13550529972481,1.33185886856708,0.221301194895382,0.316934979879689,1.24057917064618,0.260795355323756
0.163263487204378,0.165146504775433,0.678335516700195,0.376676528615425,0.562828324578489,0.00670943941163242,0.861635189006867,1.80983898900547,0.404142225754152,1.67755139432672
0.825204344001498,0.833748890602068,0.484139665870747,1.56071752222999,0.24403286857651,0.311585193378772,0.950548708299151,1.27067584674875,0.800751094658855,1.08690316208362
1.03846328534562,1.03487753911011,0.910027771906842,0.463479047429619,0.726582870187567,1.00687775683383,0.0199775826884417,0.455460647011432,0.620362209330246,0.580008394194541
0.684370394781182,0.691986521485386,0.294719827395955,0.989458804348212,0.527653240687225,0.374548868587802,0.883393596684121,1.27241840162601,0.55353933063963,1.39868153213778
1.14987246632056,1.16409719181493,0.561157075048836,0.3694446790458,1.33475298478849,0.585159699442675,0.915586794706493,0.836678922677563,0.0180435389724223,0.931628104456472
0.0899167642911308,0.0637773703376275,0.281849548914155,0.0744580736470797,0.470337734010395,0.457831373211623,0.185357736770698,0.419979368508919,1.28018811855699,0.405810848945273
0.159250709313911,0.103636854733159,0.522889058193767,0.635066581743753,0.696112844684421,0.317505060030879,0.513750255102343,0.539199888612969,0.652192964783239,0.586894913580433
0.112753229956158,0.114054808635032,0.0661669340655735,0.491813258308718,0.998375084676338,0.169131654805798,0.968366339043713,1.60281649174293,0.517715028844585,1.68666614254201
0.728128884994939,0.75448856472291,1.02653827951974,1.41532082045663,0.421380251684324,0.239110284946788,0.833530717004084,0.890604397433067,0.817392634426828,0.877419377470737
0.279814913454453,0.300738997817445,0.306309391223154,0.246986916758196,0.165784476061373,0.233813722961942,0.385995324234212,0.752868896757998,0.0460388301453645,0.653980196810941
0.0198724479740395,5.78687355552387e-05,0.123025492807815,0.207478152323406,0.318602476116972,0.273670329366151,0.55787217376418,0.678605411030083,0.969421837566663,0.665223236506501
1.4360987020601,1.40912640497411,0.693307282697388,0.173933471426436,1.24179800825526,1.36589467658785,0.00350014959767563,0.61510042257592,0.149645584807441,0.700091680365454
1.2875435479388,1.29963339542824,1.32251949603497,0.600079936458367,0.0407336389140801,0.863889592551185,0.195578876218978,0.858751191641656,0.214247743313436,0.56770780897242
