"original_index","V2","V3","V4","V5"
1,0.444984454797435,-0.0702392250201263,0.399237799554645,0.598872385493312
3,-0.650429195402629,0.0515658072337622,-0.101224507420287,0.473477163748758
6,-0.113148597685189,-1.33806501170187,-0.413564821227472,-0.799447493694885
7,-0.0829684572020274,0.782001606703454,0.0340358694617774,0.0866448816965644
9,0.455784021434217,0.0561147951868291,0.666471644295013,0.903596554644607
13,-0.676717697351435,-0.684225298532105,-0.00787931025536539,0.230877305442748
14,0.444722731209201,1.35451535965406,0.379837700765443,-0.0435055749898097
15,-1.06615836163989,-0.288225459995244,-0.26449714739972,-0.918502795568256
16,-0.826343673273216,-1.55538537308174,-0.305865569660021,0.00945853285905401
18,0.250881922090901,-0.684146778690401,0.473143491563588,0.462986470533645
19,0.786802598590082,-0.369359856092443,0.190282019902103,0.277178616930815
20,0.0153190245205039,0.363069035265435,0.442508099648079,0.0531849540334946
22,0.861297644096451,0.396125114634271,0.321952845777757,0.0383009502169974
23,0.142782115615782,-0.297255632210425,0.0864640049767696,0.0666922820287369
24,0.457353719276345,-0.465111887500662,0.0805419576853776,0.380735141695646
25,-0.861624803616961,0.635833573945879,-0.204078404867808,0.109797068653634
27,-1.02754115096558,-0.226177436947231,-0.519290717186304,-0.391695128969779
28,0.124458623160913,-0.669234336523167,-0.349846078217948,-0.132569775642254
30,-1.58148914366193,-1.53075082701146,-0.906014385225641,-0.689749590947177
31,1.0304760573176,0.447395785145229,0.971976865566441,0.869123821805029
32,-0.236286341138965,-0.102804389616611,0.323976385884048,0.638254723917471
33,0.0639535566971875,0.233525181435148,0.361547940522828,-0.140232673661278
34,-0.0776031438318872,-0.10231234520279,-0.0929213549283394,-0.509990880561707
35,-0.378578889441375,0.10488716486463,-0.244613880851905,-0.323999228924525
36,-0.167964523167932,0.0516183974023431,-0.0719249821094018,-0.31346720183059
37,-0.486852369821667,0.191043680486201,-0.707024478491904,-0.934028503041426
38,0.392811496162624,-0.342136817043965,0.423579021086496,0.306290065501909
42,0.1075149810218,-0.372653577467562,0.181303558686124,0.36036923256743
44,-0.118048195791939,0.70454765714883,0.348036565874557,0.941037999552502
46,-0.47356369694588,-1.19788621230193,-0.614310252960348,-1.11726479880522
47,-0.351603739827348,0.0804207645933877,0.233727554802289,0.364687889217901
48,0.00315176432250762,-0.982482193843405,-0.21475219746837,-0.452662922879018
52,-1.22530892008058,-1.27015756736871,-0.680897697488701,-0.486499576359255
53,-0.981174083167573,-0.580000115879507,-0.263716513919691,-0.600035766706055
55,0.177252817282141,0.872417290062188,0.527946340396371,0.317613362256341
56,-0.670472978310408,0.287287008690308,0.173179276196703,-0.207637550885326
58,-0.719880073358362,-1.35538708753439,-0.553556597603704,-0.503976482550242
59,-0.246708243408983,-0.105913050978621,0.0679866802930783,-0.405578773329855
