"original_index","V2","V3","V4","V5"
1,-0.334772552605896,0.552365350711537,0.761187318172759,0.491327402855656
2,-0.919518474711178,0.00691377008583647,0.0760168718999077,-0.134688788262645
4,0.601163096667482,0.281339603356327,0.0359714068678797,0.0893906397470499
6,1.55344147480867,0.502327867202378,0.759903980920104,0.503281472070226
7,-0.0277524356968743,-0.322503650162131,-0.457331262016719,-0.00269471992807452
8,-0.191626623923777,-0.944392568379576,-0.670599206752244,-1.04319553715419
9,-0.925351904004726,-0.704012986328185,-1.09229886716248,-0.491277770187641
11,0.47699368283391,0.418239536558096,0.484170847917538,0.750600402586309
13,-2.41356390911919,0.237200743914617,0.219643455683568,0.270224468943486
14,1.9514946315278,-0.101981449229894,-0.0942033421896494,0.216696155115599
18,-0.202206013803723,-0.585018132270967,-0.687976296611171,-0.520450970972944
19,-0.425585676906087,0.0911206606448023,0.00238687925180001,0.134379902959358
21,-0.670252114661454,-0.358252073873368,-0.341473495694409,-0.546084167176754
24,0.281316161875644,-0.629683714953352,-1.11462918289483,-0.709594475797477
25,-0.545519672599055,-0.689880724856784,-0.691936113552795,-1.12112715706933
26,-0.118102991671403,-0.518790469793608,-0.572256536031831,-0.903065209195333
27,-1.84186990455164,-0.513808256840584,-0.787009415846285,-0.697712869770204
31,-1.43966499321765,-0.843883210618855,-0.988369364658722,-0.604536208364092
33,-0.344262820772643,0.210517850158546,0.181792138303769,0.357321040585072
34,-1.29384288890711,-0.713041711628659,-0.66545746753934,-0.964696495723795
36,-0.132420325237607,-0.864559946574556,-0.812124721041537,-0.589127918601105
37,-1.20447333964672,-0.633779457694008,-1.00430359040306,-0.472028151649181
38,-1.18693925891254,0.262984439763256,0.160901150285642,0.289158262969638
41,-0.331804815685757,0.095651023558759,-0.00272701348825296,0.0313735634763566
43,-1.8171326074982,0.250791932376334,-0.245204657182337,0.453213259420879
45,-1.8304991470218,-0.025591049480514,0.161357443100032,0.36460262612873
48,-0.778534116571662,-0.152154480885234,-0.390832652124024,0.467837357521833
49,-1.24544258356464,-0.418590873536947,-0.114925940334877,-0.591258756034403
50,-1.25036557768214,-0.275968522095573,-0.0250426088466118,-0.313221956391162
51,-0.11743751716293,-0.342561395994645,-0.393951202009646,-0.679545634976071
