"original_index","V2","V3","V4","V5","V6","V7","V8","V9","V10"
2,1.33024557104755,0.214610600935242,-0.103539449290075,0.977497302313896,0.641439977096615,0.215227912679142,0.422464781736559,0.561759193634309,0.624139344798655
4,-0.312087934781821,0.103543519320796,-0.571570779989702,-0.933633806458661,-1.008839421274,-0.310948837009071,0.242103415860542,-0.0797791639924813,-0.973594814201817
6,-0.927456254131386,-0.301253353403934,-1.71076814620765,-0.217429614805048,-0.375666102750037,-0.93837081435293,-1.39659012689537,-0.29375864385591,-0.299692980584219
7,-1.57234419625821,-0.439878497965507,-0.0896126658681918,-0.524454508252665,-0.436824055804787,-0.579406311845676,-0.611970059975503,-1.10280477985683,-0.870863804751064
8,-0.259442858905131,-0.626359940046715,-0.547776071154923,-0.928731557057878,-0.980309068498445,-0.0728728934774695,-0.140050557880643,-0.946045283855471,-1.09957381276907
12,-0.603608202323562,-0.0157166325104488,-0.0267939911341619,-0.0642586121747409,0.221359065765865,-0.249754840767396,-0.648664825590997,-0.0900440187623697,0.0766409480965942
14,0.681238520442451,0.752923294881251,1.46460235473357,0.370284091295802,0.186013088875193,1.01940139109411,0.788826756143485,1.02012664756525,0.921750094069664
16,-0.883983624613427,-1.09280165044543,-0.494124276723501,-0.36988106475362,-0.501678594413924,-0.432380742481968,-1.25007795796414,-0.890469360194239,-0.638573365006862
17,0.304377260257997,-0.14508064031798,-0.529955727981588,-1.2588835497977,-1.59963366060261,-0.30736779128957,0.299623040419889,-0.501789803591563,-0.273498791506041
18,-0.359295926997519,-0.144898041501613,-0.623639499809272,-0.0809933538653701,1.10500872151403e-06,-0.207724364275477,0.181182310231852,0.620572456363303,0.293358406920456
19,-1.09344009771953,-0.608236895738767,-0.48020085563676,-1.76603052592025,-1.46755261865741,-0.584347944238659,-0.705109556874919,-0.435219339052693,-0.994817380182675
20,1.32197851971387,0.884533744574652,0.470620086502162,1.67163057613384,1.92240658736726,0.314509441070404,0.506631027730018,0.792191856788438,1.51549795095585
21,-0.594479583364064,-0.317443501934777,0.320028356238311,-0.190239615888094,-0.413428087987508,0.0489764742987979,-0.19794193000017,-0.720485412877257,-0.437872728570814
23,0.0157968500598444,-0.119000574929395,0.317579392076802,-0.749989457114338,-1.23832013213481,0.0765271398663451,-0.183953855438003,-0.00656608359393507,-0.503408031507756
25,0.301941043208748,0.122384619566331,-0.243372081248547,-0.537803602719293,-0.49038896187997,0.222202044098851,0.655237324041687,0.376995149146239,-0.136218735280586
26,-0.0526533031858926,-0.303039814241662,-0.423087147623946,0.754555258378001,1.05636414834586,-0.430390262852516,0.0356002342894082,-0.0984715165380704,-0.0781499674839735
27,0.0196813256702506,-0.632764333711028,0.468224511353623,-0.562049642082386,-1.56314870127889,0.623985056840449,0.723808604318055,0.37422572571559,-0.218195358559417
28,-0.289462779732512,-0.23993396159014,-0.863851660228594,-0.841368297928972,-1.11244244371793,-0.331051042128911,-0.367831949804955,-0.574779104123758,-0.837652310910649
31,-0.604964114493932,-0.607768106162803,-0.364542700518933,-0.576435416396301,-0.0230841776225453,0.138359762829474,-1.19710116427024,-0.786956375045608,-0.614869253766037
32,-0.0961319328141473,-0.614009458990763,-0.229525243714554,-0.560141058446099,0.0627903978034186,-0.33529399541776,-0.183853519488568,-0.693079479974565,-0.613733484813468
33,-0.777601039028645,0.0953306621624434,-0.068645345409759,-1.25827713716973,-1.49771464599491,0.165689968878242,0.263551126371629,0.0150728427646582,-0.676214607810307
34,-1.16357063804923,-0.171222578286978,0.608817833421641,-1.09365489292056,-1.37692434820928,-0.575969328352393,-0.44253705796955,-0.763808672423476,-0.536812778022991
35,0.727055587345934,0.665699778089289,0.782881568154206,1.26595666856062,1.00112423129323,0.136168721052505,0.861450451372152,0.249568960639884,0.469279158196325
37,-0.76411859679355,0.237507674152433,-0.292688355117826,-0.687592798264858,-1.5739764065961,-0.347033625531456,-0.307052382473425,-0.180815463932542,-0.900276569198917
38,-0.38716814139548,0.656657715585768,-0.748986186686293,-1.03086454475108,-1.30263724062415,-0.65965936237286,-0.749680582918819,-0.317648641114663,-0.800159911438717
39,-0.310383075330667,-0.253279284512862,-0.400381623314255,0.0728887894183802,0.387475415122572,-0.539314777811874,-0.64776251119542,-0.0654580511242608,-0.0796917559793091
40,0.200567263896934,0.287623075831193,-0.140930468920377,-0.17458953047269,-0.281893096847078,-0.282748217081802,-0.204632028152937,0.255411439682716,-0.144662678037461
41,-0.629322817523821,-0.22083034521522,-0.231025891328685,-0.210759070719332,-0.192144152402151,-0.64156213572568,-0.4941206290214,-0.616324527060473,-0.482086917235717
42,-0.64609441633994,0.136255039590219,-0.77564297501066,0.121382261115093,-0.712985558743545,-0.816468553787898,-1.10182811422549,-0.0252686480710032,-0.0351572133588474
43,-1.0568941958655,-0.314368798171239,0.0711966862115767,-0.880278555418281,-0.0415456896465176,-0.276497254440455,-0.680989640117472,-0.236459742583474,-0.0631121345873198
46,0.192675378574288,-0.102156680520939,0.442698135162581,-0.822615295729045,-1.33835308046438,0.347865688230718,0.19011024022332,-0.306404629726349,-0.687115555052032
47,-0.0216590873929125,-0.105570803232736,-0.238115714998539,0.713257787824192,0.699969852706432,0.334691333336233,-0.3521858837625,-0.657473799417102,-0.25389460859834
49,0.180746481766111,0.233275893866945,-0.837475746146628,-0.0592996445259255,0.352698074144738,0.758746304029237,-0.244596792819844,0.229672032990072,0.187650767660937
51,-0.00433308911424728,0.145204479811371,0.0255985314110532,0.158224003171896,0.212898015798553,0.825479633917982,-0.0578699209879563,-0.0535018012181423,0.100188939059134
52,-0.82300429622837,0.354336701250972,-0.89005276088048,-0.786728837144111,-0.789925487288304,-0.649835514835972,-0.532019578038389,-0.293585812590492,-0.710384660003309
53,-1.23554311233705,0.367388188435605,0.564962479320984,-0.158610702304573,-0.413506238635329,0.320139128339104,-0.504506315849114,0.207388354910653,0.194184013784252
54,0.78506937008821,0.237892882458577,0.0226493523850206,-0.429128814213,-0.984603374097069,-0.062919899523075,0.460125963911125,-0.0974326001781012,0.356510975265786
55,0.00877899332934416,-0.132936483861132,0.703059501282063,0.242368116043339,0.219596129993991,-0.614879393784468,0.0134968699443654,-0.326822672599608,0.325511819792386
56,-0.315963750219261,0.53243780327446,0.453301838279835,0.0995039237763327,0.209353692226504,-0.314594880211856,0.0932968178930181,0.170075897567227,-0.0696054723050585
57,-0.203855538752609,-0.398916811940966,0.555696524431522,-0.395868392753808,-0.133129791658916,0.0545325779181946,-0.226251519606845,0.129687117455916,-0.466665502279478
61,-0.268511511770074,0.275413447082848,0.0265313086854047,-0.356073576494331,-0.145707479855445,-0.503804766052291,-0.0914484948123575,-0.0826010773206867,-0.41248307338548
62,1.09073982847257,-0.144764354117146,-0.0490708131749378,0.865627762414253,0.459216519640045,0.327337884483842,0.249846219299283,0.458647807768703,0.539634250893407
63,-0.493432814779764,0.0819453555638109,-0.387698689511454,-0.553082210177699,-0.161886626854879,-0.187305215739915,-0.345469185412964,-0.256774329851588,-0.875677345697399
65,0.187917622180313,-0.0522481074140188,-0.359760412011387,-0.557392596085071,-0.679480236601338,-0.388379487870057,-0.217445685580271,-0.617569761272557,-0.254817035298518
66,0.0620788534866693,-0.408500287893264,-0.604494294835962,-0.936772316793702,-1.17237357996987,0.456206984972228,0.138254479562203,-0.472354465091493,-0.399605528780255
