simulation,permutation,lambda_pairs,threshold,predicted_changepoints
25,1,"32.93933818400121,0.07148959799607317;32.46536616149585,0.07253329696998095;32.48076353782343,0.07249891285002558;32.4037034920393,0.07267132430123192;33.03028912982749,0.0712927469624983",0.001389089920587137,1862
10,1,"36.41428291206625,0.06466748365517463;36.742346141747674,0.06409008384892813;36.45545226711637,0.06459445428839322;36.38681079732051,0.06471630773434962;36.742346141747674,0.06409008384892813",0.013326816842870726,978
32,1,"34.48187929913333,0.0682915227619318;34.26368339802363,0.0687264126765419;34.249087579087416,0.06875570158163305;33.88214869219483,0.06950031612290902;34.52535300326414,0.06820553130357036",0.022603368208291126,666
39,1,"35.73513677041127,0.0658964889419632;35.76310948449533,0.06584494690127136;35.9722114972099,0.06546219837536525;35.98610843089316,0.06543691851407295;35.397740040855716,0.06652458722825355",0.005560223737411566,1164
40,1,"34.17601498127012,0.06890270987771653;34.36568055487916,0.06852243304975425;34.52535300326414,0.06820553130357036;34.46737587922817,0.06832025893941308;34.39476704383968,0.0684644859501298",0.033916227175540964,253
14,1,"33.793490497431605,0.06968265220220214;33.46640106136302,0.0703637071913774;33.555923471125034,0.07017598687329463;33.98529093593286,0.06928938903215873;33.71943060017473,0.06983570016211207",0.028347669955984214,769
9,1,"33.74907406137241,0.06977436005351521;33.54101966249684,0.07020716927291092;34.20526275297414,0.06884379348397779;33.61547262794322,0.07005167147563708;33.421549934136806,0.07045813403841375",0.02851370135495645,1167
2,1,"36.75595189897821,0.06406635995996098;36.41428291206625,0.06466748365517463;36.26292872893749,0.06493739274709558;36.55133376499413,0.0644250100467251;36.42801120017397,0.06464311301792132",0.0001369976036626807,1577
5,1,"34.17601498127012,0.06890270987771653;34.39476704383968,0.0684644859501298;34.46737587922817,0.06832025893941308;34.07345007480164,0.06911011476270819;34.62657938636157,0.06800614114250184",0.05747791357964814,1079
26,1,"32.78719262151,0.0718213380515559;32.83291031876401,0.07172133149844989;33.31666249791537,0.07067995016542522;33.12099032335839,0.0710975131492438;32.60368077380221,0.07222558892562524",0.043429170604896955,997
35,1,"34.17601498127012,0.06890270987771653;34.044089061098404,0.06916971815003745;33.34666400106613,0.0706163604537972;33.645207682521445,0.06998976101592826;34.161381705077446,0.06893222485438726",0.013135182152644372,607
