"original_index","V2","V3","V4","V5","V6","V7","V8","V9","V10"
8,-3.16905709452272,-3.20986337182712,-2.77608726808229,-3.281894500036,-2.2625416115532,-3.20646265062036,-2.86246786798218,-1.85512908316064,-2.2468550153855
11,0.907557051905401,0.824175442966348,-0.345205916589968,0.0357180826020782,-0.290966147652971,-0.216101268688798,0.241959823113685,-0.131336002061088,0.203598955241239
16,-2.03519436659054,-2.03265767380067,-1.98776050264258,-0.577266765904738,-1.17159840766692,-2.17418495299391,0.41241440640137,0.764913978929623,0.81997375611265
19,-3.41718609435793,-3.51498383763405,-2.74261087616768,-1.42403468910274,-3.65365076223019,-2.00385318435568,-2.38482319123102,-2.47014623420488,-2.54789864600181
21,0.794357082491458,0.656397638351202,1.43561942768239,-1.7609878105613,-0.79354889760916,0.66676042538675,-2.05199614633109,-2.05302618934062,-1.99727983471902
22,-0.184093036442336,-0.149886281040801,-1.07855430962351,-1.34779679069119,-1.08791699955136,-0.828273046017625,0.659671251363556,1.40780056634086,1.34054833933169
26,-1.65001318048464,-1.53634602842876,-0.695347401469548,-1.3752200508208,-1.15984137490431,-0.941520430250036,1.72364804336891,1.74864934557433,1.76138837135175
40,1.28215410186729,1.304377238652,-1.09555885118122,-1.73100780682198,-1.1472088607355,0.075985906977921,-1.3119518398857,-1.59840162629121,-1.6057726670358
41,-2.18467449818193,-2.20737694880024,-1.60637199281227,-1.13780029589671,-2.06109830813404,-1.95570170507252,-2.13071889206273,-1.62261600481466,-1.63263612873142
47,-2.3664984187377,-2.37397508908072,-4.27053625864052,-1.35583515363518,-2.24495598015741,-4.00003388275086,-3.77872015811373,-2.85991255041146,-2.87356463957978
48,-2.02400129042153,-1.97877429645376,-1.30549531911054,-2.60388371543699,-1.62781637618551,-2.53183897044282,-1.72650384515549,-2.58338872440734,-2.4264428301969
49,-2.56217350557503,-2.5739180274443,-1.93491036166632,-1.14267227846214,-2.7191000372888,-2.77624195097612,-2.57116699407241,-2.55764624727656,-2.57700392051546
51,-1.87430530711971,-1.87776086824686,-1.94052510642443,-1.94411835499055,-1.42621369272343,-2.13429990223188,-0.652220752850728,-1.40060253678777,-1.4447051232763
52,-1.73139265246087,-1.79340827421824,-2.82090729951059,-0.785302072643932,-2.79250054567053,-2.50370573222082,-2.51217181786098,-1.98406947877267,-2.20271005461289
57,-1.5120966859429,-1.53733461853276,-3.00690154837912,-2.92945310793864,-1.03117100787258,-1.13653152353041,-1.97347697888797,-2.61124131425626,-2.49989044825141
60,-1.1359382462808,-1.16147154828596,1.19728381617514,-2.49353819439813,-1.09749309437109,-2.49048390908611,-2.38004315203305,-2.46770131773936,-2.45366298377015
64,-1.91525519693009,-1.80617932975636,-1.74834697629274,1.34992671694902,-1.71362126491891,-0.836030135540861,-1.35756310307941,-0.941673897199731,-0.854739755197589
65,-2.42093055836154,-2.41839712984256,-0.85629882124618,1.62860782854182,-1.74201948703566,-2.32077311396542,-2.19616916826728,-1.68087505164731,-1.73255130157252
68,-1.30252447805443,-1.33123458393686,-2.46870467521172,-2.07406999787792,-1.22587406827904,-0.217412876605224,-1.24044248410733,-1.51512723296286,-1.37461932953939
74,-2.10169215061466,-2.10657020906809,-1.40487074669283,-1.95515301613649,-1.45161382724053,-2.64688376586472,-2.29606387600378,-1.25133337568577,-1.30562645805244
84,-1.42170639934315,-1.46723112339031,-0.304401977662884,-0.4314803472494,-2.1627882662895,-0.676734150918615,-0.899404777182629,-0.64551913157069,-0.394553074657181
87,-0.0425596144187955,-0.160342650075183,-2.58590986007687,-3.38365307201125,-0.924948794617272,-0.276753001919594,-2.1375053426346,-2.86839285117739,-2.57493280144572
89,-3.2665748814553,-3.24211513840082,-2.90802669313488,-3.04415886745946,-2.39650638368622,-2.76924343835541,-1.68300047961112,-1.14582602614837,-0.86137497427804
95,-1.8261682489136,-1.82285393912222,-1.55934553088453,-2.01093778734619,-0.146292093214737,-1.63379635626614,-1.98052899070991,-1.60531985582518,-1.78641798380772
98,-0.798507696217771,-0.711496319228141,-2.42298348601641,-1.80955749187238,-0.562017902950667,-1.62943857914077,-2.27042358003824,-2.41368667291727,-2.3035946841954
106,-1.6797342818245,-1.6695508944338,-1.88178562088577,-3.01457536135547,-2.7306196706445,0.496436886313893,-2.94472497945439,-2.36780273130542,-2.52355236488566
109,-1.62421492401261,-1.62229982607651,1.03286091110533,-2.31704317616928,0.420135297855958,-2.5054598889738,-0.456974128955402,0.105720163207109,0.180381691976129
111,-1.80062320391287,-1.78819185930778,-1.2869697238969,-2.01433305757443,-1.79531439654098,-1.9765708014501,-1.97063254171984,-2.06789003646851,-2.03101188944124
118,-2.22247388982406,-2.18774293419649,-2.33837527105054,-1.90394594995628,-2.05342099297794,-2.13764583153621,-1.73443988204583,-1.46717970629852,-1.20012981304677
121,-0.570745199047266,-0.497838428239179,-1.99096281299626,-0.04944827541398,-0.283063126595485,-1.59270889776129,-1.2035118686183,-1.45097688110572,-1.52083331050471
