"original_index","V2","V3","V4","V5","V6","V7","V8","V9","V10"
4,-2.28330959946572,-2.27990560422463,-1.63811371241077,-2.04514806368128,-1.81027388349369,-2.43467605475657,-1.31730148963294,0.219362828474305,-2.01813013104764
6,-2.34098213133462,-2.33773968192052,-2.39092077109914,-1.91304751158198,-1.2058059854076,-2.27341765146977,-1.16181199350166,-0.188925594003868,-1.89390380935918
9,-3.30995299936408,-3.31949785890609,-3.57563157362294,-1.01800825625348,-3.57138046902046,-3.15549488263582,1.33702331211311,0.534676839588167,-3.3358055223488
11,0.703958096664162,0.620576487725109,-0.548804871831207,-0.167880872639161,-0.49456510289421,-0.419700223930037,0.0383608678724464,-0.334934957302327,-0.203598955241239
13,-0.0273413456043208,0.136887612403478,-0.0877218565932284,-0.852462690340183,-0.256277217623035,0.407599580636797,0.813064688744962,-0.0252645016594816,-0.541480974060349
16,-2.85516812270319,-2.85263142991332,-2.80773425875523,-1.39724052201739,-1.99157216377957,-2.99415870910656,-0.407559349711279,-0.0550597771830268,-0.81997375611265
17,-2.59136656088913,-2.56802155649851,-2.66081882139677,0.368169323364468,-2.34679334765837,-2.44408465526774,-1.25504607450994,0.0161293819298839,-1.31587189682334
22,-1.52464137577402,-1.49043462037249,-2.4191026489552,-2.68834513002288,-2.42846533888305,-2.16882138534931,-0.680877087968131,0.0672522270091687,-1.34054833933169
26,-3.41140155183639,-3.29773439978052,-2.4567357728213,-3.13660842217255,-2.92122974625607,-2.70290880160179,-0.0377403279828465,-0.0127390257774259,-1.76138837135175
27,-2.190222124807,-2.19776120198017,-2.84311021544923,-2.65412610789601,-2.85597033117883,-2.6548056865834,-0.49328131411508,-0.152078140225284,-2.82063096473352
32,-3.08713873987784,-3.17387845893746,-2.72035513629259,-3.90197266957464,-1.77978327818134,-2.11453286149111,-3.17328055159529,-0.170345365747238,-2.33767641280532
35,-1.81032375419657,-1.78978513492434,-2.10572042614368,-2.50298679047206,-1.92455094320987,-2.26766282060098,-1.031308606772,-0.00589972212718905,-2.5498149250433
38,-0.186059878904562,-0.157675759587127,-2.11422285606353,0.910688476325485,-0.404715763749383,-1.21046851537295,0.0342890734786317,-0.0111733005981255,-0.431344556095985
39,-0.146954412956664,-0.182964850479696,-1.50278956659185,-2.58086012327807,-1.20242720896416,-0.647729700869152,-0.318102669152493,-0.409318677424155,-1.73073257861019
42,-2.18526181785233,-2.16436042993777,-2.24688145362578,0.0800427076735364,-1.95967074578324,-2.23621658183474,-1.20831120592453,0.297766191518407,-2.32768548604107
45,-2.29701404794459,-2.36408079500493,-2.73153763126289,-1.74273779678117,-2.48104116372242,-2.70185823085429,-0.657807814114636,-0.096992265987309,-1.53147637096439
53,-1.94092260754427,-1.91853091722937,-2.54640884954579,-2.57560800423806,-1.91119950609207,-2.80109639986254,-0.982693186449788,0.228131092825249,-2.64895840059797
56,-2.27621298865485,-2.24526550581182,-1.88124115626252,-1.71342762595815,-1.23896964636303,-2.18548675438598,-1.60669442648835,0.0230957147946483,-1.42547116744346
58,-4.97455350899881,-4.99257851034902,-5.29462635260283,-4.1695171303996,-5.11357182163565,-3.6769666725977,-2.20305549764702,-0.351397886837897,-5.07022739129851
61,-2.00234680176685,-1.98816732405917,-1.96032071318179,-2.19514279219776,-2.1909661751478,-1.98926521986936,0.558279782392679,-0.0237791917661149,-1.82721952060693
62,0.793230639116927,1.08091271156871,-1.01160091167848,-2.69325880610491,1.15367206585114,-1.18777082974966,-0.500053526784081,-0.0855221734381632,-1.52631506918416
63,0.844506511749933,0.820408960170872,-0.997976984172505,-0.556315949932868,1.1770839041096,-0.364817801334008,0.27587227906257,-0.0268889002163319,-0.472359342938195
67,-1.94281895648564,-1.81615092235221,-1.6289984382886,-2.34518328691556,-1.3893760276573,-2.3434070875143,0.674798041891749,0.424157241120317,-1.18433682980908
70,-0.54995709502907,-0.545932944729344,-1.33573348864008,-0.795603250376983,-0.553965116426608,-2.14347239337183,-0.0364505045098209,-0.00923794098493647,-0.120100533796746
71,-3.46126162240481,-3.4302937561498,-3.58747933967221,-3.89414994389344,-4.47506150064108,-4.4879941089522,-1.66500776358892,-0.0822380982369827,-3.11794990627825
77,-1.03843272449399,-0.991192040047273,-2.03910909967386,-2.01661096288742,-2.05483573087764,-1.53216913164329,-0.395443549647146,-0.181252609605049,-0.732943007724889
78,-5.86489300541853,-5.91049548457433,-3.85955943589242,-5.92247167562104,-5.52234941192338,-5.59965576544732,-1.88031286656951,0,-5.06890420222024
86,-2.0755276423587,-2.10831746518169,-0.819819163633575,-2.03959563313264,-1.39407650156195,-1.65011703960645,-0.755870439033302,0.128442323117052,-1.61611201952179
88,-1.6428036062779,-1.71122060674404,-1.15643185955694,-3.10474681939043,-2.35984270826258,-2.46080909820894,-0.826678573184469,-0.25823487112548,-2.31412538973291
89,-2.40519990717726,-2.38074016412278,-2.04665171885684,-2.18278389318142,-1.53513140940818,-1.90786846407737,-0.821625505333076,-0.284451051870334,0.86137497427804
93,-1.6076742435466,-1.60058829715712,-1.62126200464775,-1.90970565032896,-2.11061360075234,-2.05350228230412,-0.389180514343664,0.315978822664285,-1.62560606013241
105,-1.45681189132006,-1.44774714033355,-1.28249756743825,-0.796745581224371,-2.12124896599758,-1.07124591697409,-0.577562431126259,-0.0346055291774756,-0.997416276686523
108,-0.557933701752438,-0.53752483012123,-0.26236426446749,-1.45724609709217,-0.182321556793955,-1.85905154878281,-0.753079521282618,-0.727832738547835,-1.90210752639692
109,-1.80459661598874,-1.80268151805264,0.8524792191292,-2.4974248681454,0.239753605879829,-2.68584158094993,-0.63735582093153,-0.0746615287690198,-0.180381691976129
117,-2.22648318682799,-2.2190238056788,-1.77975008701682,-2.08698874731522,-1.82428266093361,-2.05150676434828,-0.877532721574751,-0.0404913613547364,-2.27351652869296
120,-1.6351215071688,-1.62982488461663,-1.2911196734911,-1.58140639857821,-2.22132212891528,-2.30068627240454,-0.391822331704378,0.078914166757011,-0.778802625138439
123,-2.5115575608902,-2.52208565302975,-2.1610033139019,-2.03550617467948,-1.45502369327207,-1.8714980868886,-0.945120153481049,0.158111081043355,-2.51667593418845
124,-1.97969938534929,-2.00922656253746,-2.27047114234692,-2.50514080315197,-1.69440317239603,-2.14228345930492,-1.67956221907852,0.400759217070752,-1.45575881950547
126,-2.29400568129812,-2.38131267263987,-0.754067354321786,-2.8978811799183,-2.78165553439137,-2.87035135144394,-0.772803265379255,0.0306146358196065,-2.15094382477221
130,-2.45053900628379,-2.45943482979047,-2.58722199307066,-0.239229689065834,-2.60001678041166,-2.11701502224426,-1.01405490064005,-0.19203399772956,-2.02029386917714
132,-2.64189153085113,-2.7436133590361,-3.20929363816219,-3.1420948999605,-3.1560136021513,-2.58711651198141,0.238156343703397,-0.508173102316858,-2.48380228744495
133,-0.827577449649485,-0.979029072507579,-2.97941278172539,-2.51676775185698,-2.36397116837746,-2.88435851067271,0.616985819594383,0.0824436692110756,-0.537796740540783
135,-1.79175946922806,-1.79604580240874,-1.96089307140052,-2.01730563024445,-1.35354749270081,-1.52111358392884,0.43157625211185,0.270645885299213,-2.07362569329983
139,-0.0665206823415622,-0.00527705710084445,-1.64478462747087,-0.982811414215718,-2.72553316388256,-0.0363676441708751,-0.76952015934452,-0.25542121023356,-0.222084789965968
141,-1.2566871069515,-1.19753007610374,2.05229055261388,-2.78455808713825,-1.4528377518965,-2.52389209650095,-0.768237631915016,-0.228633043598983,-2.05506424634423
149,-2.948664762696,-2.93715297243551,-2.8298269540947,-2.44683470183859,-2.69997168053701,-2.5261883087613,-1.93434932665424,-0.188052231502939,-2.95766032560458
154,1.15745278869104,0.95603106052367,-1.19195280070939,0.649938426228707,0.0953101798043243,0.983430034711782,0.443854997659806,0.0370412716803491,-0.958503965963891
155,-1.58576816834819,-1.62337542027788,-2.33424241286474,-2.87926416247892,-2.5928952878521,-0.568763460872208,-0.991734486493987,0.158056934794325,-2.16217966877504
157,0.586663700157496,0.591727002114041,1.42058343459852,0.201607463680539,-0.575539691292145,-0.12152135776699,0.53259647888722,-0.211843996060277,-1.43962210147205
158,-2.09030465393721,-2.04612569056058,-0.894700099281787,-2.97810204217772,-1.65869029061685,-2.91698322712167,-0.745168365310825,-0.101469460164861,-2.78225063315152
160,-0.802041268799082,-0.813875726446085,-1.39070937932901,-2.65846325941287,-2.30611866557536,-1.94717357310209,-0.605330974553029,-0.378557655188239,-2.94023827287265
162,-1.09276187498993,-1.15294263321316,-1.4626765310387,-1.3768751392034,-0.744315467134344,-1.7509374747078,-0.159138221338297,0.602392817291482,-1.41463883412903
167,-1.1543916297158,-1.13365014540898,-2.76000994003292,-2.57243468915027,-2.01397235504931,-1.9610769415988,-0.566898176954764,0,0.795927049624278
169,-1.23583236124049,-1.22481832051862,-0.879709547618531,-2.03059594360147,-0.230654079218473,-1.21038237428568,-1.95096545208052,-0.833583724223156,-1.87944812358865
170,-0.312246979276062,-0.312246979276062,-2.41441677203345,-1.41595482037077,-0.81615216019748,-1.7580384392606,0.0817894330084793,-0.0309303006913583,-2.64427927359641
172,-2.19355484844726,-2.12333573523706,-2.45955753359,-2.61281327868776,-1.83827948486295,-2.42580711595971,-0.991758323543916,-0.130321116994274,-1.73265993539976
174,-1.77795149626172,-1.7854102415494,-0.787689900618236,-1.97998247176262,-1.17897951362504,-1.67516243885005,-1.05916651502887,0.424635024215884,-1.41129566332531
183,-1.63831625317279,-1.69134072148101,-1.80021617924628,-0.485017739810117,-2.33824730187073,-2.25296656034445,-2.76339049701928,-0.72449771044402,-2.08973866236608
185,-2.50351183761903,-2.5386031574303,-3.52925607989674,-3.24884477134955,-1.49306233654559,-1.2902797078803,-1.5087612460887,-0.533110668555425,2.06545529970511
189,-1.8267216317902,-1.79922219042965,-3.70060815600376,-3.72420321494435,-2.62937983473319,-1.1389847439585,-1.08731273341418,-0.401712758489615,-3.50194051201178
198,0.405465108108164,0.492476485097794,0.0111733005981266,-0.709676482511156,-1.5053112032252,-1.10415246904372,0.849151429036526,0.265703165733008,-1.28555279131836
201,-2.42071349214894,-2.33921177097028,-2.22672189460383,-2.68321940970825,-1.95914563638356,-1.55294980116945,-2.32967593961491,-0.335731770093489,-2.65265798035819
208,-2.42268310210887,-2.39033750414348,-1.63667106289246,-1.88957626502245,-2.42077704298857,-2.40234714436919,-2.03394349854064,-1.26841546197304,-2.05969259392448
209,-2.32131274034258,-2.32023660356937,-2.23779083139511,-2.29377931237275,-1.03838713043447,-1.905169690676,-1.5554011321008,-0.513561603584865,1.42256053910428
210,-2.9104143770707,-2.87183950976724,-1.24790859003057,-0.272740492453583,-2.9259824570608,-1.99665850079973,-1.4051826456401,0.0885533973414454,-2.3457095196278
211,-1.88896179718442,-1.85922339469473,-2.92450476426562,-2.24601474150565,-2.84853651873541,-0.618558323568873,-0.362905493689368,0.553385238184788,-1.85238409104449
217,-2.19829495474642,-2.18374728439274,-1.78085687788984,-1.92257633748929,-1.73176216064968,-1.87050383673961,-0.990123278838503,0.498849432719275,-1.53492207212737
219,-0.0876751672562879,-0.144427983848737,-2.47019066515549,-2.11563131004313,-2.06892830342003,1.65425192822389,-0.147870328039709,-0.84273424721871,-0.722589935376646
220,-2.90872089656437,-2.96183072187832,-5.3844950627891,-4.59343492976968,-4.60350212888741,-2.66258782702547,-1.84582669049835,-0.287682072451816,-1.54044504094717
222,-0.515395319456056,-0.442922670643065,-1.57947699373116,-1.76074923248549,-1.71327054391387,-0.634191013426825,-0.475079782277596,-0.0520563619560526,-2.21209786961306
229,-2.05204256749172,-2.05204256749172,-1.02381107558541,-1.14267227846214,-1.71695825614536,-2.67134883425178,-1.50707589977253,0.0845573880280617,-2.85988159113838
