"original_index","V2","V3","V4","V5","V6","V7","V8","V9","V10"
11,1.25276296849537,1.16938135955632,0.380923999192046,0.0542397689369969,0.12910464790117,0.587165739703653,0.21386991452888,0.345205916589968,0.548804871831207
14,-0.331645195872897,-0.368588711064581,-1.83691662264178,-2.05143116547586,-1.13778498376659,-2.2829172880696,-2.57669229635476,-2.35653403405838,-2.64572313219319
15,-2.34398424051709,-2.37833628967046,-2.02061405833778,-0.860465570761852,-1.63722689136293,-2.47483317275013,-2.40567499151366,-1.44225885901296,-2.4585015178357
21,-0.641262345190934,-0.77922178933119,-3.19660723824369,-2.22916832529155,-0.768859002295642,-3.48761557401348,-3.48864561702301,-1.43561942768239,-3.43289926240141
30,-1.87724412836389,-1.86313952218234,-1.19037969098344,-0.599665990748793,-1.48170855049319,-1.30839466448152,-2.03528877746674,-1.87056923971326,-2.07485437767293
31,-0.320374434137324,-0.436206249662446,-0.466977908329199,-1.98899113523297,-0.493147626062584,-2.02830724244327,-2.32143945968459,-1.64854242083448,-2.37652041321364
34,-1.40331604868932,-1.45371231639614,-1.86351437875838,-1.97043825229445,-0.638006421881145,-1.41693595540459,-1.63862162871405,-1.95354493953857,-1.58818358815874
37,-1.71900011494562,-1.71427197374967,-3.56953269648137,-2.10220675245284,-2.50659947439926,-4.02629109897708,-3.91307508337895,-2.90488580078041,-4.10914674802723
44,-1.86064549740063,-1.81941828491432,-2.37981319248401,-0.534579709774098,-2.85309360120222,-0.449359301665391,-1.16375159083907,-2.81003965650045,-1.21924027645672
60,-2.33322206245594,-2.3587553644611,-3.69082201057327,-2.29477691054623,-3.68776772526125,-3.57732696820819,-3.6649851339145,-1.19728381617514,-3.65094679994529
62,1.80483155079541,2.09251362324719,-1.68165789442643,2.16527297752962,-0.176169918071176,0.5115473848944,0.926078738240318,-0.514714157505683,1.01160091167848
72,-1.19229777274543,-1.1909418403343,-2.37739434980244,-1.87248875434016,-2.10587479874799,-1.6428036062779,-1.38069837561577,-1.99141503923505,-1.30615864316865
73,-0.327111793861649,-0.357978441842176,-2.0854020036503,0.468266009347194,-0.33336181420682,-1.48061591009728,-2.00908905067684,-1.97226778889783,-1.7548549122926
78,-2.00533356952611,-2.05093604868191,-2.06291223972863,-1.66278997603096,-1.7400963295549,1.97924656932291,3.85955943589242,-1.20934476632783,3.85955943589242
83,0.799066199443683,0.766096180206113,-1.77741928253578,0.91127819005061,1.31362317082253,-0.857297943721787,-1.65511243597653,-1.23245770233462,-1.63816698087496
88,-0.486371746720965,-0.554788747187106,-1.94831495983349,-1.20341084870564,-1.304377238652,0.329753286372468,0.898196988431457,-1.15769353017598,1.15643185955694
90,-0.589399011214791,-0.598562878321583,-1.70550224008714,-1.106876798518,-0.872178406218459,-1.11507356572218,-1.53046655320677,-1.68455308317994,-1.38525647830747
