simulation,permutation,lambda_pairs,threshold,predicted_changepoints
37,1,"10.44030650891055,0.3112011255383562;11.180339887498949,0.290602537063406;10.908712114635714,0.2978385626456591;10.954451150103322,0.29659497240149224;11.045361017187261,0.2941538200048592;11.180339887498949,0.290602537063406;10.908712114635714,0.2978385626456591;10.862780491200215,0.2990979279357055;10.908712114635714,0.2978385626456591;11.090536506409418,0.2929556324584221;10.954451150103322,0.29659497240149224;10.63014581273465,0.3056435155053214;10.908712114635714,0.2978385626456591;11.180339887498949,0.290602537063406;10.583005244258363,0.3070049632925488",0.5041661313778714,141
5,1,"10.488088481701515,0.30978334538338;10.816653826391969,0.30037340463008483;10.63014581273465,0.3056435155053214;11.0,0.2953668305943991;10.816653826391969,0.30037340463008483;10.770329614269007,0.3016653392143101;10.862780491200215,0.2990979279357055;10.344080432788601,0.31409608206831213;10.862780491200215,0.2990979279357055;11.445523142259598,0.2838695179027841;10.583005244258363,0.3070049632925488;11.0,0.2953668305943991;10.816653826391969,0.30037340463008483;10.723805294763608,0.3029740886963773;10.344080432788601,0.31409608206831213",0.6778541118427139,83
41,1,"10.954451150103322,0.29659497240149224;11.135528725660043,0.29177196849679066;11.090536506409418,0.2929556324584221;11.357816691600547,0.28606159306490225;11.224972160321824,0.28944705520278446;10.954451150103322,0.29659497240149224;11.357816691600547,0.28606159306490225;10.723805294763608,0.3029740886963773;10.908712114635714,0.2978385626456591;11.269427669584644,0.28830524777290123;11.180339887498949,0.290602537063406;11.313708498984761,0.28717684716995695;11.269427669584644,0.28830524777290123;11.090536506409418,0.2929556324584221;11.090536506409418,0.2929556324584221",0.3777500672408853,161
24,1,"8.48528137423857,0.38290246289327595;8.831760866327848,0.36788078682312697;9.16515138991168,0.35449879639900844;8.774964387392123,0.37026191709753337;9.219544457292887,0.3524073398190865;9.327379053088816,0.3483331296011234;9.219544457292887,0.3524073398190865;8.831760866327848,0.36788078682312697;8.660254037844387,0.3751662621373984;9.055385138137417,0.35879590839873177;9.16515138991168,0.35449879639900844;8.717797887081348,0.3726898901100978;8.888194417315589,0.36554501218028745;8.774964387392123,0.37026191709753337;9.16515138991168,0.35449879639900844",1.9575502105536104,197
1,1,"11.313708498984761,0.28717684716995695;11.445523142259598,0.2838695179027841;11.357816691600547,0.28606159306490225;11.489125293076057,0.2827922103431518;11.0,0.2953668305943991;10.63014581273465,0.3056435155053214;11.357816691600547,0.28606159306490225;11.40175425099138,0.28495923215113034;11.0,0.2953668305943991;11.445523142259598,0.2838695179027841;11.090536506409418,0.2929556324584221;11.224972160321824,0.28944705520278446;11.575836902790225,0.2806738868059938;11.789826122551595,0.27557956349531154;11.532562594670797,0.2817270758226598",0.43301853979998095,107
31,1,"10.583005244258363,0.3070049632925488;10.246950765959598,0.3170733626760162;10.63014581273465,0.3056435155053214;10.295630140987,0.31557418944217414;10.392304845413264,0.3126385517811653;10.488088481701515,0.30978334538338;10.488088481701515,0.30978334538338;10.723805294763608,0.3029740886963773;10.44030650891055,0.3112011255383562;10.0,0.324903513653839;11.045361017187261,0.2941538200048592;10.535653752852738,0.3083847678326225;10.488088481701515,0.30978334538338;10.908712114635714,0.2978385626456591;9.797958971132712,0.33160326003720536",1.427556058027362,179
45,1,"12.083045973594572,0.268892061127517;12.083045973594572,0.268892061127517;12.328828005937952,0.26353154857651934;12.24744871391589,0.2652826080297643;11.958260743101398,0.27169796731625256;12.12435565298214,0.26797590152671313;11.832159566199232,0.27459358694078667;12.288205727444508,0.264402729625692;12.529964086141668,0.2593012329645759;12.12435565298214,0.26797590152671313;12.041594578792296,0.2698176819754921;12.24744871391589,0.2652826080297643;12.206555615733702,0.2661713294740188;12.165525060596439,0.2670690430832173;12.409673645990857,0.26181471239479714",0.09104168387184798,62;102
43,1,"10.723805294763608,0.3029740886963773;11.180339887498949,0.290602537063406;11.180339887498949,0.290602537063406;10.954451150103322,0.29659497240149224;10.816653826391969,0.30037340463008483;10.908712114635714,0.2978385626456591;10.862780491200215,0.2990979279357055;10.198039027185569,0.3185941069530355;10.583005244258363,0.3070049632925488;10.954451150103322,0.29659497240149224;10.816653826391969,0.30037340463008483;10.908712114635714,0.2978385626456591;10.535653752852738,0.3083847678326225;10.770329614269007,0.3016653392143101;10.723805294763608,0.3029740886963773",0.3948550115039753,184
11,1,"12.569805089976535,0.25847935694160035;12.569805089976535,0.25847935694160035;12.489995996796797,0.2601309990308758;12.36931687685298,0.26266892253511526;12.489995996796797,0.2601309990308758;12.609520212918492,0.2576652467085737;12.609520212918492,0.2576652467085737;12.884098726725126,0.25217403292626184;12.727922061357855,0.2552683085955173;12.569805089976535,0.25847935694160035;12.24744871391589,0.2652826080297643;12.609520212918492,0.2576652467085737;12.609520212918492,0.2576652467085737;12.806248474865697,0.2537070198907306;12.36931687685298,0.26266892253511526",0.14241366248813297,146
15,1,"10.677078252031311,0.3043000210212248;10.344080432788601,0.31409608206831213;10.63014581273465,0.3056435155053214;10.677078252031311,0.3043000210212248;10.535653752852738,0.3083847678326225;10.908712114635714,0.2978385626456591;10.770329614269007,0.3016653392143101;10.295630140987,0.31557418944217414;10.770329614269007,0.3016653392143101;10.63014581273465,0.3056435155053214;10.488088481701515,0.30978334538338;10.099504938362077,0.321702415748837;10.535653752852738,0.3083847678326225;10.583005244258363,0.3070049632925488;11.045361017187261,0.2941538200048592",0.21833016878837117,36;65
33,1,"11.445523142259598,0.2838695179027841;11.489125293076057,0.2827922103431518;11.313708498984761,0.28717684716995695;11.180339887498949,0.290602537063406;11.357816691600547,0.28606159306490225;11.40175425099138,0.28495923215113034;11.704699910719626,0.27758380490923956;11.269427669584644,0.28830524777290123;11.489125293076057,0.2827922103431518;11.575836902790225,0.2806738868059938;11.313708498984761,0.28717684716995695;11.269427669584644,0.28830524777290123;11.313708498984761,0.28717684716995695;11.135528725660043,0.29177196849679066;11.661903789690601,0.2786024644973159",0.13981572558928468,138;149
38,1,"10.770329614269007,0.3016653392143101;10.677078252031311,0.3043000210212248;10.816653826391969,0.30037340463008483;10.954451150103322,0.29659497240149224;10.583005244258363,0.3070049632925488;10.908712114635714,0.2978385626456591;10.677078252031311,0.3043000210212248;10.816653826391969,0.30037340463008483;10.44030650891055,0.3112011255383562;11.489125293076057,0.2827922103431518;10.816653826391969,0.30037340463008483;11.0,0.2953668305943991;11.135528725660043,0.29177196849679066;11.313708498984761,0.28717684716995695;10.723805294763608,0.3029740886963773",0.4629739220313267,136;173
46,1,"10.583005244258363,0.3070049632925488;10.723805294763608,0.3029740886963773;10.535653752852738,0.3083847678326225;10.246950765959598,0.3170733626760162;10.44030650891055,0.3112011255383562;10.63014581273465,0.3056435155053214;10.344080432788601,0.31409608206831213;10.63014581273465,0.3056435155053214;10.816653826391969,0.30037340463008483;10.44030650891055,0.3112011255383562;10.862780491200215,0.2990979279357055;10.583005244258363,0.3070049632925488;10.44030650891055,0.3112011255383562;10.862780491200215,0.2990979279357055;10.816653826391969,0.30037340463008483",0.2632063600754744,184
34,1,"8.888194417315589,0.36554501218028745;9.643650760992955,0.3369092491072182;9.539392014169456,0.34059142676099213;9.797958971132712,0.33160326003720536;9.591663046625438,0.3387353288730751;9.433981132056603,0.34439703567968677;10.198039027185569,0.3185941069530355;10.14889156509222,0.32013694458157976;9.695359714832659,0.3351123869667035;9.38083151964686,0.3463483092872666;9.643650760992955,0.3369092491072182;9.539392014169456,0.34059142676099213;9.486832980505138,0.3424783743125823;9.433981132056603,0.34439703567968677;9.433981132056603,0.34439703567968677",0.9330855473276372,147;152
