"original_index","V2","V3","V4","V5"
1,0.74674672670656,1.54796733712783,0.244094210666205,0.584238321247001
2,-0.888694293578392,3.17404114546115,-0.279237424409446,1.39725961466444
6,-1.68478748400477,-2.65287976331711,0.158396773746442,-3.07062315537286
8,-0.624630442970882,-1.69574672722998,-0.178721006838764,0.0221006188036811
13,-0.865381268630235,-1.11089809112499,0.230331265803177,-0.325613101296074
16,-0.548453995775688,-1.44637516522128,0.0386240922965635,-1.80672819118425
17,0.860622933394837,0.0991395076350028,-0.77958728839181,1.48980225622759
18,-1.68821834847225,-0.817228483041382,-0.767201147026428,-1.0673372388839
19,0.0962638648891867,0.111756626304983,-0.834328623889389,0.923922479000615
22,-1.3706758860858,-2.1587201318973,-0.554620125648999,-1.51725375984975
25,-1.44012421729359,-3.01200688336044,0.427577279545302,-2.10828120043115
27,0.878593033386398,2.53843215457121,-0.268744799965985,1.70017220262325
28,-0.876226718073163,-1.80436387562158,0.0253112819221339,-1.00711121593073
33,0.683825942246678,0.797613677373577,0.367483851713201,0.305902894091582
35,-0.367796400039008,-2.11372964527629,-1.10666709568686,-1.21351127033747
38,0.318479959221081,-0.608709692153794,-0.657894203739865,-1.15303330379107
39,-0.514403000051122,-0.162751427313487,-0.468502542676165,-1.24868172371588
40,0.453306781277133,3.17970601958018,0.0382376822014976,1.44559708115133
43,-0.824835625739183,0.340581328607859,-0.481480301356827,-0.146105456820844
44,-0.0920548977296489,0.694538513373744,-0.181449079654489,0.818391461444506
46,0.0905589703787852,-1.50924334875623,-0.162769190028306,-0.60385406144362
47,0.0817461385369343,-2.43920478390308,-0.549776902331235,-2.21960853576414
49,0.0847410708516802,-1.22173889981692,-0.115047167231078,-0.607666655729308
51,-0.691681895614851,-0.797710288391181,0.155816526899132,-1.36554612360408
52,-0.331108155153624,-0.931080883808938,0.195076612144215,-0.01975798298093
53,0.60562014353699,1.0744971171545,0.125667230951163,1.07469027278591
54,-0.230389917872222,2.27780173265704,-0.413172120582319,0.677096016671155
56,2.01603531320402,1.42455485840958,-0.22514178082777,1.84522883717393
57,1.30992968282677,1.9929504359883,0.20863803908212,1.88268222152127
60,-0.448484799070351,-0.258145146599449,-0.183143608635109,-0.455937548052869
62,-1.07896315789873,0.0390172349354611,0.369021174668806,-1.11313288380398
64,-0.181676504728357,0.690841049089314,-0.00843174744708255,0.613378210843243
65,0.0228186012182742,-3.28343592633779,-0.243586057169942,-1.67969005941411
67,-0.117956551054517,-0.5607411206381,0.104741276494331,-0.227867264979137
68,-0.149196687496059,0.919459649982813,0.541500575249359,-0.239217438890956
71,0.039513731142182,-1.49640715482546,0.125290572613809,-1.56411297407908
72,-0.332395724676894,-0.75443860301607,-0.198806379660378,-1.18023078737608
74,0.743098279772571,-0.220592204558302,0.266995187632284,0.662754716482383
76,0.950180485924684,-1.48815031173237,-0.123742631858548,-0.438173346252159
77,0.632021594036544,0.173276150844722,0.563028673036993,0.128931729392639
