simulation,permutation,lambda_pairs,threshold,predicted_changepoints
43,1,"18.275666882497067,0.1147041123814786;17.776388834631177,0.11792575913126416;18.49324200890693,0.11335460526211513;18.57417562100671,0.11286068306394058",0.024397152227105236,327
1,1,"15.811388300841896,0.13258128306322034;16.64331697709324,0.1259541082358529;16.186414056238647,0.1295094849701096;15.7797338380595,0.13284724377798504",0.05220541600055502,72
8,1,"18.24828759089466,0.11487621167163088;18.601075237738275,0.11269747157860004;18.841443681416774,0.11125974120571107;18.65475810617763,0.11237316163548698",0.014473523455697423,121
38,1,"17.916472867168917,0.11700372966700211;18.05547008526779,0.11610299471775393;17.86057109949175,0.11736993941901797;18.2208671582886,0.11504908793447925",0.044853811229457786,186
36,1,"17.578395831246947,0.11925400747945876;17.69180601295413,0.11848955083508605;17.663521732655695,0.11867928602600554;17.26267650163207,0.1214350594902372",0.06662116152252359,200
5,1,"17.578395831246947,0.11925400747945876;18.110770276274835,0.11574848092919394;17.86057109949175,0.11736993941901797;18.138357147217054,0.11557243751030902",0.008478275237904075,282
2,1,"19.157244060668017,0.10942566380100248;19.157244060668017,0.10942566380100248;19.364916731037084,0.10825216431613044;19.0,0.11033127094402158",0.0110594158265916,176
35,1,"17.663521732655695,0.11867928602600554;17.74823934929885,0.11811279455272981;18.2208671582886,0.11504908793447925;17.88854381999832,0.11718640539052033",0.02218401437635385,303
32,1,"17.804493814764857,0.11773960943489456;18.05547008526779,0.11610299471775393;18.49324200890693,0.11335460526211513;18.49324200890693,0.11335460526211513",0.024463889197660786,246
49,1,"18.33030277982336,0.11436222156918517;18.05547008526779,0.11610299471775393;17.776388834631177,0.11792575913126416;18.138357147217054,0.11557243751030902",0.01955705988331894,92
40,1,"18.0,0.11646078599646723;17.378147196982766,0.12062817308282285;17.804493814764857,0.11773960943489456;18.16590212458495,0.1153971948962213",0.040231950314638124,248
47,1,"18.16590212458495,0.1153971948962213;17.435595774162696,0.12023071508934886;17.97220075561143,0.116640926531042;18.0,0.11646078599646723",0.0076848633535096965,82
44,1,"17.320508075688775,0.12102959906117235;17.74823934929885,0.11811279455272981;17.60681686165901,0.11906150693833513;17.0,0.12331142046684765",0.043120039171122136,179
6,1,"16.792855623746664,0.12483249989787648;16.852299546352718,0.12439217224750217;16.76305461424021,0.12505442451733162;17.05872210923198,0.1228869392744208",0.04001952533661795,299
31,1,"17.635192088548397,0.11886993560436811;17.52141546793523,0.11964182641366489;17.349351572897472,0.12082838595600107;17.578395831246947,0.11925400747945876",0.05261678812050104,378
7,1,"18.16590212458495,0.1153971948962213;18.083141320025124,0.11592533127056806;18.193405398660254,0.11522274703397635;18.384776310850235,0.11402336979750086",0.02438017858832615,74
30,1,"16.55294535724685,0.12664176088871437;17.08800749063506,0.12267633596750624;16.1245154965971,0.13000664413010177;16.792855623746664,0.12483249989787648",0.059845991755300317,237
45,1,"15.198684153570664,0.13792602877690058;15.652475842498529,0.13392732044630895;15.231546211727817,0.13762845339512075;16.0312195418814,0.13076323622540773",0.18236253943321193,298
34,1,"14.798648586948742,0.1416544311880734;15.556349186104045,0.13475489157886464;14.89966442575134,0.14069405108972452;16.09347693943108,0.1302573804172932",0.08840234823326665,347;402;465
3,1,"16.583123951777,0.12641129343496085;16.583123951777,0.12641129343496085;16.401219466856727,0.1278133099903066;16.73320053068151,0.12527753695969315",0.0734965224000389,312
41,1,"18.275666882497067,0.1147041123814786;18.384776310850235,0.11402336979750086;18.275666882497067,0.1147041123814786;18.520259177452136,0.11318924469958745",0.008951826276645251,388
48,1,"17.69180601295413,0.11848955083508605;17.349351572897472,0.12082838595600107;16.881943016134134,0.12417374859830851;17.320508075688775,0.12102959906117235",0.0009131875570310955,202
42,1,"17.635192088548397,0.11886993560436811;17.776388834631177,0.11792575913126416;16.941074346097416,0.12374033105045176;17.52141546793523,0.11964182641366489",0.009428318109825789,381;450
37,1,"17.204650534085253,0.12184462240504712;17.69180601295413,0.11848955083508605;17.86057109949175,0.11736993941901797;17.74823934929885,0.11811279455272981",0.0203600321139168,85
9,1,"18.947295321496416,0.11063817354227258;18.627936010197157,0.11253496612769516;18.547236990991408,0.11302460571106103;18.708286933869708,0.11205163547824648",0.0001,
33,1,"18.05547008526779,0.11610299471775393;18.16590212458495,0.1153971948962213;17.916472867168917,0.11700372966700211;18.083141320025124,0.11592533127056806",0.02589689699062747,356
4,1,"17.08800749063506,0.12267633596750624;17.08800749063506,0.12267633596750624;16.881943016134134,0.12417374859830851;17.05872210923198,0.1228869392744208",0.08300293830060737,350
46,1,"16.583123951777,0.12641129343496085;16.24807680927192,0.1290179861003713;16.0,0.13101838424602563;16.61324772583615,0.12618207965901518",0.14976410628006212,250
39,1,"16.431676725154983,0.12757639911009372;16.97056274847714,0.12352531728062592;16.217274740226856,0.12926303472781187;16.911534525287763,0.1239564715314171",0.012313316800218424,235;262
21,1,"18.947295321496416,0.11063817354227258;18.947295321496416,0.11063817354227258;18.439088914585774,0.1136875123086038;18.411952639521967,0.11385506952894466",0.024672132053072192,386
