"original_index","V2","V3","V4","V5","V6","V7"
1,0.604797714410898,1.01113441514254,0.0303769203739849,0.263218043722689,0.217823447098701,-0.281512361496079
3,-0.75326245149885,-1.15531475841336,0.136738267379545,-0.464354784267843,-0.311160046940587,0.246139511407077
4,-0.521038364997595,0.691775476038925,-0.125536195469482,-0.0565016753785181,0.20613737677775,-0.507473445991421
6,-0.149570502374018,-0.991318551678202,0.426305122436243,-1.19854634984912,-1.46555818836674,1.50546649363432
9,-0.407508713703024,2.28161264127485,-0.104931215421705,0.956318616243418,1.17767094155285,1.00314184920867
10,0.242553903108035,0.0450027769227901,0.0246614714048507,0.225859139253788,0.499752658614694,1.09589791146934
12,0.0796555706977506,0.406238906315511,0.0687201392668122,-0.088770377799372,-0.349918009961038,0.401922301391156
13,-0.0357585910462854,0.140401644558464,0.219019214918816,1.17807331996531,0.807449740689359,-0.982690122885423
14,0.349700065395822,-2.58799304765039,-0.0141807075098744,-1.16297205340003,-1.58825219989063,0.0376720144520908
19,0.699559233227387,-1.60185341140633,0.0832851501703958,-0.21989304261248,-0.227549914125214,0.138008737306077
20,-0.0883331771942089,-0.15735043204146,0.100337649401352,0.00898254185745489,0.796058381105823,-0.795135860609748
21,0.130262164512178,0.535122188484135,0.205059472318308,-0.22600871246383,-0.313595069702094,0.88700597145797
30,-0.219042804250918,-0.597377936947291,0.377866595298495,-0.773290661044755,-0.515747535639348,0.796926435484168
33,-0.494022312127889,-0.192641646593494,-0.00956855976943523,0.806191572199493,1.01713411199608,-1.14500008567957
34,-0.182905161421307,-0.276251219661579,-0.101178355026898,0.0619998238254987,-0.500822921120847,-0.780126734456304
36,0.67055900429088,-0.969793978640075,0.112030018961105,0.187628940475398,0.64198544967252,-0.27855574287277
37,-0.454641579673806,-0.636552322326466,0.187354637910638,0.133761042075556,-0.695130299739497,-0.365955450281914
41,-0.0202286891852306,-1.65739411607113,-0.0333818172270706,-0.998142136539448,-1.18630716734586,-0.156273501886813
42,0.397618248835231,0.165613582689209,-0.102433139062743,-0.463926113939016,-0.465918633772649,-0.0908618678487613
43,-0.0176046268749589,-0.800775059071242,0.0868661285503434,-0.0437426635879988,-0.0723422299570266,1.28643506471017
44,0.55670695363966,-0.0207133652752991,0.126859781227594,-0.165926789241389,-0.458735190175958,-1.12490714961382
46,-0.905274885652952,0.184650488426373,0.103635212143884,0.104329255798207,0.54609915617326,0.146911596137556
47,-0.0972563969255026,-0.6266966153257,0.115216783563789,0.0401040754697509,-0.10380843348225,0.33927105642343
48,0.151780658082591,-0.898763558200853,0.192204063655594,-0.487836114057551,-0.877623854215226,-1.50140069258259
49,-0.743869220365908,-1.5919970538903,-0.135006586248131,-0.346712551303474,-0.923383748897938,0.297932608816151
51,0.404341420085556,-0.390193675082847,-0.219081188226849,-0.392681411752114,-0.572215287760016,-0.738122729776518
53,-0.210607512108899,0.126300999961153,0.2369057140391,-0.598955672452418,-0.434563189536498,-0.332089921380954
55,-0.2242707034422,-0.423500480114059,-0.127137961473907,0.347846670588792,0.887647848301723,0.0122861508132485
56,0.0356348379664487,-0.548364647399751,0.146832946402617,-0.188977491188578,0.173801595834361,-0.358567485859657
58,-0.757042828533078,-1.64933739317272,0.0373734526097549,-0.960012260077575,-1.94684432214212,-0.640372342281594
63,0.0973611916756015,-1.44821389459439,0.120356222611804,-0.22633424603265,-0.641829220647886,0.609762319175837
64,-0.215821939774606,1.48175279620623,-0.178002776673148,-0.13370577735038,-0.329564107256529,0.17723713127084
68,0.306582847857482,-1.01537422759541,-0.240022013370724,-0.850516053980219,-1.00552817200318,0.25870235813857
70,0.55664662822848,-1.24156990383273,-0.357023871955726,0.191488686277747,-0.0979255985012115,0.0520639611351594
71,0.422020483462358,-2.32219792567579,-0.0205695157829048,-0.465839788521878,-1.15392568572914,-0.417575483683402
73,-0.137674510790549,-0.399863535770266,0.0652259410502338,-1.01032642405492,-1.2237136453898,-0.0519122162418241
74,0.0487141657341804,0.384942599520073,0.164601950815839,1.03780254529495,-0.199947021410878,-1.37576163473189
75,-0.00374003132245231,-0.614910671918231,0.0545160533031718,-0.0686658275851892,-0.102557589652597,0.10777104754541
76,0.109067505072632,-1.46269317789819,-0.188185769243833,0.32809468207156,0.042534827831796,0.210926263722623
77,0.273594373136512,-1.05697702064183,-0.105766739820735,-0.168711886532085,-0.107255610317685,0.438755946163751
78,0.245699594806126,-0.781721613640827,-0.0556347850561941,-0.983777539585166,-1.08503976829902,-0.34180530708348
81,0.337885985176453,-3.83058071113401,0.219566314524177,-0.553328139796159,-0.477409909741807,-0.668457074812301
83,-0.327287375286511,-2.40812602126306,-0.0513417507699182,-0.935939524424999,-0.712225754994885,-1.93073720071192
88,0.0270709510355653,-1.90619954744634,0.0784565834779295,-0.752310254468911,-1.32449883225571,-0.0613217537866756
91,0.509249001136779,1.29268116777832,0.160760720399111,1.1201100402494,1.1745019037816,0.550668777350464
93,0.0811149385902897,-1.34160326664489,-0.0324191367283429,-0.290193394997358,-0.802478850283364,-1.12485201876562
94,-0.213700680166017,-1.40393891593428,-0.168753209961535,-1.04281267234977,-1.2066962049228,0.545401178815405
95,-0.244530065146222,-0.282053312738589,0.0965229238211982,0.843861066151655,0.674654512120325,0.544363693904719
97,-0.319670441466215,-2.48464945888595,0.0145768815609696,-0.067409156407239,-0.104860447821656,-0.898218337546202
99,0.148915348003603,-1.74131392717617,-0.109056983640097,-0.485240352523119,-0.916819893240847,-0.664761959360193
102,-0.00870505438226903,-0.190397651737459,0.0917387877628611,-0.359571882417837,-1.09746571311403,-0.146838367101229
105,-0.269891196473325,-0.239422541126536,-0.231244235685602,-0.16016651115341,-0.334054103387695,0.523651069042292
106,0.496894792600203,-1.07163965897203,0.215741584790399,0.244446848440194,0.005667878862365,0.135390137036149
110,-0.244055103205025,-0.790032848353375,-0.126974847734307,-0.221494346570365,-0.250503355888065,-0.752692709814908
111,-0.247127950989096,-1.19348033850295,-0.454346969578043,-0.426312581812083,-0.936044387171359,-1.20511632768111
114,-0.596076518863372,-0.692315771780146,0.0826658106219842,-0.129366823659792,-0.296165996539563,0.0941186956818929
115,-0.977830336160604,0.420120955673935,0.00393928679072811,-0.139343321372927,-0.175359612736042,-0.951459668787411
116,0.649851369640348,-1.01441389414138,0.578277257514131,-0.42253076825666,-0.191160736873373,-0.503335292600414
117,-0.94189356406951,0.996941792611003,0.146006874333052,-0.475232468163231,-0.272050645386021,-0.119665330561386
118,0.19449870939044,-1.01790166401226,0.240913441984321,-0.535666588697751,-0.39452743673186,-0.947992984754241
