"original_index","V2","V3","V4","V5","V6","V7"
4,-2.46544482354299,-0.955410648780832,-1.52357627004423,-1.34095871440701,-2.22108914813382,-2.95582139103561
6,0.561825787980896,0.271740567580988,0.199910764774452,-1.17533364780921,0.30225514873002,-0.162189998296738
7,-1.1344011280685,-0.615962115099543,0.20478992974489,-0.566208897222599,0.320935758419556,0.566179384027184
8,0.224130375042052,0.444224539762248,1.56915976389044,0.10948064851287,0.779396136620211,0.365637585122992
9,-2.06979583717422,0.210393686502761,-0.50783699359672,0.145668684408651,0.242527658014004,0.565565783755208
10,2.06082210508138,-0.456988037223543,0.64475641695561,-1.25521162084748,1.88720781171998,2.88570151172115
12,-1.87428979266469,-0.425726873573201,-1.09245798941769,-0.249711682342667,-0.379465229326568,-1.07085734319848
13,-0.728561080514259,-0.446139007036094,-0.117521334203985,-0.643511602166294,0.0760670296804511,-0.352961624392209
14,-1.69912520008107,0.422063663748141,-1.31130420780845,0.58828542806509,-1.28810518669242,-1.23267801922987
16,0.415403954228454,0.383357966714937,-0.18376645535967,-0.587667661468645,1.38731314976661,0.537457086824377
20,-0.038677228709245,-0.191160262010693,-0.619310022100221,-1.37164377512492,0.675353535718121,0.26145559292062
21,-0.241911854852626,-0.350985060787229,-0.508543316734496,-0.2038033654131,-0.0477536554135865,-0.424562785781669
23,-3.21900179849705,-0.435507861198546,-1.90195294961558,-1.31436734794319,-3.08881201561868,-2.04657072912776
26,1.21677902835211,-0.531826030393404,0.999692679838476,-1.40697154492413,0.618438654605741,0.489383981840476
27,-1.86227022712638,0.294520251027292,-0.11746558611131,0.321030542898894,-1.87959476495961,-1.51270275856936
29,-3.26238016937477,-0.116966300333764,-1.5322954677558,-1.05237997803169,-3.02134596299496,-3.3658501671304
31,-2.65442755204306,-0.0119706842698121,-0.143448798104619,-0.223880684845502,-2.37675252501535,-3.16617845789435
32,-3.322650828431,-0.217827752103158,-0.276985668297908,-2.38926623517537,-2.00683692230195,-1.43604139533439
33,-2.66797223557277,-0.523463233773142,-2.00508310541035,-2.08875737124509,-1.22729285208398,-1.56772978371981
34,0.981531090277701,-0.532007252349655,0.461951158406986,-1.69149776020582,0.723431641964424,1.08975246940151
35,1.91572237015158,0.677112407558433,0.374008814427609,0.483256670104119,1.13071745607313,0.829458239442193
44,-3.67584581714345,0.657958881960078,-1.58683400551729,0.0787899847460326,-2.94193501435856,-3.22091291322892
45,1.2879810386999,0.31544638557478,0.430948597546797,-0.0583012667577008,1.10768179349048,0.969738006247386
47,-2.02205797229508,-0.85737728061608,-2.01020244549337,-2.93747595632359,-2.66973488645446,-2.95724052807004
51,1.91063459839572,-0.0216496963861785,-0.448701885497081,-0.434420360477525,1.12296364094599,1.03153599100069
56,-0.432713800072834,-0.855653641130466,-1.46762943134688,-1.44561541416788,-0.245867179042134,-0.755714667461675
59,1.17826704432273,-0.343350445368578,-0.570778337405969,-0.532959944840217,1.71731153902873,1.49558759870624
68,1.53745631659822,-0.0988640266553881,-0.222003671376065,-0.596125896504318,-0.338987498669269,-0.25854903469574
70,-1.86158657218707,0.0299009998662402,-0.677433942599972,-0.141750113119667,-0.39427148815726,-0.599507021983251
71,-2.99562586359633,-0.371159787804462,-0.312587847574236,-0.650323602128012,-2.83519764551039,-3.57189456099874
72,-4.60146267276285,0.512019560973814,-1.83111973104417,-0.619324595587986,-1.93585294585793,-1.78380742540333
74,-2.61904681124432,-0.0687002455176902,-1.28412629562469,0.73879093962358,-1.97366312687673,-1.43110651389947
78,0.149249752921873,0.630542798696973,1.30873076029403,-0.195322020411161,0.777486277845364,1.17582275177278
81,-3.44813346216576,-0.924572293973259,-1.17665955065528,-0.470667223202469,-1.77545282922279,-1.39915248613017
82,-2.30296744991141,-0.58792768245692,-1.11478593843455,-0.681072141571688,-1.80005202876415,-2.11427061644664
83,-2.75506243606855,-0.253254761149423,-1.88188702448555,-2.5625311658594,0.21684441087047,-0.122640250068359
85,-1.89344912167603,-0.070312340725361,-0.818875673876848,-1.20515920968201,-1.55909571364843,-1.70327724221777
87,0.337912505323165,-0.427175536754352,0.89795677413163,-0.066474709212897,-0.641791955671492,-0.609675371877081
89,-3.59311354748039,-0.30859902726955,-0.864130803873198,-0.656528634121124,-1.40113938861522,-1.50095140140989
91,1.34360742518139,-0.311117501392413,0.814945760301915,0.0766966228445262,0.455070357126946,0.196896219010742
92,0.249157240737007,-0.329796787802073,-0.669236360786867,-1.3330709381853,0.422547098747793,0.849762197653856
93,-4.47986201834645,-0.659132574326012,-1.36193894388147,0.469615248090914,-2.11960703937258,-2.68621543596396
94,-3.9200136666822,0.573804540207289,0.826474791080147,-0.435528001618966,-1.99165429524114,-0.958653690320434
