"original_index","V2","V3","V4"
1,0.657829485394693,0.346028378657656,0.432244952163018
2,0.838219053950963,0.538086169237474,-0.74567707758738
3,0.358959978481638,-0.350753649517394,-0.544579314845227
4,-1.3442167391963,-0.63218185290918,-0.60216368543096
6,1.15122185679718,0.539207577219425,0.0987665391132021
7,-0.59902422258516,-0.790434743671164,-0.15734055706626
8,-0.111949781132793,-0.136554161085085,0.0223441945954094
10,0.0309828620287131,0.274779784560867,-0.134804712154937
11,0.0987538249767088,0.0196967701539703,-0.66793518829422
13,-0.0960954908006603,0.00513856380599523,-0.544939166273639
14,-1.08999801232977,-0.663043300898493,-0.613893787160999
15,-1.14291369333747,-1.66933852040287,-0.502522452290818
16,-0.750260802307484,-0.120050648628425,0.43734359631504
17,-0.788414827792087,-0.567045567692193,-1.06157574061803
19,0.00202149044655852,0.755660226552391,0.620642266165989
22,-1.78198509382043,-1.3568435084647,-0.528420409076079
23,-0.960363321854565,-0.11977310706794,-0.416998472663922
25,0.228930559903939,-0.119749062984459,-0.723556541550643
27,-0.524606182557912,-0.0480070432570447,0.204764604131435
28,-0.758755716711035,-0.908911834352623,-0.0768662784319641
29,-1.56922267262049,-1.50692039843314,-0.653767526164777
30,-0.30985409842914,0.291563935529311,0.90329437504125
31,-1.11406795568483,-0.881659102406909,-0.353802468598577
33,-0.334116797915442,-0.01800182382877,-1.00788558072424
34,0.352543323071634,0.487990429167982,0.0599460539144323
35,-0.591890051239872,-0.762309808947486,0.457530585747825
36,-0.334966415522051,-0.0471895973615654,0.743829623218995
39,-0.683558346129943,0.0473868559620127,-0.443549388648716
40,-0.381287339803696,-0.0559180956162704,0.241317050361681
41,-1.73859736154028,-0.90781650231041,0.818833822083414
43,0.547971086967889,0.145546359544895,-0.981016331169507
45,0.635589917170886,0.107026925125435,-0.750986251927411
46,-0.0504911817266637,0.340343814992521,0.120130712123795
48,0.333113437733403,0.371370206932779,-0.147094052830996
49,-0.188202259090723,-0.367332361477811,0.47283373729979
50,0.186250065593838,0.571036543564506,-0.461717904190545
51,-1.17625089827591,-0.9954119036987,0.0301764122154691
53,-0.221798506208448,0.166996995272691,-0.544000855549246
54,-0.74514663381563,-0.0795274296961995,0.437944121533091
56,-0.483029724413686,-0.10345146746168,-0.274691651813224
58,0.493207816219881,0.2558155847665,-0.366040338116009
59,-0.0138283442443961,-0.105018601612638,-0.230089711533114
62,-0.146894412104345,0.310360458133374,0.632606279753821
63,0.927611658614466,0.345778027700505,-1.20380573311328
64,0.409436249400053,0.500424719619093,-0.46850369674294
65,-0.0630030066876084,0.0453989826424582,0.231358751554998
66,-0.851870967602013,-0.510793796379036,-0.0844259478099331
67,0.130816183750628,0.0867195249312977,-0.418344312236518
68,-0.725737467377906,-0.624644089985681,0.291649878564498
69,-0.488919438368406,-0.275865661264176,-0.209069692525249
70,0.804126327699574,0.950792535427694,0.164536176511606
71,-0.845269868698956,-0.631404365128627,0.609053038672077
72,0.167067804429235,-0.0375519164728829,-0.0379136101529398
73,0.298599124603155,-0.309362570056949,-0.468734959163841
74,-0.298208677426477,0.394985551326112,-0.26197345787666
75,-0.136152987507027,0.0662577201454381,-0.0173750007888004
77,-0.327451084555153,0.0537726831611215,-0.0331615737027015
78,0.191602043371141,-0.219191104984524,-0.188032506492265
79,-0.826897278738987,-0.615716377398197,0.00601809669936746
80,-0.450056376053275,-0.399135897148575,-0.579307430134067
81,0.432120349191405,0.475912889550467,-1.02269340710669
83,-0.0584419740802075,0.213290080754663,0.0972690628988757
84,-0.765046565940129,-0.786015767625487,0.125158048632236
85,0.0329044460550516,-0.416591284121624,-0.440630955569878
86,0.386357190634052,-0.331728819477719,-0.711970590204044
87,0.0698316848695045,0.423246500118485,0.197507440082155
88,0.962197164632125,0.638816199159947,-0.668741837220329
89,-0.184022149126595,-0.0884047891029623,-0.332848799326118
90,0.204425704347923,0.012364533360208,0.414071127648977
91,-0.12833384810448,0.200509909297874,-0.10613448617653
94,-0.523626553177114,-0.151987729802475,-0.841399563232518
96,-0.437689689742825,-0.471860904461826,-0.473852598915232
97,0.0421288854436593,-0.230835469915125,-0.925228157749711
98,-0.32424475958505,-0.539815921611115,-0.337349596672176
99,0.394335986589252,-0.0978523919267305,0.49311336083917
100,-0.135201374650962,0.847392920501884,-0.355248210776423
101,-0.440921675627514,-0.411696000564561,-0.419799991097144
102,-0.116089236709696,-0.353704075832276,0.671161412236279
103,-0.355086595250697,-0.137051503521528,-0.071428458058616
104,0.275291355350256,0.122706477286392,-0.0398885267922594
106,-0.527801824649321,0.15939730264711,-0.56628810074525
107,-0.237194904627234,-0.0579694184603533,-0.693493780106201
108,0.249069627785129,0.31100698626517,0.310472856208954
109,0.177968977829848,0.342075958805817,-0.258228812678455
112,0.461496964941695,-0.100927196457765,0.354222095649476
114,-0.564306530866777,-0.280323274330614,-0.753414662698685
115,0.0783972964020092,0.341098843323918,-0.180984851864177
117,-0.440425485604459,-1.06951884041206,0.0254568193132588
118,-0.509975443700068,-0.413762712385755,-0.935298935451392
123,-0.479091004241958,0.47362869483934,-0.496275234386881
125,0.0812785300642778,0.255465495884182,-0.240378040658362
126,-0.19540808523192,-0.545602945043525,-0.524144326361209
127,-0.315727959906055,0.205482743448044,0.19866416947721
129,0.562408387724332,-0.121978355305514,0.483840410086256
130,0.626808341531957,-0.650232199331431,1.09293490264728
131,0.333926660002782,0.536817101590294,0.311024761074497
133,-0.532092677825277,0.227306920786066,-0.92334200185028
134,0.862999378469296,-0.275464540511635,1.30742596967208
135,-0.691702948912985,-0.314889257445508,-1.95858961843134
137,0.245518134620294,-0.305757093782436,-0.418262868254011
138,-0.216809435481093,-0.0790011287556001,0.0229176917760601
139,0.0839564586316133,-0.697383125744038,-0.182838700284851
140,-0.0031855953248707,-0.342686276652122,0.523854169272494
142,0.319902170200211,0.04907466345204,-0.158551503281339
143,-0.575472145097224,0.190485606561546,-0.224829453757079
144,-0.362624136216734,0.14892306018798,-0.0926852247961868
146,0.126161452499409,-0.225195710578479,0.403728199348319
148,-0.791350099169428,-0.480522644307484,-1.00817792446504
149,-0.23144361332319,-0.672718878928753,-0.324209865291547
150,-0.210095499711735,0.0342204292297879,0.716357258631562
151,0.10168436530879,0.0339023198136493,-0.41385730608053
152,0.0549491172692415,-0.419663765713303,0.577248431082863
155,-0.472674394051706,0.0716837361128384,0.17159057360261
156,0.0341401692778902,0.0602809156145951,0.164817284032757
161,-0.200185615967186,0.140987002074425,-0.52044426576915
162,0.374721847681342,0.0939741988112242,0.883101189696189
163,-0.161800604008948,0.227931630379202,0.0825834083507021
164,-0.070976121554802,-0.515242557797902,-0.716008794850329
165,-0.0359957366980825,0.541966699210238,0.0676515546637656
166,-0.067320663781922,0.133764684211374,-0.43363860021055
167,-0.578438476085229,-0.0200468883301361,-0.387885983281717
168,0.0883772421854454,-0.509770921614333,-0.414050908050726
169,0.0986948050631686,0.218599791356497,-0.809737710796879
170,0.416272620073311,0.297186096342404,0.342199454378479
171,0.318469157297942,0.0388492769254644,0.453793517068164
172,-0.414769084512044,0.203647656290258,-0.683877562210691
173,-0.577539439167011,-0.129138032879455,-0.479096063921297
174,-0.0912187958821575,-0.152931658250118,-0.04991228784092
176,-0.316860709774999,-0.0480005277020584,-0.700453760160021
177,0.145089673573569,-0.0270448213386087,-0.487324127152243
178,-0.0331233314131459,-0.495979327155593,-0.253520379009516
179,-0.699133549706686,-0.191307803820086,-0.530308962781163
180,0.203244604506398,-0.0577330551020366,-0.0314353374344733
181,0.376344768844924,-0.261983123758624,1.0027635027038
183,0.0205729325583158,0.0265788967115651,0.135846373755516
184,-0.102307037881819,-0.0827332121532783,0.260192218652586
185,0.487647727589526,-0.502082078137833,-0.7102161716337
186,-0.393721073207431,0.249669445855273,-1.736018138014
187,0.130368848027257,0.462424187697982,0.191696958839444
188,-0.203458357279889,-0.290007792944303,-0.308016959363958
194,-0.698634051771641,0.126373308339465,-1.06275188004003
195,-0.37822730248129,-0.750492284245585,-0.403702866447097
196,-0.414434666175457,-0.246955421129614,-0.624193352381854
197,0.727087800119857,-0.252959956149886,1.2486822621221
198,0.126451108401533,-0.176906983921568,-0.412832742332893
199,0.130567802737457,-0.0630061981011391,0.0532859697840813
200,-0.831211300136454,-0.659219118385693,-0.404838619828583
201,-0.274764885894989,-0.0821696617806481,-0.92930420331734
202,0.430919019014912,-0.678497675290124,0.198900900285865
204,0.34551329331974,-0.0393699118612934,0.536491896356084
205,-0.394670898150765,0.124408423619664,-0.252948631404705
207,-0.180539322260306,-0.111348568569993,0.578304264773844
210,-0.368582827518061,-0.133958828172634,-0.215329734659044
213,0.282395606356581,0.417671742632275,0.071112395940476
215,0.403941950362066,0.997717199516278,0.393504654126203
216,-0.56858568418099,0.0117097173409629,-0.656945109560278
217,-0.101567653980707,0.000131681994201861,0.454857818420885
219,0.3362876927742,-0.0884584930571904,-0.21542606520787
220,-0.599095902283416,0.17507937808056,-0.784944188431268
221,0.145896090565655,-0.0641739478997498,-0.275458000814018
222,0.518480194503096,0.0515978776605926,0.600973065050727
224,-0.266876046067633,0.388274444783703,-0.122981864225769
225,-0.359062175774349,0.238106862998493,-0.365273328172057
226,0.701716988919429,0.0527532436949814,0.293807180358776
227,-0.0803243768301029,-0.379979542212696,-0.1610039155777
228,-0.687244047802167,0.0174651928070171,-0.804820381047647
229,0.0538629843030875,0.0961042884878452,-0.649153914214042
234,0.634152629944772,0.242412287468822,1.08119194601707
235,0.104576422858761,-0.245591526772644,0.67633237954258
236,-0.337931576850144,-0.431008719037442,-0.506361185924303
237,0.264508816814848,-0.075982453149279,0.0178618291146103
238,-0.123690963918897,-0.285693089377031,-0.337146049611827
240,-0.408236040028311,0.201273667763966,-1.33572001702974
241,0.133643040335638,0.192502258054261,0.813750150152796
242,-0.305121464922248,0.155110142945661,-0.260668784579483
243,-0.191400846447473,-0.413499955053877,-0.421538927703329
244,-0.372347882663509,0.377677924237365,0.321354623101026
246,-0.670783391106338,0.0498696307045959,-1.2936553478269
247,-0.30407527008381,-0.390918476837837,-0.464443143791391
248,0.0288002049384178,-0.133095117957254,-0.0610006605486639
249,0.223246132585876,-0.126890785512123,0.437034889090686
