simulation,permutation,lambda_pairs,threshold,predicted_changepoints
44,1,"8.246211251235321,0.4161757956586898;8.06225774829855,0.4256715222701431;9.327379053088816,0.3679354628046359;7.874007874011811,0.4358483739874594;8.774964387392123,0.3910982856618107;8.774964387392123,0.3910982856618107;9.055385138137417,0.3789870310649642;9.695359714832659,0.3539707271925325;8.602325267042627,0.3989471941732721;7.874007874011811,0.4358483739874594;8.246211251235321,0.4161757956586898;9.273618495495704,0.3700684398780689;8.426149773176359,0.40728845570458044;8.48528137423857,0.4044501740474647;8.94427190999916,0.3836951250124531;8.602325267042627,0.3989471941732721;8.306623862918075,0.4131490224293002;7.810249675906654,0.4394063789329642;8.06225774829855,0.4256715222701431;8.717797887081348,0.39366289206338384",1.6641468504994723,87
10,1,"8.12403840463596,0.42243442949433996;8.06225774829855,0.4256715222701431;7.810249675906654,0.4394063789329642;8.426149773176359,0.40728845570458044;8.18535277187245,0.41927008209658845;8.18535277187245,0.41927008209658845;8.12403840463596,0.42243442949433996;7.810249675906654,0.4394063789329642;8.306623862918075,0.4131490224293002;7.937253933193772,0.4323754232304864;8.306623862918075,0.4131490224293002;7.874007874011811,0.4358483739874594;8.366600265340756,0.4101873425062846;8.54400374531753,0.40167041482552124;8.366600265340756,0.4101873425062846;8.48528137423857,0.4044501740474647;8.48528137423857,0.4044501740474647;8.426149773176359,0.40728845570458044;7.810249675906654,0.4394063789329642;8.48528137423857,0.4044501740474647",5.150765179978989,92;110;128;174;191;215
25,1,"11.135528725660043,0.30819134081566296;11.045361017187261,0.3107072302401247;10.908712114635714,0.3145993305706651;11.269427669584644,0.3045295315142644;11.224972160321824,0.3057355937846804;11.0,0.31198850260477273;11.135528725660043,0.30819134081566296;10.908712114635714,0.3145993305706651;11.135528725660043,0.30819134081566296;11.090536506409418,0.3094416150804931;11.090536506409418,0.3094416150804931;11.313708498984761,0.3033376305355985;11.180339887498949,0.3069561000099625;11.090536506409418,0.3094416150804931;11.045361017187261,0.3107072302401247;11.180339887498949,0.3069561000099625;11.40175425099138,0.30099521995521866;10.770329614269007,0.31864145774199915;11.224972160321824,0.3057355937846804;11.269427669584644,0.3045295315142644",0.34105334363679374,183
21,1,"10.0,0.34318735286525;9.38083151964686,0.3658389473752848;9.539392014169456,0.35975809816337595;9.848857801796104,0.3484539626540897;10.198039027185569,0.3365228863611851;10.14889156509222,0.3381525466738313;10.14889156509222,0.3381525466738313;9.746794344808963,0.35210279474915546;10.14889156509222,0.3381525466738313;9.797958971132712,0.35026412529014206;10.0,0.34318735286525;10.392304845413264,0.3302321842653786;9.899494936611665,0.3466715777549697;9.899494936611665,0.3466715777549697;10.14889156509222,0.3381525466738313;10.04987562112089,0.3414841793106424;10.198039027185569,0.3365228863611851;9.848857801796104,0.3484539626540897;10.198039027185569,0.3365228863611851;10.295630140987,0.33333302397783104",0.9372320175408515,64
8,1,"13.152946437965905,0.2609205127412681;13.114877048604,0.2616779033409087;13.379088160259652,0.25651027092012946;13.2664991614216,0.25868720051121236;13.228756555322953,0.25942525393829186;13.19090595827292,0.2601696607881688;13.19090595827292,0.2601696607881688;13.19090595827292,0.2601696607881688;13.2664991614216,0.25868720051121236;13.341664064126334,0.2572297962351095;13.076696830622021,0.2624419280422559;13.45362404707371,0.255089150450801;13.114877048604,0.2616779033409087;13.45362404707371,0.255089150450801;13.0,0.2639902714348077;13.228756555322953,0.25942525393829186;13.114877048604,0.2616779033409087;13.30413469565007,0.2579554106419704;13.490737563232042,0.25438739079809874;13.076696830622021,0.2624419280422559",0.0001,
40,1,"13.416407864998739,0.25579675000830204;13.638181696985855,0.2516371760475204;13.96424004376894,0.2457615679690249;13.74772708486752,0.2496320669930997;13.820274961085254,0.2483216533908243;13.638181696985855,0.2516371760475204;13.601470508735444,0.252316359944199;13.638181696985855,0.2516371760475204;13.856406460551018,0.24767413819903397;13.490737563232042,0.25438739079809874;13.784048752090222,0.24897427384186294;13.564659966250536,0.253001073170367;13.892443989449804,0.24703166205015706;13.601470508735444,0.252316359944199;13.527749258468683,0.25369139116058553;13.527749258468683,0.25369139116058553;13.856406460551018,0.24767413819903397;13.820274961085254,0.2483216533908243;13.638181696985855,0.2516371760475204;13.820274961085254,0.2483216533908243",0.0001,
14,1,"11.832159566199232,0.2900462514430828;11.74734012447073,0.2921404754003512;11.661903789690601,0.2942807272759665;11.532562594670797,0.2975811750840503;11.489125293076057,0.2987062497021183;11.832159566199232,0.2900462514430828;11.74734012447073,0.2921404754003512;11.575836902790225,0.29646871819913817;11.704699910719626,0.2932047429519705;11.40175425099138,0.30099521995521866;11.357816691600547,0.302159615869701;11.789826122551595,0.2910877135064789;11.489125293076057,0.2987062497021183;11.357816691600547,0.302159615869701;11.445523142259598,0.299844182393132;11.704699910719626,0.2932047429519705;11.704699910719626,0.2932047429519705;11.40175425099138,0.30099521995521866;11.445523142259598,0.299844182393132;11.789826122551595,0.2910877135064789",0.27620700584883506,53;73;141
3,1,"8.717797887081348,0.39366289206338384;8.888194417315589,0.3861159384595228;9.0,0.3813192809613889;9.0,0.3813192809613889;9.273618495495704,0.3700684398780689;8.831760866327848,0.3885831580582001;9.539392014169456,0.35975809816337595;9.273618495495704,0.3700684398780689;8.94427190999916,0.3836951250124531;9.486832980505138,0.3617512330727009;9.0,0.3813192809613889;9.055385138137417,0.3789870310649642;9.16515138991168,0.37444810048964955;9.38083151964686,0.3658389473752848;8.94427190999916,0.3836951250124531;8.717797887081348,0.39366289206338384;9.0,0.3813192809613889;8.94427190999916,0.3836951250124531;9.0,0.3813192809613889;9.219544457292887,0.3722389478731569",1.7466919024319063,151
6,1,"8.774964387392123,0.3910982856618107;8.246211251235321,0.4161757956586898;8.54400374531753,0.40167041482552124;8.12403840463596,0.42243442949433996;8.18535277187245,0.41927008209658845;8.18535277187245,0.41927008209658845;8.774964387392123,0.3910982856618107;8.660254037844387,0.39627862111845435;8.246211251235321,0.4161757956586898;7.937253933193772,0.4323754232304864;8.94427190999916,0.3836951250124531;8.306623862918075,0.4131490224293002;8.774964387392123,0.3910982856618107;8.602325267042627,0.3989471941732721;7.874007874011811,0.4358483739874594;8.48528137423857,0.4044501740474647;8.12403840463596,0.42243442949433996;7.874007874011811,0.4358483739874594;8.306623862918075,0.4131490224293002;9.16515138991168,0.37444810048964955",1.9956290250907063,96;111
9,1,"10.677078252031311,0.3214244054078733;10.862780491200215,0.31592956623146456;10.770329614269007,0.31864145774199915;10.677078252031311,0.3214244054078733;10.677078252031311,0.3214244054078733;10.816653826391969,0.3172768199606185;10.816653826391969,0.3172768199606185;10.099504938362077,0.3398061142201962;10.0,0.34318735286525;10.770329614269007,0.31864145774199915;10.677078252031311,0.3214244054078733;10.488088481701515,0.327216302059242;10.295630140987,0.33333302397783104;10.954451150103322,0.31328575769130435;10.723805294763608,0.3200238566741108;10.63014581273465,0.322843504605666;10.723805294763608,0.3200238566741108;10.535653752852738,0.32573902001318633;10.816653826391969,0.3172768199606185;10.723805294763608,0.3200238566741108",1.307494799075469,77
