"original_index","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
4,0.630556991071514,0.975038032321835,1.44512005162128,1.14445354175107,1.38390207754658,0.835451584360393,1.00704648417498,0.634317913596299,0.275014519248636,1.98690831790666,0.941396003145735,1.00585068425752,0.360925684954807,0.971629235943864
6,0.0556401699683513,0.219485062542181,0.707470661077245,0.78296668595192,0.442139491047356,-0.0512679992940897,0.770944905148735,0.25410015464262,0.1259195692002,0.596643148261797,0.167231960293727,0.858933111943683,-0.0530690138878891,0.128270062313155
9,0.155031447043172,-0.608907511783812,-0.333456712785818,0.291846431141927,-0.128373483629528,-0.149501033531683,-0.800845689230643,0.352134580364028,-0.251602581721311,-1.30181431352739,0.15724729137615,-0.0847954768435123,0.0588749254636574,-0.112871068418828
10,-1.17893672875209,-1.24671174602167,-1.13195983710792,-0.631993566311916,-0.781415026716407,-0.658808905865604,-1.35506988276335,-0.764821318743092,-0.833999298877555,-1.32665523519108,-0.385195653924585,-0.916302398710593,-0.693939558276024,-0.870182688227982
11,-0.88153002278345,-1.17342675243494,-0.363921056285737,-0.651863802356574,-0.669740202953557,-0.58015578814788,-1.02976512418361,-0.961997005783616,-0.350977498813064,-0.262032508694313,-0.53825294948685,-0.580848592435781,-0.391485025406872,-0.483458211034413
12,-0.23525188917896,-0.498021784403716,-0.498963039347147,-0.282903500081217,-0.0870882255008853,-0.317503771040314,-1.26503630116283,-0.732523482613282,-0.804945711798092,-0.151661990956881,-0.605479015781138,0.0342093003805505,-0.769073117093141,-0.586098925685137
13,0.738130339451881,-1.40978038002246,-0.390511808428471,0.12026082662846,-0.222465461450582,-0.0156253573505353,0.192823106749969,0.51792510279652,-0.0911934771162062,-0.924079864663023,-0.10007898065251,0.345587955495889,0.0811011654164674,-0.209350854785264
14,-0.369778021927063,-2.27575719419292,-0.136621723029745,0.134919929148141,-0.136049272909979,-0.342000681748248,-1.2419989476827,-0.848563308798531,-0.409529028223006,-0.391039658701454,-0.680233860263016,-0.0214718523719955,-0.470764255883392,-0.459570594115277
16,-0.648167728552208,0.0625837478000736,-0.0672350091603338,-0.403250933094829,-0.435784325862794,-0.0411426864563067,-0.733205896937958,-0.523102674882114,-0.450025778162012,-0.135304890879433,-0.511986352295831,-0.305401081120478,-0.570178760787313,-0.153405822974088
17,0.151922020924597,-0.683080390541729,-0.802530738775666,-0.402868817858189,-0.431434803436011,-0.115801008582659,-0.32965327419011,0.110752402805184,-0.290213936316253,-0.60177842303316,-0.07196274732743,-0.244185576635326,-0.302745368559903,-0.0531659027468143
19,0.146208300581336,-0.312466377538228,0.862757251949163,0.00456650298081368,0.454437046785437,-0.123245245297737,-0.617227279666273,0.0321245133469535,-0.218088515314677,0.542902372836542,-0.0804402758426571,0.15277591274339,-0.0110688205630619,0.104869290912317
20,-0.822347417461644,-0.957055890075027,-0.0421805714583942,0.0480696323336819,0.714667643366057,-0.237810799575315,-0.827809804980411,-0.723531335571235,-0.394971671490864,-0.39905057134523,-0.147721172218017,-0.238172715631093,-0.202412915244648,0.160158561506215
21,-0.707579691213455,-1.69702672715719,-1.13468394526231,-0.664691751027364,-1.06408719793321,-0.73430064179585,-0.949707936855201,-0.518822503015328,-0.479075808946937,-0.968424047205612,-1.0039934765843,-0.467207104164924,-0.443144958180844,-0.510297748951153
22,0.160917450252538,-0.222722755086875,-0.843034609537231,-0.610520009680721,-0.619209705707298,-0.509513924790279,-0.122311965875454,0.215046078954479,-0.329821261207124,-0.580903905086511,-0.560744001374055,-0.460239748081756,0.208455636126181,-0.417128712302117
23,-0.639107171613179,-0.866860116818267,-0.0858525077167991,0.178962303234807,0.108405069832262,-0.411830434631986,-0.487180907192549,-0.50638334134114,-0.0469353877728784,-0.0230116669359212,-0.255044010880844,-0.475678302765574,-0.273277692484284,-0.243349157213887
24,-0.006018197655593,-1.40332347769195,0.0298292631924732,0.111392542514991,0.362703907537949,-0.0311141408170387,-0.502068779454467,-0.320363943858499,0.197880890105147,0.12798273409986,0.0951320477475529,-0.0251860419179939,0.111250670318241,-0.027021662907954
26,-1.31038558437207,-1.49420238170144,-0.39616034202987,0.0999482017029021,-0.0559152975250906,-0.702894001445696,-1.76189894136638,-1.04783786667901,-0.290248912379738,-0.669575813284689,-0.851857601281298,-0.624340584819943,-0.637957140496732,-0.17558891403504
27,0.930850296418586,2.06036473181513,-0.352928500055864,0.173015712114404,0.427068511352423,0.831909062893617,1.46266525466867,1.39717993933054,0.33214704812269,-0.432441577080471,0.852155955051854,0.759101357069225,0.840926675025725,0.917775413124821
29,0.455785751604656,-0.188739560623821,0.248661639496052,0.227733333698013,0.339042661020883,0.261591135787518,0.317454774765281,0.276276076537765,0.69886477009336,-0.194966932853227,0.621784532300148,0.388912866915472,0.370280529775991,0.783825520912235
32,-0.180426958647172,-1.70481304914616,-0.327649004023419,0.0266674177808153,-0.017090752061388,-0.19032572042217,-1.92389746378636,-0.793330487716838,-0.290679033710589,-0.198127756456552,-0.485003772399062,0.264750199244375,-0.639163720404149,-0.172401949919881
33,-0.90865908817722,0.0747749841454577,-1.0875508143221,-0.101207934136938,-0.363676409344036,-0.656617397057216,-1.18640751675115,-0.656352551334644,-0.610177868558921,-1.34615321244282,-0.701661836759454,-0.543605666353302,-0.594325248077382,-0.529254853224014
39,-1.246670120648,-1.62576780009311,-0.685875408129219,-1.40005060504186,-0.58665987774467,-0.859326045213634,-1.36313429891995,-1.16303965616084,-0.428431032659852,-1.13056623289274,-0.824832114001343,-1.55543078564694,-0.569046872451888,-0.299980546710227
40,-0.564904107767703,-2.57054529328081,-1.4810027046886,-1.01974400489121,-0.796894031368804,-0.670224604476303,-0.424954481604725,-0.570220624537723,-0.210705281241811,-1.62548253648805,-0.55308834409222,-0.488185698135823,0.18913037503411,-0.0948735260035491
42,0.857075005377414,1.10074534903457,-0.256541241141968,-0.165845960387226,-0.0466051079334891,0.43481912939462,1.10333360676536,0.344969659010005,0.617291194283646,-0.549995195108432,0.32484507705693,0.613147085148487,0.521371389731438,0.38655891095463
51,0.236234347912086,-0.439898228992167,-1.57959341057444,-0.400744952820932,-0.478051359327024,-0.270541290411812,-0.444365215106941,-0.162940104988394,-0.566321765049174,-1.77545567582348,-0.50080428174539,-0.0356013179438125,-0.15248349082804,-0.236871984621711
54,-0.727545497318778,0.455957577540783,-0.312498015287976,-0.340573101149957,-0.183360734819048,-0.32139233728241,0.0176724455936678,-0.277713098854447,-0.950460434690611,-0.610037813339683,0.0303353573671854,-0.144898236940337,-0.5155994249376,-0.569004497956642
56,0.49670281937183,-0.164132708873005,0.0795156342790418,0.157438606887458,-0.298457486596288,-0.126935280222594,-0.223246454683,0.111184456899063,-0.145035222330714,0.504990338619413,-0.0944115803618271,0.317972594703927,-0.384221969101383,-0.0108563736506793
57,-0.34599978377945,-1.37892941310675,-1.26879034855533,-0.190457923930502,-0.444145467756778,-0.0597031360341393,-0.627003458722666,-0.744613844352174,-0.336188593768311,-2.09618407012088,-0.037812173297956,-0.17851332544885,-0.220130356970979,-0.296911885173612
58,0.400803174208686,-1.90887330985817,-0.0479971546777789,-0.266205676031891,0.251538999861391,-0.190958365446215,0.606826587387881,0.430712988299008,-0.0424116779956191,0.1955072017489,0.0412553710600889,0.323101720964349,0.495112222062581,0.384984291112587
59,-0.559330034212865,-0.680595186666846,-1.43039870742866,-0.743352767742298,-0.943264215207056,-0.85138238764815,-1.55263650196734,-1.32242151210449,-0.205488999386209,-1.51318270996918,-0.793198816112556,-0.818288110452281,-1.20643632296136,-0.814820133557835
61,-0.416447669036671,-0.0383372047885511,-0.865954394879786,0.0447687799624603,0.232852871685645,-0.139107605121579,-0.657965617544963,-0.304779554337115,-0.124234473213071,-0.470814671500902,-0.0608496342632096,-0.220878476056759,0.136661942763675,0.0270744955648739
62,-0.378927155891576,-1.41574213055713,-0.32775848190173,0.147199520832447,-0.337245405718002,-0.503047452994033,-0.358518558176333,-0.637882396768537,-0.344813944810823,-0.542943507028995,-0.538132487984134,0.0938296186284311,-0.318746384508503,-0.161308591383908
64,0.300154175873161,-0.318636903105233,0.423692561143007,1.09057208802789,0.405341888972804,0.360230305700164,-0.57570720131278,-0.198407255311849,0.148032445422434,0.923519519316054,0.187668538995456,0.243351261542337,0.202532917936219,-0.213460589299592
65,-1.03085137238993,-1.89201381212351,-1.15726176666623,-1.65640216824711,-0.959161498241087,-0.998179745177104,-1.30123835871186,-0.414606670757639,-0.289183059829075,-1.03536200999199,-0.925020982341828,-1.44941988596266,-0.698879045172971,-0.614680146551251
68,0.973848861380502,1.4338360105253,2.01187742793894,1.35393233281373,1.71593882749263,1.08335918127531,1.39133014642263,1.59788873546824,0.610693607669565,1.99727290764104,1.07077448480178,1.31366432374046,1.05223177428485,0.603077004819161
69,-1.71655215133801,-1.55998728818277,-1.80224935632859,-1.2907962866341,-1.1213006665191,-1.02935123517657,-1.62559335749736,-1.01570183045062,-1.29828746956544,-1.87979169313317,-1.54301572902282,-1.55061464323496,-1.19148741708687,-1.07886967882138
70,0.865944865312509,0.316321226774047,2.63227126566042,0.272241272484534,0.979897893958171,0.45691667176579,0.0909590961211957,0.03849082496856,0.091996799655051,1.91888402055186,0.68859625737076,0.627598036431845,0.247620514450224,0.23668558608221
73,-0.58366577416827,-0.175739845545049,0.364856122244896,-0.229275114780253,-0.350344817776288,-0.521126238472608,-0.142354857479415,-0.595225418178497,-0.527428975873783,0.208265510225442,-0.555178727735436,-0.687228685479158,-0.450982461555144,-0.173483932339157
74,0.361753222613572,0.155778683483915,-0.279831440936439,-0.316966405332664,0.0231238546277031,0.309710756304352,0.341359401627096,0.512281022281064,0.126387676703325,-0.223224020264995,0.745802102598107,0.324725690870532,0.638487861060149,-0.067927359048056
75,0.0461239934496993,-0.357260049851898,1.05298474710839,-0.0770337606384069,0.429035709787558,-0.275275490941394,0.282227227779927,0.0603921620286257,0.0256268697418174,1.2284304120971,0.0359630708885641,0.0107777908034534,-0.229469522262632,-0.28328610079852
78,-0.460368790219949,-1.15624842412229,-0.0172220635390437,0.142651348440422,0.36248271012431,-0.0315544501676872,0.349410683944155,0.476765701280118,-0.0828759594091436,0.0415749242868771,-0.0157450110593417,-0.228356683780736,-0.0890691723433717,-0.0623127820050272
80,-0.784367224618127,-1.43791408357777,-1.32071188462266,-0.331433776318849,-0.628193287919222,-0.926965295866352,-0.885669518770033,-0.88219152137718,-1.00547093566252,-1.20536802318765,-0.763492194463025,-0.2826081182171,-0.961608450708082,-0.485547702372073
81,-0.188357322428516,0.189501502131184,-0.00937193709580409,-0.181127602115494,0.0164336722158342,-0.00877783827059666,0.193597831738961,-0.234585838353519,-0.0835548484810029,0.016928096558439,-0.027935678886497,-0.32835820278484,-0.377580346310814,0.189233776407882
83,-0.488314762869641,-0.999130950845923,-0.062306229962831,-0.367862994599951,-0.377608132861759,-0.474613668507332,-1.24992945760362,-0.578377373083285,-0.097054072562965,0.0497459302314372,-0.296796198203022,-0.636634332936842,0.224230374170441,-0.0523100039706001
84,-0.944619054632676,-1.85894690350095,-2.00598562693964,-1.45368645770623,-1.91586747690667,-0.857866966794538,-1.59698288136574,-1.42947129808301,-0.472744301592457,-2.75069630345277,-0.753508746459638,-0.94452013022621,-0.798101228682812,-0.71464621314952
85,-1.16356915544261,-1.60564773027859,-1.35670325356745,-0.811235397457334,-1.35567276514741,-0.666557945954301,-0.927683120796172,-1.23011527729434,-0.519344740208698,-1.13438416943853,-1.04320824565727,-1.11769389456263,-0.845804536382912,-1.088466773925
86,-1.15324640051729,-2.29017800333938,-1.52663056452932,-0.694471944715655,-0.846010180911383,-0.95428313562498,-2.34532186016297,-1.55861471336122,-0.775433392542201,-1.12451089152892,-1.03773094752869,-0.859850048344029,-0.875624725902886,-0.660682268205198
87,0.100468293761073,1.08427634929935,-0.72040873326896,-0.0164949754624278,-0.0213668057494205,0.6626017011777,0.497650959256332,0.152890523386357,-0.0278270221520019,-0.777147938482674,0.434326628092523,0.477184118145507,-0.0593910206722525,-0.0785777254378749
88,-1.18381813705933,-0.558187578154722,-0.936047199758775,-0.832401864505266,-0.950490607754379,-0.697433001751093,-0.908956009028653,-1.1559938673357,-0.380237492472511,-0.949520498383303,-0.978141377249548,-0.587043485823947,-0.682917325484485,-0.736632689546978
89,0.274804929328816,-1.55656102575444,0.152923947382829,-0.103137996909241,-0.179515920801259,0.0716502693957688,0.281283427552756,-0.312280058673668,0.128052860479821,0.0445047884506916,-0.0668795094458498,0.115184386261984,-0.377897396600949,0.0098236042663359
90,0.0811561646504882,-0.101463550077565,-0.0313006372128876,-0.75874267931384,-0.139927192548751,-0.430505022964017,-0.480905811293711,-0.292165709958997,-0.547785260654926,-0.568121958833891,-0.0818546310496617,-0.724939113672271,-0.430138969285904,-0.269119408601985
94,-1.44669007640304,-1.21216386832235,-2.41640727075888,-1.24840858882635,-1.37939944380647,-0.990814762470065,-2.06324930777889,-1.41664375803035,-0.559463473061519,-2.80533286523217,-1.12610471179161,-1.34959133406949,-1.09488980865772,-0.809119910732852
95,0.162962988437475,-0.583795344024781,0.465454804193907,0.205143157207764,0.51394340338707,0.409136585559532,0.591128610669685,0.631901392213833,0.291617639092221,0.0929257972058377,0.208593852532656,0.167713492458446,0.594431146867297,0.379286318204757
96,-0.0557439642386782,0.0712570677056348,-0.258792359469582,-0.37817058101386,0.444781741662553,0.476402751055347,0.645245031026923,0.439450120124533,0.115661445437905,0.303810193898143,0.455227204853497,0.171904405018295,0.527743476282013,0.206748328909489
99,-0.312465925494404,-0.503730900777914,-0.295963083396432,0.459845950468378,-0.30557072487195,-0.272967897981228,-0.38070819412244,-0.419575656665818,0.210502288171994,-0.281177705032788,-0.169775982025093,0.120071027535441,0.232867635651372,0.138836261997549
102,0.640628169329894,1.45413871076913,-0.0564441466830001,0.557793242760923,0.543337916373994,0.914458117961868,0.0479355941436912,0.70460024399818,0.28620501839144,-0.0805360324217699,0.587829922032292,1.18670236590912,0.479140162509144,0.589078974313776
103,-0.652136213167998,-0.312897846472123,-1.40649667176772,-0.604289374808727,-0.973900735684238,-0.736312924399465,-0.0343624765778738,-0.743986501083357,-0.745135439842551,-1.49355134549474,-0.857842997520321,-0.450849246089581,-0.477350623480649,-0.585852383486463
104,-0.896887888605256,0.636813582433636,0.220718010279145,-0.924178109696616,-0.148176156081395,-0.113236538312579,-0.737782402003321,-0.44550925644491,-0.298524088432301,0.547493571284863,-0.515730228743162,-0.467014512458285,0.316105516684598,-0.090713649263591
105,-0.393241152221289,-0.843794945211012,-0.153844229471433,-0.798851724001858,-0.143522621338263,0.119215446748322,0.735487397632149,0.288688280089635,0.0336657621202263,-0.337452925937428,0.475493313453953,-0.533495914410791,0.162333899262678,0.21428233998676
108,-0.838950953061504,-2.10670673619647,-0.688929447113595,-0.551153457700543,-0.413860452326928,-1.09652532218641,-1.08225205362707,-0.652689762276238,-0.198692368478341,-1.24812249366738,-1.04237900883862,-0.921344007784308,-1.14759100409185,-0.657135012616838
109,1.031582386062,0.448060894556954,0.593125923606812,0.820654549331777,0.626366260161406,0.812468998884254,0.933911667455057,0.654694415299558,0.771985516923605,0.632302565851242,0.31956165010934,0.963202374274244,0.751330077303095,0.599356379803667
111,0.173765987994381,0.213781672761789,0.456573122049383,-0.165542994292674,0.260808197165148,0.244350996618814,0.618118952730528,0.139534469985859,0.194502760188286,0.784672696697622,-0.168420392931207,-0.237315756434555,0.334440044933109,0.220605683970366
117,0.127295210550431,0.0708424367810117,0.648334614390155,0.190225035722108,0.785571366785897,0.710114148687672,0.65494897555041,1.24785401115805,-0.0905932723755449,0.151912358939379,0.313528888131761,-0.157305078314426,1.39751178675132,-0.851268574539574
119,0.434762711429834,0.326821024589689,0.531935708539997,0.629791275400053,0.218331340764045,0.11684668905401,-0.429230234058854,0.522121261576396,-0.0314504313949849,0.594050728399114,0.339958567285443,0.737393008217107,0.294159498778857,0.543029472808958
120,0.112996879573623,0.292694023072039,0.582451045223792,-0.226350599743852,0.223008674567446,-0.140993136874801,1.1011465195303,-0.391907958577353,-0.589627286423522,-0.267747557243633,0.0820071408033293,-0.0929081125488926,-0.478767339558169,0.195916455281829
121,-0.136341157797036,-0.453819654799898,-0.607943662756956,-0.661189471404617,-0.854364858622133,-0.293180871891322,-0.274604623284555,-0.338117918819737,-0.65684585950004,-1.05068006635894,-0.218369458793182,-0.163168363715733,-0.271338435460247,-0.0813155713528108
122,-0.37550218050431,0.136479898375318,-0.623966836598449,-0.689669827011375,-0.939391478368542,-0.148517736707093,-0.970955810514105,-0.406279787790347,-0.529145013270531,-0.99574461532013,-0.173767641694535,-0.431844111267142,-0.156144232318707,0.448239242309371
123,-0.388064635140691,-0.217012035955238,-0.175337279410725,-0.157769285555103,0.354561243097064,-0.163099023217016,-0.529488566626783,-0.108834025232048,0.570188478844493,-0.313887698470492,-0.125259868434071,-0.090172288020959,-0.326493879893986,0.00887053537502431
127,0.0976147808169769,-0.0369431780389152,0.137786593063824,1.23598408796831,0.0328137041564102,0.692934879597635,-0.64961780971125,0.392461300758087,0.160541337661219,0.465684007394172,0.150993525745589,0.745845070370489,0.211236397217209,-0.234248151538097
129,-0.371150819328219,-0.0183160872172612,-0.39058698300742,0.0857474308018472,-0.77319387758471,-0.515719519866846,-0.851687161944018,-0.282857547413942,0.0337086409837517,-0.243767306707741,-0.285652016544024,-0.483733792044452,-0.387136988271722,-0.409328168378164
130,-0.572775038835698,-0.254773450584824,-0.407419694425388,-0.806514362168618,-1.10238343265325,0.0432004963063785,-0.384026381834157,-0.525557691014212,-0.380156754151974,-0.295683412093165,-0.378339863527006,-0.35494719738428,-1.25196721394214,0.233561999306959
131,0.212536799799988,-0.25518428261843,0.19705471624093,-0.606294523770723,0.381957488396639,-0.394704196922055,0.521277733186457,-0.324518382834033,-1.43231132229738,-0.317126556700707,-0.439729449187156,-0.264639911800286,-0.603392157552975,-0.590672122075312
132,-0.272648151748512,0.349593812467635,-0.531512553352452,-0.967746869925773,-0.464203622204015,0.370871960143709,-1.1209272703024,0.45678549480667,0.119729780692281,-0.651059057870533,0.255333586040423,-0.113478014396219,0.808926572105515,-0.591853768294008
135,0.445157554670384,0.760824485815695,1.19371789775078,0.966573958724884,1.00704904877871,0.595955403507271,1.30861569409131,0.027400104472941,0.679422762063881,0.822076155508117,0.461714768491657,1.15987265055424,-0.229105074095381,0.466355100614867
138,-0.467202272293788,0.0299011780237972,-0.83858975838326,-0.375759767931671,-1.26912600807704,-0.474372447631407,-0.226909280830029,-0.135288872716622,-0.138134700153396,-0.152703376119624,-0.415632510473278,-0.390813743339732,-0.308847205605431,-0.182899979839522
139,-0.341973853607626,0.249863008681532,-0.105457201006465,-0.317049313896738,-0.219941527971941,-0.00953572828427312,-0.354688574052493,0.230633019360163,-1.0720430336172,0.372064233212347,-0.127339478216425,-0.157488474271483,0.664613338252528,-0.231422353209406
