simulation,permutation,lambda_pairs,threshold,predicted_changepoints
4,1,"23.49468024894146,0.11394632187906951;23.345235059857504,0.11467575251341425;23.194827009486403,0.11541937333685592;23.643180835073778,0.11323063579162218;23.280893453645632,0.11499268288058248;23.53720459187964,0.11374045663074679;23.515952032609693,0.11384324965365243",0.12938590662762467,531
30,1,"24.1039415863879,0.11106616685478297;23.748684174075834,0.11272760960011713;24.020824298928627,0.11145047999918577;24.124676163629637,0.11097070816344244;24.020824298928627,0.11145047999918577;23.62202362203543,0.11333205151799018;24.228082879171435,0.11049707941989897",0.15326898824625323,349
28,1,"22.11334438749598,0.12106411184033694;22.135943621178654,0.12094051393997693;21.563858652847824,0.12414904220948164;21.633307652783937,0.12375048887853204;21.863211109075447,0.12244918574565744;22.22611077089287,0.12044988102901256;22.315913604421397,0.11996517129199169",0.09066980195522069,479
49,1,"20.92844953645635,0.12791833400884595;20.445048300260872,0.13094282580186134;20.615528128088304,0.12985999589523753;20.46948949045872,0.1307864761033523;20.54263858417414,0.13032076610422086;20.396078054371138,0.13125721479174066;20.049937655763422,0.13352322805463437",0.04664875101511571,229;365
16,1,"22.825424421026653,0.11728729984208053;23.302360395462088,0.11488674763664915;22.891046284519195,0.11695107182157058;23.108440016582687,0.11585084913436747;23.2379000772445,0.11520543548223869;23.323807579381203,0.1147811046279746;23.259406699226016,0.11509891170959169",0.015441289191247907,786
42,1,"24.839484696748443,0.10777729211275243;24.657656011875904,0.1085720555434105;24.73863375370596,0.10821666324603127;24.63736998950984,0.108661452063738;25.019992006393608,0.10699973035193562;25.0,0.10708529592366803;24.698178070456937,0.1083939224364889",0.0015798506119878862,759;848
23,1,"22.40535650240808,0.11948626650077933;22.15851980616034,0.12081729382246124;21.702534414210707,0.12335574947130269;22.44994432064365,0.11924895491299581;22.44994432064365,0.11924895491299581;22.360679774997898,0.11972500053800142;22.181073012818835,0.12069444956718453",0.12585557858568774,597
27,1,"23.45207879911715,0.11415330901039276;23.57965224510319,0.11353570316744867;23.83275057562597,0.11232998010853329;23.515952032609693,0.11384324965365243;23.748684174075834,0.11272760960011713;23.62202362203543,0.11333205151799018;24.020824298928627,0.11145047999918577",0.037039986480375625,425
12,1,"21.142374511865974,0.12662401740112889;21.307275752662516,0.1256440489703228;20.493901531919196,0.1306306851295286;20.8806130178211,0.1282113889954683;20.808652046684813,0.12865477264387318;20.663978319771825,0.12955551717406477;21.142374511865974,0.12662401740112889",0.17889992096997884,450
46,1,"24.06241883103193,0.11125782561141176;24.228082879171435,0.11049707941989897;24.20743687382041,0.11059132001649197;24.041630560342615,0.1113540278132262;24.454038521274967,0.10947608493225365;23.93741840717165,0.11183881037437321;24.124676163629637,0.11097070816344244",0.03765249114074726,424
