"original_index","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
1,-1.62628459910365,-2.81639536980888,-0.988987358687029,-0.632181912449035,-0.622489560035517,-0.668281926700786,-4.23823595557492,-0.801830860236186,-0.56476821239999,-2.88978239500347,-1.14524975612856,-2.45863649242233,-0.52922148134181,-0.877299700863789,-1.77666648596322,-3.47781446972687,-2.43690888968641,-3.35558279405162,-0.900032374700678
2,-0.40876403772347,-0.63522267746164,0.222333244878986,1.88025259935858,0.580675925944986,0.889847391319012,-2.23118813297542,-0.0916348972998985,0.585708652728208,-0.149735207888558,0.81375649747041,-0.721702292591502,0.418600780263609,0.295056029924407,-0.300772737692762,-0.95028076700711,-0.240792526360938,-0.857248726283821,0.536044690467852
5,-1.64114700597269,-1.33418529561837,-0.638171556544787,-1.33029624850402,-0.610082504525831,-1.0167186514207,-0.744842603388647,-0.21875083402375,-0.791729222285552,0.470848894098806,-0.453108012356002,-1.17693209413201,-0.536523786854012,-0.348121597071082,-1.3882098384467,-0.169621776795526,-0.806961146748784,0.0568857488227494,-1.07489293300651
7,-0.296303832964443,-0.588655727745338,-0.366133759623686,-0.60085087405688,-0.130861822287758,0.55654895570878,-1.19993955876128,-0.44120285376583,0.0780279991112378,-1.35142969535381,-0.634294341965486,0.20974420475597,0.0704345657939269,-0.366332369694444,-0.304116131861434,-0.745860993736732,-0.802713085863059,-0.986320075790613,-0.0337025717855646
10,0.509200171493453,1.35392520673349,0.514226226483275,-0.15517905589536,1.08529440754964,0.646207245212585,2.21149839984356,0.849798376934861,1.18104703181726,1.01733945201565,0.521161317822983,0.551867235095845,0.417603449600425,0.780263591306038,0.760140520907869,0.94955708370177,1.53171769099248,1.43640436052417,1.4539563276079
11,-0.932882320600206,-1.25275411297878,-0.388739864858892,-1.02653848052488,-0.813732955068299,-0.574896249231209,-1.41815998845325,-0.925854492214587,-0.722284847075051,-1.12539177954562,-0.796374340950284,-0.705790046529137,-0.53224667719523,-0.723582295008632,-0.868001113764117,-0.347526720838499,-0.835374624291242,-0.902661294960042,-0.668734049199804
12,-0.604381892174256,-0.120614157281138,-0.234949367569516,-2.13286006776335,-0.41555442782595,0.0769935960779148,1.36613900921859,-0.181357325354355,-0.389282759999741,0.368614625306975,-1.0281082433947,-0.732542469533236,0.0427142987375709,-0.503482376209289,-0.341772868352467,-0.0736009126982974,0.0521499585465606,-0.678438481061269,-0.278166125298236
16,-0.113210065416953,-0.428069247351687,-0.62473754713854,-0.26267764190619,-0.531630533699639,-0.255625587162194,1.99878020638371,0.094365662419351,-0.347633407725392,0.261762121912235,-0.630871258054689,-0.985929615289889,-0.503375170164812,-0.0387745151762893,-0.0736950372985256,-0.0662187405396778,0.141766692810124,-0.156292946499904,-0.1284265072469
18,0.0551594194396342,0.998623680833675,-0.371491946534828,-1.31590822804279,-0.117230409334126,-0.387084215399548,-0.753865956417888,-0.170277340243412,-0.345878257322026,-0.204553964292101,-0.343213305144382,0.454700372008836,-0.409078473112085,-0.0965010839163292,0.333203554353105,-0.252281539819939,0.260534517612662,-0.442256999885083,-0.488170722955862
19,-0.485000018627399,-0.24207941965514,-0.0890929285565675,-0.529145970186331,-0.0871730296989749,-0.199881531458713,-0.778282784354936,0.24087986687031,0.131600253627508,0.051888325607003,0.0947381510542941,-0.0288683052380935,-0.143847508654748,0.16102347867809,-0.482329963168443,0.255979593998023,-0.118307550558201,0.5687571879026,0.340933061131039
20,-1.4399358482788,-1.28734869653865,-0.929799791317566,-1.97263104323234,-0.820585735503597,-0.565902621695231,-1.81905378522287,-1.43308056102832,-0.63981388081386,-1.18086051246157,-1.8338854810075,-1.25812022750534,-1.01003265110139,-1.3517023243747,-1.22664527519241,-0.989210567454679,-1.46833407180293,-0.830102313130499,-0.758232203335103
