"original_index","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
1,0.0533558703556988,-0.018646450803696,0.118202153948165,-0.261452194615798,0.147216883396406,0.239258429073946,0.100820877977505,-0.282890982019816,-0.0764502964389775,0.0501858904487265,-0.219882098404207,-0.138813296104831,-0.343044216635968,0.210758348231794,-0.0247842900141198,0.0531870129983739,0.210234463087955,-0.153441607978338,-0.173462752696993
2,-0.207782969849738,-1.55535670424973,-0.121447890174486,0.150209025419195,-0.275363802701089,-0.249959652246084,-0.237901159613646,-0.225954455172454,-0.336760597614822,-0.0809672406578112,-0.017112408030492,0.0672616340438192,0.222876523727342,-0.24571326854325,0.562467080569832,-0.156675266036213,0.0210294848605981,0.0175826831748988,0.133341693687458
3,0.0963158056388469,0.247249923502979,0.137918093948098,0.257661903694906,0.161356910524655,-0.0119593009703401,0.0799164492469865,0.242686196180994,-0.113936329860549,0.151833113908496,0.389131425079803,0.182539739038021,-0.0140225968336685,-0.0242719090803971,-0.140380444682303,-0.0319165551199348,0.150252486236071,0.023633350863456,0.295304401311015
4,-0.242683815131644,-0.224752559092491,-0.00225110567367408,-0.148916235696416,-0.114813276162843,-0.00643246305986226,0.111089088104241,-0.215286026382749,-0.164656982748024,0.0339704406858793,-0.0524657087888122,-0.267483259283612,-0.202025538111982,-0.256383260144127,0.261544755270327,-0.294946858811207,0.00456290790128572,-0.0679126847120639,-0.289956767149515
6,0.0359470258611855,-0.731770086297569,0.100542918091535,-0.231368663917208,-0.196975081554398,0.0673204838027413,-0.105470294237488,-0.287842520264942,0.0608604424813732,-0.0578424902563816,-0.382341672823263,-0.0512048547814192,-0.0430116725896729,0.0497310055512202,0.0641682280541714,0.21494225531949,0.144993350938455,0.270357856681539,-0.211845707652066
7,-0.0550947393938086,-1.63052593739183,-0.00866012536571945,-0.0357912426952992,-0.229500223334616,-0.0973799972011125,-0.00225457442086491,-0.566449021224949,-0.390563063539881,-0.0446563504046503,-0.359777188412514,-0.124828547040814,-0.140903021384436,-0.0693556769618277,0.359943505036695,-0.0710346085945805,0.0772733722674347,0.118911401273843,-0.0391551857038664
9,-0.103251438554568,-0.834007577701502,-0.235364646840637,-0.00268199424562959,-0.092675145816959,0.0222344040403251,-0.0762394725290868,-0.225014724497517,-0.389351358472599,-0.104100764494831,-0.248593728250204,-0.285291695502344,-0.289548616535779,-0.269631062300352,-0.501879865474699,-0.229766135531596,-0.326659366475746,-0.121583247468496,-0.224259620066873
11,0.125271599404111,-0.215403467859876,0.0127230060035146,-0.0170307724072101,-0.120828987784956,0.200326561028499,0.0917287835711543,0.449422527070144,0.142298978377963,0.122814002124255,0.470672790766842,-0.195551524837144,0.188281377962883,-0.152506368962616,0.270214427449516,0.137747540290481,0.042199203112951,0.0256769323763059,0.197616335823991
12,-0.276971236720892,-0.437819736138941,-0.226960970594979,-0.0435473107402522,-0.136206967427376,-0.0992573689293364,-0.0340211281533439,-0.143287782271273,-0.515083097492285,-0.236951303223697,-0.396732812294315,-0.204517442140124,-0.121695171465856,-0.302473850311198,-0.513742951355439,-0.215415214343521,-0.486849946432295,-0.257153956401908,-0.132633802739218
13,0.00576193039185603,0.295508905717923,0.016058488592452,0.182777229531895,-0.296584187470575,0.126026725215564,-0.0818134142352869,0.29776007205616,0.0143185101861517,0.0741980869902473,-0.00786835029502605,-0.0476518133002107,0.155545514734775,-0.362157166083004,-0.515166499834017,-0.248658677424434,0.155116707809332,0.159022466971253,-0.0186669278181346
14,-0.0985647341848714,-0.0234173305557264,0.251750892072103,-0.054691523365177,0.055923190004469,0.20985594367173,-0.0265006568640533,-0.192936594342434,0.239144626551773,-0.0182680302101659,0.376323672703309,0.117117870567977,-0.0261317193993476,0.190266246682621,0.456770834164141,0.212697779950227,-0.166221422276577,0.112948043667105,0.214581552731343
15,-0.00746403369999718,-0.236193188682785,0.114036003430966,0.120258847983145,-0.102983883935521,0.0052372569427753,-0.100468789266773,-0.239324374405936,-0.208666571031173,0.0966970178977029,-0.0412998008819042,0.0464985740270749,0.214051988717137,0.163675409006421,0.0279846630606819,-0.119682911723892,-0.152254022253871,0.113022593996649,-0.141592844310146
16,0.178922735334079,0.196613925101352,0.0298363839754558,0.21873540229284,0.336758807882359,0.0480528149493248,0.323985383075194,0.193758830938028,0.450940845597979,0.342421441063477,0.373341466499652,0.172456694472637,0.147962479125464,0.0905560553947729,0.229998791481601,-0.0234223128329446,0.310297485134622,0.282231175183382,0.240322102203136
17,0.0752419631365075,-0.352976859104052,0.0204093227463637,-0.153355089399581,0.257229864271442,0.239775800985122,0.0177240482684128,-0.211084927859902,0.504208790464815,-0.10905310393051,-0.0672651718970438,0.0678426731523619,-0.100544334559827,-0.086182116086705,0.432269681245783,0.0251011266955748,-0.0423247392029349,-0.0345947945211153,0.0798620189361636
18,-0.123840487677129,-0.514139398944546,-0.0892991844999076,0.281881689687195,-0.07872146882648,-0.424163533665067,-0.0866789737580379,-0.114674221427318,-0.118393982890807,0.0443539995464365,-0.18949196595984,-0.37074588203034,-0.142552121037263,0.0434711045191431,-0.0881326689980746,-0.115620485368833,-0.312751294162705,0.0285985188343528,-0.102617417534842
20,-0.138965641011377,0.332233643401272,0.0674279133922446,-0.0370112506937106,-0.166330255251433,0.490271153879877,0.0774660973846274,-0.574868866822156,-0.191635477660179,0.0448638160325486,-0.139645485685823,-0.025340657891167,-0.0409570372902926,-0.18725292981166,0.0847845490918604,-0.235016623460197,0.254503878005954,0.140056277918804,-0.00200552265819947
21,-0.239543766102443,-1.34181075586727,-0.252392948445519,-0.0458736885343727,-0.0977794845608069,-0.137205999082,-0.0697381660373748,-0.508044704209898,-0.340860124356283,-0.0598297644221508,0.168727625421839,-0.184979994049927,-0.199554472438013,0.045712392550785,-0.238851199738727,-0.273789887147089,-0.104860589753005,-0.233964003872348,-0.427284619308821
22,-0.0387847609104953,-1.05325429269056,0.0299817658941497,0.0613933193137325,0.184573010955265,0.179560477581203,-0.0731147883106117,-0.518826318418305,0.131528477977754,-0.0410239006992865,-0.131222254617952,0.0443128868240353,-0.19030437167968,0.337070276871251,0.0960137041014852,0.35106554510026,0.0712005512272097,0.13690722772634,0.0291161567585983
23,0.0998611490325893,-0.300509647299496,0.0519348204521236,-0.251617878665413,-0.107789832719679,-0.154416002465059,0.0820973966142608,-0.256815271298503,0.0365815625225635,-0.17865445660708,-0.217628637317483,0.0247941650737072,-0.455858211721748,0.0786864870934409,0.300475917283375,0.169883762770196,-0.219898627337177,0.101695398801751,-0.377663410022804
25,0.152907647975797,0.384742385634789,0.34181895900807,0.0105551446938029,0.0189154773751066,-0.0133425589915551,-0.00741915621098978,0.216871352802872,0.204018883141929,-0.149131769761287,0.0090956825986398,-0.142821499271877,-0.234921953225607,0.271018559536929,0.0768740898738717,0.233061203823835,0.0877147538186661,0.0483983902601353,-0.0869045970130925
26,0.343141305130267,-0.0299542424619226,-0.050433864108209,-0.0184117786985453,0.337360096890035,-0.182374774585711,0.163481412490083,-0.155978534098185,0.146702323247081,0.122364524509113,0.232706729745426,-0.166943113343323,0.330777731403903,-0.379141591232822,-0.0406640841817155,-0.12994266648067,0.0131822312345679,-0.0612800954586744,-0.00236949790762599
29,0.125956141558047,-0.289667618364569,-0.161540553090712,0.204305399683644,0.346039057588062,0.252787961513767,0.0633824109617541,0.16395272090666,-0.317794636184612,0.0229268608775646,-0.061223954264346,-0.183426761273393,-0.0201879707397378,-0.109993549027901,-0.317708926863841,-0.299088285448932,0.1643596627795,-0.182585969992639,-0.11774315495785
30,0.0134171465685835,-0.168656639033126,-0.0224621056584909,0.0863333917493643,0.0232027778495167,0.452567803694214,-0.0599234488997221,-0.0966481080511797,0.191860149192049,0.176566930420864,0.137144547042002,0.111648676115865,0.392406244146425,0.0283802947777549,0.0780110524925908,0.0853431501203546,-0.153385147823619,0.158457853705243,0.258576980943819
32,0.0144015911109562,-0.630838668862615,0.319285319786172,-0.206497463938039,0.0513866102500836,0.0443212465061975,0.235127162589269,-0.038073754176517,-0.0960025547447151,0.0672294417396212,0.184717669274209,0.263858014148485,0.110653259266003,0.100921474875729,0.0705490144599316,-0.203808326706913,0.146638018265209,0.0427372112919061,0.196199296905779
34,0.291653642984937,0.562064433720246,0.012075385111489,0.213738846068669,-0.158160862613803,0.111218540205502,0.0589417655288156,0.6929031686425,0.291324666053906,0.348729402510761,0.170291547240351,-0.01472632272395,0.348978486235976,-0.148148053947925,-0.0759675433752745,0.0657698185825078,0.251565379796708,0.0683852669769152,0.459041296224454
36,0.087225425104809,-0.590400969235186,0.254674483716939,0.0998269266079682,-0.177215550343031,0.22539167862518,-0.309685216313841,0.329021707880474,0.10692278826443,-0.031752652672352,0.115584103569918,-0.201332902293327,0.0610730834904202,-0.238357636008244,-0.0952716339550678,-0.217028628344966,-0.23164676053802,0.0479823445988257,0.000391592683977055
37,0.187538843751148,0.361623098649073,0.185488942344146,-0.226782251057646,0.0154524992172192,0.245701315963928,0.3092692399835,-0.131732994946062,0.54422482831295,0.295464017308546,0.105024672284805,0.0624566243800214,-0.208353735558456,-0.0756988224237194,0.0121272053594209,0.1374993929593,-0.136035732471971,0.2651233041383,-0.268221810052015
38,0.164366292606192,0.482405407549333,-0.087633585941644,0.0369551843115527,-0.0349349568785698,0.18229936577046,0.13330221019945,0.12842139018526,0.150611656780438,0.140567925320608,0.401932409959202,-0.0530924750048568,0.228427341618899,-0.0719887187307326,0.0285741487031868,0.0133854075933096,0.038753767870173,0.0844408396949342,0.355924582915684
39,-0.392851748821332,-0.387548240614657,-0.34821087409151,-0.13268608873428,-0.122822217713269,-0.0152918635799419,-0.1525603529901,-0.335668811050534,0.0350108111666555,-0.0529187484204265,0.0248433518606349,-0.319547475888804,-0.0812679112995696,-0.159324612003662,-0.00444320098762645,-0.467095125346963,-0.251381645587971,-0.347407417310496,-0.0801861582453091
42,0.294947931685814,1.3766185588108,-0.00859345664790332,-0.0375414209951532,0.0351505225615207,0.170418366062215,0.307159279346238,0.212097584560867,0.179910512833722,0.193488322760716,-0.0454718011212379,0.00519934990593124,0.140285910970681,-0.21130750768741,0.337699231110015,0.193389363067941,0.176012023310671,0.226085993303616,0.0707741703572878
43,-0.24808328138907,0.17813208372743,-0.178703143642213,-0.132335483749075,0.0452939029463047,0.0653239782884061,-0.342064573339011,-0.252247035503574,0.000270219222007537,-0.157477792857665,-0.0634366868862368,-0.351670180796303,-0.317732775811984,0.158305019704493,0.131868152599412,-0.205527480799345,-0.449855623356409,-0.395408279767178,-0.266406891125286
44,-0.224004335765346,-0.762876890963872,0.0357914751468856,-0.1693472579054,0.0198680668725348,0.0888323348699778,0.213856898369749,-0.505888397344994,-0.239270244617837,0.258052896567613,0.0462446782444655,0.0534282785324291,0.213202594467596,-0.510149727735901,-0.215323484111974,-0.174135217368606,0.175883986028232,0.100433364843851,0.0165606948017983
45,-0.0221561679603775,-0.495986174021991,0.136725243965258,-0.132469726969769,-0.296367585560508,0.125021169409484,0.158896138400936,0.216957850622984,-0.371603749099764,0.00832190467291203,0.170768795019385,0.0906679495203119,-0.233471989117325,-0.145806467346611,-0.143917391483265,0.077378195968998,-0.0858820123596809,0.0102490521130103,-0.0550348262323855
46,-0.247539907027291,0.249289313631445,-0.311857849310803,-0.223575337370915,-0.492430576070627,-0.250660302473605,-0.256462135214267,-0.194892953753557,-0.199094486421961,-0.349454093344553,-0.30908772946966,-0.132877272893608,-0.164924673440528,-0.603433542640796,-0.789862802701192,-0.302169219558318,-0.224390304337283,-0.245678236129006,-0.319474989142319
47,0.156930020357774,-0.40227245751945,0.0153596056798561,0.0435184355480308,0.0771992284216597,0.171800383973273,0.00580608422939065,0.103901878683876,0.0270337707912366,0.0299649614657138,-0.0703897110238774,0.00902927566715703,0.0250293747841175,-0.309937613817005,0.347568139063571,0.0334389265133704,-0.145341819144258,0.172362333273865,0.0978496368036132
