simulation,permutation,lambda_pairs,threshold,predicted_changepoints
19,1,"34.49637662132068,0.06076853145906296;35.11409973215888,0.05969949860387681;34.23448553724738,0.06123340587828101;35.156791662493895,0.05962700373972938",0.021414678387904396,918
10,1,"37.12142238654117,0.056471277584892524;37.3496987939662,0.056126132622923965;37.3496987939662,0.056126132622923965;37.5632799419859,0.05580700490409792",0.0252417048596367,1522
4,1,"34.87119154832539,0.06011535754467443;34.85685011586675,0.06014009128673913;34.92849839314596,0.0600167268670149;35.02855977627399,0.05984528514233405",0.003738579837943179,105
3,1,"37.296112397943034,0.05620677365965965;37.04051835490427,0.056594622349793726;37.255872020394314,0.05626748306384758;37.282703764614496,0.05622698828849506",0.014321334552603041,568
50,1,"36.02776706930364,0.05818551407596097;35.84689665786984,0.058479097031574945;36.38681079732051,0.057611373516988175;36.38681079732051,0.057611373516988175",0.015324613310517817,1495
9,1,"39.331920878594275,0.05329752783768266;39.20459156782532,0.05347062841631056;39.179076048319466,0.05350545136263691;39.11521443121589,0.053592807259761885",0.003083968087144706,164
13,1,"36.64696440361739,0.05720239539757041;36.4828726939094,0.057459678834073116;36.3318042491699,0.05769859744811065;36.318039594669756,0.05772046540320624",0.012640728091569554,1536
14,1,"36.76955262170047,0.05701168489875043;36.742346141747674,0.05705390014696265;36.78314831549904,0.05699061238466937;36.40054944640259,0.05758962927257636",0.011003405566768314,1247
25,1,"37.61648574760805,0.055728069921303275;37.36308338453881,0.05610602653858798;37.53664875824692,0.05584659838542053;38.02630668366309,0.05512747176251599",0.00482254114801294,770
22,1,"34.45286635390443,0.06084527558325619;34.55430508634199,0.06066665622990623;34.61213659975356,0.06056529165412272;34.85685011586675,0.06014009128673913",0.02066820495634452,1479
28,1,"33.95585369269929,0.06173586937050343;33.57082066318904,0.06244393513546219;34.11744421846396,0.0614434696372104;33.49626844888845,0.06258291579956494",0.01133309787836822,859
21,1,"35.91656999213594,0.05836565541741321;36.0,0.05823039299823361;35.90264614203248,0.058388290925503815;35.77708763999664,0.058593202695260166",0.0029411705883189507,933
17,1,"34.0,0.061655710233423824;33.51119216023208,0.06255504542819859;33.88214869219483,0.06187016552522588;33.76388603226827,0.06208687429915426",0.02806445477869046,1390
7,1,"36.4417343165772,0.057524543967239626;36.78314831549904,0.05699061238466937;36.52396473549935,0.05739503263453005;36.578682316343766,0.057309176142732794",0.013584029545058066,1553
26,1,"35.397740040855716,0.0592211295273904;35.53871128783372,0.05898621733799483;34.85685011586675,0.06014009128673913;34.36568055487916,0.06099964016684612",0.008582241521319776,1554
16,1,"37.027017163147235,0.056615258493542354;36.53765181289022,0.0573735323405992;36.742346141747674,0.05705390014696265;36.701498607005135,0.057117399220758105",0.013208343796279602,692
27,1,"35.7211421989835,0.05868496970950898;35.874782229304195,0.05843364106121484;35.76310948449533,0.05861610408471985;36.207733980463345,0.05789630881257331",0.017802393811886308,1275
20,1,"34.38022687534217,0.0609738311366378;34.85685011586675,0.06014009128673913;34.23448553724738,0.06123340587828101;34.11744421846396,0.0614434696372104",0.00042797764039236355,285;437
29,1,"39.89987468652001,0.052538865457756274;40.3732584763727,0.05192283771603936;40.024992192379,0.05237462977783059;40.162171256046406,0.05219573749068194",0.007486327032010692,170
23,1,"37.134889255254286,0.05645079842643671;36.64696440361739,0.05720239539757041;37.416573867739416,0.05602581773912324;36.945906403822335,0.05673955119746453",0.002316644843124469,1470
6,1,"36.89173349139343,0.05682286923235688;36.87817782917155,0.0568437561543019;36.810324638611924,0.05694853736056208;36.864617182333525,0.056864666126005735",0.01294113943138753,1348
1,1,"31.272991542223778,0.06703209525401692;30.479501308256342,0.06877718000486321;31.304951684997057,0.06696366022315448;31.080540535840107,0.06744715863352173",0.008500229882150025,76
8,1,"37.456641600656084,0.055965886378337014;37.78888725538237,0.05547382577765185;37.26929030716845,0.056247224743456004;36.98648401781386,0.056677302631057566",0.0001,
12,1,"36.60601043544625,0.057266392130690395;36.91882988394946,0.05678116436858629;36.72873534441391,0.05707504296782808;36.64696440361739,0.05720239539757041",0.0024581349708575,1802
11,1,"35.552777669262355,0.05896287956563208;35.369478367654786,0.059268449654419006;35.66510900025401,0.05877716924744236;35.22782990761707,0.0595067636420926",0.00683999995583273,254
18,1,"34.132096331752024,0.06141709338802882;34.219877264537345,0.06125954607408356;33.823069050575526,0.06197823576570855;34.10278580995987,0.06146987989832133",0.015905281637390037,1197
2,1,"34.77067730142742,0.06028913759037855;34.56877203488721,0.06064126737914802;34.655446902326915,0.060489600778908324;34.51086785347479,0.06074301454361544",0.015439213855924176,1670
24,1,"36.235341863986875,0.057852197332788194;36.124783736376884,0.058029251143322046;36.359317925395686,0.057654935998461714;36.565010597564445,0.05733060413979593",0.007406531697973871,1171
15,1,"36.4828726939094,0.057459678834073116;36.38681079732051,0.057611373516988175;36.373066958946424,0.05763314241008207;36.0,0.05823039299823361",0.010169290822609586,814
5,1,"35.651086939951774,0.058800287112347034;36.235341863986875,0.057852197332788194;35.81898937714463,0.05852465924887352;36.08323710533743,0.05809606665324177",0.0006993847964228644,272
31,1,"34.84250278036869,0.060164855583150725;34.48187929913333,0.060794080558976324;34.942810419312295,0.05999214495860424;34.942810419312295,0.05999214495860424",0.04014841798929494,1345
36,1,"37.067505985701274,0.05655341766843045;37.22902093797257,0.05630806545863923;36.60601043544625,0.057266392130690395;37.21558813185679,0.056328389612146645",0.0001,
38,1,"37.05401462729781,0.05657400875510163;37.12142238654117,0.056471277584892524;36.72873534441391,0.05707504296782808;36.76955262170047,0.05701168489875043",0.00693148330561732,1902
44,1,"35.35533905932738,0.059292152294700445;35.749125863438955,0.05863903234848924;36.0,0.05823039299823361;35.888716889852724,0.05841095278970874",0.0001,
43,1,"33.95585369269929,0.06173586937050343;33.85262175962151,0.061924129918847604;33.85262175962151,0.061924129918847604;34.438350715445125,0.060870921643650336",0.004329519539457633,1490
47,1,"33.04542328371661,0.06343674674518014;33.090784215548595,0.06334978749011967;33.49626844888845,0.06258291579956494;32.87856444554719,0.0637586884734049",0.027848420006751258,1461
49,1,"34.75629439396553,0.060314086541411426;33.74907406137241,0.06211412331266679;33.97057550292606,0.06170911492964979;34.39476704383968,0.0609480548382394",0.014682267026740798,843
32,1,"35.4400902933387,0.059150361372821564;36.180105030251084,0.057940521349610405;35.566838487557476,0.058939569471989105;35.59494346111537,0.05889303210233902",0.007058562241466991,1210
40,1,"35.2845575287547,0.05941109354221211;35.608987629529715,0.05886980471744728;35.11409973215888,0.05969949860387681;35.270384177096794,0.059434967802184054",0.026651138867274365,1880
35,1,"37.21558813185679,0.056328389612146645;37.48332962798263,0.055926038821573966;37.603191353926334,0.05574777226235415;37.53664875824692,0.05584659838542053",0.0001,
